"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"classe 1";0,349306226282293;-1,21059005529988;0,617387643429363;0,161614339506923;-0,971813498860055;0,351548304213933;0,199592560043074;-0,691727630714257;0,352773500783354;0,0923459627535775;-0,555291402006503;0,200873676841234;0,0157247495452771;0,122274792209404;0,021038402638715;0,00111907135129815;0,0383122254215439;0,00428671301401293;0,000612157233628981;0,00735266088100823;0,00191234479567047;0,000131041880068752;0,00473823052838107;0,000620040912416545;0,00501707198104662;0,380429868344883;0,000726105198277552
"classe 2";-1,21589302905761;0,911320446693078;0,853700194789642;1,84234154720612;-0,521713598689455;0,62075398872851;-0,456655995346424;0,342266906478382;0,320626323913755;0,691932836936781;-0,19594128513094;0,233138132889691;0,287629129530032;0,104605857715198;0,0607265633057631;0,219537812858525;0,0166688978526561;0,020177366334936;0,0132891830322837;0,00746534313959672;0,00655116151580513;0,0305103955526778;0,00244665007305537;0,00346375035700536;0,00898892063270852;0,309627184515782;0,000861758772730887
"classe 3";-0,31228380896744;1,5511866485719;0,138726039772061;1,63349191522313;0,455269745293457;-1,24177946437529;-0,118536797520781;0,588799971047739;0,0526576787368286;0,620041432973637;0,172811449282709;-0,471355083764413;0,0184807221754146;0,295202319003442;0,00156193081354984;0,168105101170006;0,0123639723444772;0,0786488290480599;0,000559490181956509;0,0138045308020535;0,000110410280012481;0,0153083193218484;0,0011891348714829;0,00884672405689763;0,0057371147190672;0,313725736366849;0,00056466884774008
"classe 4";-0,383913757279378;-0,554925667623468;1,64348645607546;0,718279904535639;-0,774236066253578;0,627771862635543;-0,177733183710228;-0,256903285592523;0,760853380959636;0,33252826138058;-0,358433211598596;0,290627490352527;0,0548094822229232;0,074136080575573;0,430176241886834;0,0637826696751409;0,0701674327809879;0,0394434916906911;0,000777123045489044;0,00162364868244556;0,0142414659839243;0,00272025658667127;0,00316059780705953;0,0020779071171425;0,00527257101711844;0,223957687210307;0,000264456585254311
"classe 5";-0,314485670384907;0,234975552171305;-0,358222254185909;-0,398836996289583;-1,58104517428365;0,229290106322118;-0,181756702890722;0,135803903466608;-0,207034221124365;-0,230507473830874;-0,91376359898169;0,132518005286423;0,0519364352174777;0,0187710003774072;0,0288603339660422;0,0277707877623682;0,413199144742881;0,00743060811219179;0,000847665816732328;0,000473225680756729;0,00109983635687173;0,00136337027398394;0,0214245399417775;0,000450602480763474;0,00857083130095464;0,188462497183213;0,00030441975331876
"classe 6";-0,802530531816931;-0,705546827435818;-0,705185852987144;0,735536766804584;-0,778380761711016;-1,60317599633832;-0,346763241641398;-0,304857815761281;-0,304701843290441;0,317816087353264;-0,336328432952111;-0,692711969665934;0,178615442807854;0,0893756492881698;0,059064818281444;0,0498805875966552;0,052890844978635;0,191841071662583;0,00285728180635932;0,00220841981301203;0,00220616063143944;0,00240015186041335;0,00268790636073091;0,0114022970657087;0,00443639235361067;0,259335643007863;0,000298369460089928
"classe 7";-0,952229360437672;-0,539157782829943;-2,51283734766001;-1,21762764132729;0,0843247256607753;-0,901546142217458;-0,303956880757382;-0,17210214756425;-0,80211158548433;-0,388673480527526;0,0269169190191641;-0,2877785170595;0,156809146936762;0,0325455533309094;0,467673568385288;0,0852401419139732;0,000387078073987688;0,0378309708090578;0,00796107136191358;0,00255223193248196;0,0554392232952526;0,0130171940065818;6,24307072035671e-05;0,00713615540833006;0,00877987596683158;0,328409733657128;0,000946935551407843
"classe 8";0,728227853354009;-0,793715646260848;-0,018393574689388;0,67384343991439;1,87969041682635;-0,925384714773548;0,297191881524327;-0,323917638169339;-0,00750647073538961;0,274997445976061;0,767107065579796;-0,377652163743469;0,163574139050555;0,125800277958844;4,46928618179137e-05;0,0465612887066918;0,343046638066868;0,0710899201254923;0,00550603129772751;0,00654084694730486;3,51266217603375e-06;0,00471435316325225;0,0366840062297549;0,00889096186190103;0,0103825517385548;0,245906559097509;0,000627833275400272
"classe 9";-0,728694211072691;1,23694477474242;-1,64334988956945;-0,90938583921567;0,778386994946459;0,506844811458412;-0,28689221904126;0,486994168287615;-0,646998822435766;-0,358031829281619;0,30645663003733;0,199548494360617;0,0818345299376875;0,152657526172578;0,178250947185512;0,0423710512183167;0,0293925683934621;0,0106556335083247;0,00222003450596133;0,00639690213544386;0,011290915725237;0,00345752604515081;0,00253314604098019;0,00107403663675972;0,00418089331753885;0,347886176347596;0,000505991742848933
"classe 10";0,815667913468329;-0,355692899780503;1,41519577852099;-0,116427934581515;0,0889255647102736;-1,17783393669494;0,397845765475691;-0,173490843087991;0,690268231110836;-0,0567882590347045;0,0433738520031787;-0,574493904210489;0,208361220524449;0,025651465040939;0,26862658909037;0,00141133929469045;0,000779549757784546;0,116934206818878;0,0048832664353128;0,000928611495355659;0,0146999789312658;9,94942654051964e-05;5,80412727256399e-05;0,0101824383724241;0,00733979049079042;0,244042283871957;0,000437133232906215
