"V1";"V2";"V3";"V4";"V5";"V6"
"6";" 7";" 85.71";"36.78";"you";"1.324881e-09"
"7";"12";" 58.33";"25.88";"sushi";"3.625532e-07"
"4";" 5";" 80.00";"21.95";"sashimi";"2.800508e-06"
"3";" 3";"100.00";"21.74";"pulizia";"3.123786e-06"
"9";"22";" 40.91";"20.13";"pesce";"7.240521e-06"
"4";" 6";" 66.67";"17.12";"eat";"3.507056e-05"
"3";" 4";" 75.00";"14.93";"situare";"1.116399e-04"
"3";" 4";" 75.00";"14.93";"nigiri";"1.116399e-04"
"3";" 4";" 75.00";"14.93";"luglio";"1.116399e-04"
"4";" 7";" 57.14";"13.70";"giapponese";"2.146592e-04"
"4";" 7";" 57.14";"13.70";"buffet";"2.146592e-04"
"5";"11";" 45.45";"12.18";"deludere";"4.840573e-04"
"8";"25";" 32.00";"11.15";"pagare";"8.401827e-04"
"4";" 8";" 50.00";"11.15";"aperitivo";"8.386003e-04"
"3";" 5";" 60.00";"10.88";"strada";"9.705539e-04"
"3";" 5";" 60.00";"10.88";"movida";"9.705539e-04"
"3";" 5";" 60.00";"10.88";"lento";"9.705539e-04"
"4";" 9";" 44.44";" 9.20";"rispondere";"2.426018e-03"
"4";" 9";" 44.44";" 9.20";"compleanno";"2.426018e-03"
"9";"34";" 26.47";" 8.62";"tavolo";"3.316235e-03"
"2";" 3";" 66.67";" 8.34";"kaiten";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"cinese";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"tempura";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"largo";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"discoteca";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"animazione";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"seduta";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"iniziare";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"incredibile";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"diretto";"3.871958e-03"
"2";" 3";" 66.67";" 8.34";"credito";"3.871958e-03"
"3";" 6";" 50.00";" 8.22";"bagno";"4.143438e-03"
"3";" 6";" 50.00";" 8.22";"importante";"4.143438e-03"
"4";"10";" 40.00";" 7.65";"riso";"5.682957e-03"
"6";"19";" 31.58";" 7.64";"passare";"5.718915e-03"
"3";" 7";" 42.86";" 6.35";"bar";"1.175255e-02"
"3";" 7";" 42.86";" 6.35";"trattare";"1.175255e-02"
"3";" 7";" 42.86";" 6.35";"mesa|mese";"1.175255e-02"
"5";"16";" 31.25";" 6.03";"sabato";"1.402634e-02"
"7";"27";" 25.93";" 5.86";"portare";"1.550738e-02"
"6";"22";" 27.27";" 5.48";"chiedere";"1.924357e-02"
"2";" 4";" 50.00";" 5.39";"accettabile";"2.029624e-02"
"2";" 4";" 50.00";" 5.39";"trattato";"2.029624e-02"
"2";" 4";" 50.00";" 5.39";"orario";"2.029624e-02"
"2";" 4";" 50.00";" 5.39";"sporco";"2.029624e-02"
"2";" 4";" 50.00";" 5.39";"rovina";"2.029624e-02"
"2";" 4";" 50.00";" 5.39";"riguardare";"2.029624e-02"
"2";" 4";" 50.00";" 5.39";"direttore";"2.029624e-02"
"2";" 4";" 50.00";" 5.39";"digerire";"2.029624e-02"
"2";" 4";" 50.00";" 5.39";"completamente";"2.029624e-02"
"4";"12";" 33.33";" 5.38";"dire_che";"2.040573e-02"
"7";"28";" 25.00";" 5.33";"rimanere";"2.097972e-02"
"3";" 8";" 37.50";" 4.97";"pò";"2.577769e-02"
"7";"30";" 23.33";" 4.39";"serata";"3.607704e-02"
"5";"19";" 26.32";" 4.02";"spesso";"4.493697e-02"
"3";" 9";" 33.33";" 3.92";"sala";"4.758400e-02"
"3";" 9";" 33.33";" 3.92";"bicchiere";"4.758400e-02"
"3";" 9";" 33.33";" 3.92";"migliorare";"4.758400e-02"
"3";" 9";" 33.33";" 3.92";"vuoto";"4.758400e-02"
"6";"25";" 24.00";" 3.91";"euro";"4.809879e-02"
"6";"25";" 24.00";" 3.91";"buon";"4.809879e-02"
"2";" 5";" 40.00";" 3.66";"andato";"5.575841e-02"
"2";" 5";" 40.00";" 3.66";"risultare";"5.575841e-02"
"2";" 5";" 40.00";" 3.66";"entrata";"5.575841e-02"
"2";" 5";" 40.00";" 3.66";"confermare";"5.575841e-02"
"2";" 5";" 40.00";" 3.66";"sommare";"5.575841e-02"
"2";" 5";" 40.00";" 3.66";"realtà";"5.575841e-02"
"2";" 5";" 40.00";" 3.66";"includere";"5.575841e-02"
"2";" 5";" 40.00";" 3.66";"attendere";"5.575841e-02"
"4";"15";" 26.67";" 3.21";"nuovo";"7.316118e-02"
"3";"10";" 30.00";" 3.11";"presente";"7.779104e-02"
"3";"10";" 30.00";" 3.11";"costo";"7.779104e-02"
"3";"10";" 30.00";" 3.11";"cura";"7.779104e-02"
"3";"10";" 30.00";" 3.11";"proporre";"7.779104e-02"
"3";"10";" 30.00";" 3.11";"lì";"7.779104e-02"
"3";"10";" 30.00";" 3.11";"aprire";"7.779104e-02"
"3";"10";" 30.00";" 3.11";"visitare";"7.779104e-02"
"6";"27";" 22.22";" 3.09";"conto";"7.879265e-02"
"5";"22";" 22.73";" 2.64";"via";"1.040474e-01"
"2";" 6";" 33.33";" 2.55";"organizzare";"1.104229e-01"
"2";" 6";" 33.33";" 2.55";"affollare";"1.104229e-01"
"2";" 6";" 33.33";" 2.55";"raggiungere";"1.104229e-01"
"2";" 6";" 33.33";" 2.55";"comprendere";"1.104229e-01"
"2";" 6";" 33.33";" 2.55";"fisso";"1.104229e-01"
"3";"11";" 27.27";" 2.47";"carta";"1.163588e-01"
"3";"11";" 27.27";" 2.47";"pensare";"1.163588e-01"
"3";"11";" 27.27";" 2.47";"perfetto";"1.163588e-01"
"9";"50";" 18.00";" 2.46";"ristorante";"1.165161e-01"
"5";"23";" 21.74";" 2.28";"mettere";"1.308540e-01"
"7";"37";" 18.92";" 2.09";"volere";"1.484872e-01"
"*****";"*";"*";"*";"*";"*"
"2";" 3";"66.67";"8.34";"da_quando";"0.003871958"
"3";"11";"27.27";"2.47";"sono_stati";"0.116358789"
"*";"*";"*";"*";"*";"*"
"1";" 1";"100";"7.13";"*RATING_4.25";"0.007599286"
"2";" 4";" 50";"5.39";"*RATING_2.2";"0.020296236"
"2";" 5";" 40";"3.66";"*RATING_3.6";"0.055758413"
"3";"10";" 30";"3.11";"*RATING_4";"0.077791037"
"**";"classe";"5";"**";"";""
"****";"18";"121";"14.88";"****";""
"12";"20";" 60.00";"38.53";"musico";"5.399073e-10"
" 5";" 6";" 83.33";"23.36";"spiegare";"1.340937e-06"
" 7";"11";" 63.64";"22.72";"neanche";"1.875534e-06"
"10";"21";" 47.62";"21.51";"offrire";"3.514198e-06"
" 8";"15";" 53.33";"20.00";"stile";"7.751798e-06"
"12";"30";" 40.00";"19.88";"serata";"8.228826e-06"
" 7";"12";" 58.33";"19.87";"cocktail";"8.303241e-06"
" 5";" 7";" 71.43";"18.76";"fortuna";"1.478719e-05"
" 3";" 3";"100.00";"17.60";"ma_questo";"2.721433e-05"
" 4";" 5";" 80.00";"17.47";"americano";"2.922037e-05"
" 4";" 5";" 80.00";"17.47";"bellissimo";"2.922037e-05"
" 5";" 8";" 62.50";"15.34";"massimo";"8.965453e-05"
" 5";" 8";" 62.50";"15.34";"ce";"8.965453e-05"
"15";"55";" 27.27";"12.24";"cibo";"4.684972e-04"
" 7";"16";" 43.75";"12.14";"freddo";"4.937302e-04"
" 3";" 4";" 75.00";"11.81";"concerto";"5.894281e-04"
" 3";" 4";" 75.00";"11.81";"gradire";"5.894281e-04"
" 3";" 4";" 75.00";"11.81";"cioè";"5.894281e-04"
" 3";" 4";" 75.00";"11.81";"persone_che";"5.894281e-04"
" 4";" 7";" 57.14";"10.48";"festa";"1.205516e-03"
" 4";" 7";" 57.14";"10.48";"qualsiasi";"1.205516e-03"
"12";"41";" 29.27";"10.14";"solo";"1.447919e-03"
" 8";"22";" 36.36";" 9.80";"piacevole";"1.741188e-03"
" 6";"14";" 42.86";" 9.79";"vicino";"1.755973e-03"
" 6";"14";" 42.86";" 9.79";"pollo";"1.755973e-03"
" 7";"18";" 38.89";" 9.63";"quantità";"1.915564e-03"
" 5";"11";" 45.45";" 8.93";"prenotazione";"2.798062e-03"
" 5";"11";" 45.45";" 8.93";"ordine";"2.798062e-03"
" 5";"11";" 45.45";" 8.93";"inoltre";"2.798062e-03"
" 6";"15";" 40.00";" 8.54";"insomma";"3.483637e-03"
" 3";" 5";" 60.00";" 8.39";"notare";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"nn";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"zuppa";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"arredare";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"programma";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"arredo";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"venerdì";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"salvare";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"disponibilità";"3.780495e-03"
" 4";" 8";" 50.00";" 8.35";"speciale";"3.865919e-03"
" 4";" 8";" 50.00";" 8.35";"bere";"3.865919e-03"
" 4";" 8";" 50.00";" 8.35";"italiano";"3.865919e-03"
" 4";" 8";" 50.00";" 8.35";"creare";"3.865919e-03"
" 4";" 8";" 50.00";" 8.35";"aria";"3.865919e-03"
"10";"34";" 29.41";" 7.89";"accogliente";"4.970745e-03"
" 6";"16";" 37.50";" 7.45";"riuscire";"6.334080e-03"
" 6";"16";" 37.50";" 7.45";"curare";"6.334080e-03"
"16";"73";" 21.92";" 7.21";"personale";"7.266156e-03"
" 4";" 9";" 44.44";" 6.71";"domenica";"9.570411e-03"
" 4";" 9";" 44.44";" 6.71";"bevanda";"9.570411e-03"
" 4";" 9";" 44.44";" 6.71";"patatina";"9.570411e-03"
" 4";" 9";" 44.44";" 6.71";"sfizioso";"9.570411e-03"
" 2";" 3";" 66.67";" 6.52";"drink";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"brunch";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"coccio";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"tavolino";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"tardo";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"tacos";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"musicista";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"velocità";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"scorrere";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"riportare";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"responsabile";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"uramaki";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"umido";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"tessera";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"tendenza";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"strano";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"ombra";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"italia";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"difficoltà";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"bistecca";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"apericena";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"allergico";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"accadere";"1.069019e-02"
" 6";"17";" 35.29";" 6.51";"fritto";"1.071692e-02"
" 3";" 6";" 50.00";" 6.15";"sbagliare";"1.313786e-02"
" 3";" 6";" 50.00";" 6.15";"cassa";"1.313786e-02"
" 3";" 6";" 50.00";" 6.15";"preciso";"1.313786e-02"
" 3";" 6";" 50.00";" 6.15";"assurdo";"1.313786e-02"
" 7";"22";" 31.82";" 6.09";"giusto";"1.355680e-02"
" 9";"32";" 28.12";" 6.03";"cameriere";"1.405886e-02"
" 6";"18";" 33.33";" 5.69";"nulla";"1.707386e-02"
" 4";"10";" 40.00";" 5.43";"accompagnare";"1.975120e-02"
"11";"45";" 24.44";" 5.18";"sicuramente";"2.284907e-02"
"17";"88";" 19.32";" 5.03";"locale";"2.493968e-02"
" 9";"34";" 26.47";" 5.02";"tavolo";"2.505441e-02"
" 6";"19";" 31.58";" 4.97";"esperienza";"2.585419e-02"
" 3";" 7";" 42.86";" 4.59";"giapponese";"3.208832e-02"
" 3";" 7";" 42.86";" 4.59";"amichevole";"3.208832e-02"
" 3";" 7";" 42.86";" 4.59";"magari";"3.208832e-02"
" 3";" 7";" 42.86";" 4.59";"preparazione";"3.208832e-02"
" 3";" 7";" 42.86";" 4.59";"particolarmente";"3.208832e-02"
" 3";" 7";" 42.86";" 4.59";"compagnia";"3.208832e-02"
" 3";" 7";" 42.86";" 4.59";"salmone";"3.208832e-02"
" 3";" 7";" 42.86";" 4.59";"complesso";"3.208832e-02"
" 3";" 7";" 42.86";" 4.59";"raviolo";"3.208832e-02"
" 4";"11";" 36.36";" 4.41";"salso";"3.568978e-02"
" 4";"11";" 36.36";" 4.41";"occasione";"3.568978e-02"
" 8";"30";" 26.67";" 4.38";"arrivare";"3.637883e-02"
" 6";"20";" 30.00";" 4.33";"cenare";"3.749045e-02"
"16";"82";" 19.51";" 4.32";"fare";"3.770456e-02"
" 2";" 4";" 50.00";" 4.03";"assaggio";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"polpo";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"bellissima";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"ascoltare";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"sedia";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"messicano";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"ricercare";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"ordinazione";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"vaio";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"tiepido";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"rovinare";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"parcheggio";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"metro";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"maniera";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"divanetti";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"adatto";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"accanto";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"simile";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"sconto";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"principale";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"evento";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"estremamente";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"enorme";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"direttore";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"competenza";"4.469239e-02"
" 5";"16";" 31.25";" 3.90";"birra";"4.817771e-02"
" 5";"16";" 31.25";" 3.90";"acqua";"4.817771e-02"
"12";"55";" 21.82";" 3.84";"trovare";"5.011699e-02"
" 7";"26";" 26.92";" 3.80";"sentire";"5.139371e-02"
" 4";"12";" 33.33";" 3.58";"nessuno";"5.834736e-02"
" 4";"12";" 33.33";" 3.58";"livello";"5.834736e-02"
" 8";"32";" 25.00";" 3.52";"bello";"6.058350e-02"
" 3";" 8";" 37.50";" 3.46";"bibita";"6.277362e-02"
" 3";" 8";" 37.50";" 3.46";"sotto";"6.277362e-02"
" 3";" 8";" 37.50";" 3.46";"tenere";"6.277362e-02"
" 3";" 8";" 37.50";" 3.46";"amare";"6.277362e-02"
" 3";" 8";" 37.50";" 3.46";"amante";"6.277362e-02"
"10";"44";" 22.73";" 3.37";"scelta";"6.656434e-02"
"10";"44";" 22.73";" 3.37";"porre";"6.656434e-02"
" 5";"17";" 29.41";" 3.30";"vi";"6.927289e-02"
" 5";"17";" 29.41";" 3.30";"interno";"6.927289e-02"
" 6";"22";" 27.27";" 3.26";"chiedere";"7.085010e-02"
" 6";"22";" 27.27";" 3.26";"persona";"7.085010e-02"
"15";"79";" 18.99";" 3.04";"più";"8.133727e-02"
" 4";"13";" 30.77";" 2.91";"rendere";"8.828972e-02"
" 4";"13";" 30.77";" 2.91";"invece";"8.828972e-02"
" 8";"34";" 23.53";" 2.80";"servire";"9.448450e-02"
" 5";"18";" 27.78";" 2.78";"stesso";"9.547344e-02"
" 5";"18";" 27.78";" 2.78";"particolare";"9.547344e-02"
" 9";"40";" 22.50";" 2.74";"amico";"9.769761e-02"
" 3";" 9";" 33.33";" 2.62";"noto";"1.058031e-01"
" 3";" 9";" 33.33";" 2.62";"sala";"1.058031e-01"
" 3";" 9";" 33.33";" 2.62";"ostiense";"1.058031e-01"
" 3";" 9";" 33.33";" 2.62";"misto";"1.058031e-01"
" 3";" 9";" 33.33";" 2.62";"gestire";"1.058031e-01"
" 3";" 9";" 33.33";" 2.62";"bicchiere";"1.058031e-01"
" 3";" 9";" 33.33";" 2.62";"aggiungere";"1.058031e-01"
" 2";" 5";" 40.00";" 2.60";"spritz";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"meno";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"bastare";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"ricerca";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"voto";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"sito";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"presenza";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"ovviamente";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"nemmeno";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"grado";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"fermo";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"usare";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"linea";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"ingresso";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"arredamento";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"testa";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"sbaglio";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"rivedere";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"ricetta";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"prevedere";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"colore";"1.068793e-01"
"10";"47";" 21.28";" 2.49";"prendere";"1.148434e-01"
"10";"47";" 21.28";" 2.49";"due";"1.148434e-01"
" 8";"35";" 22.86";" 2.48";"mai";"1.155155e-01"
" 4";"14";" 28.57";" 2.34";"niente";"1.256869e-01"
" 4";"14";" 28.57";" 2.34";"ragazza|ragazzo";"1.256869e-01"
" 7";"30";" 23.33";" 2.25";"ordinare";"1.333429e-01"
" 7";"30";" 23.33";" 2.25";"menù";"1.333429e-01"
" 7";"30";" 23.33";" 2.25";"preparare";"1.333429e-01"
"10";"48";" 20.83";" 2.23";"cena";"1.353723e-01"
"10";"48";" 20.83";" 2.23";"dire";"1.353723e-01"
" 9";"42";" 21.43";" 2.18";"venire";"1.397090e-01"
"11";"55";" 20.00";" 2.09";"sempre";"1.482047e-01"
" 6";"25";" 24.00";" 2.07";"euro";"1.500750e-01"
" 6";"25";" 24.00";" 2.07";"soprattutto";"1.500750e-01"
"*****";"*";"*";"*";"*";"*"
" 4";" 5";"80.00";"17.47";"non_so";"2.922037e-05"
" 4";" 7";"57.14";"10.48";"in_modo";"1.205516e-03"
" 4";" 8";"50.00";" 8.35";"é";"3.865919e-03"
" 5";"12";"41.67";" 7.55";"una_volta";"5.999841e-03"
" 2";" 3";"66.67";" 6.52";"per_cui";"1.069019e-02"
" 3";" 7";"42.86";" 4.59";"in_particolare";"3.208832e-02"
"17";"90";"18.89";" 4.47";"l";"3.455179e-02"
" 2";" 4";"50.00";" 4.03";"in_generale";"4.469239e-02"
" 2";" 4";"50.00";" 4.03";"ha_detto";"4.469239e-02"
" 2";" 4";"50.00";" 4.03";"mezz";"4.469239e-02"
" 3";" 9";"33.33";" 2.62";"al_momento";"1.058031e-01"
" 9";"41";"21.95";" 2.45";"in_questo";"1.174193e-01"
" 6";"24";"25.00";" 2.42";"dell";"1.195513e-01"
" 5";"19";"26.32";" 2.33";"quello_che";"1.269555e-01"
"*";"*";"*";"*";"*";"*"
"1";" 1";"100.00";"5.77";"*RATING_2.8";"0.01630289"
"4";"10";" 40.00";"5.43";"*RATING_3";"0.01975120"
"4";"13";" 30.77";"2.91";"*RATING_4.4";"0.08828972"
"**";"classe";"6";"**";"";""
"****";"22";"121";"18.18";"****";""
"11";"16";" 68.75";"31.69";"tagliare";"1.804345e-08"
" 5";" 6";" 83.33";"18.01";"permettere";"2.193316e-05"
" 9";"17";" 52.94";"16.06";"patata";"6.123286e-05"
" 6";" 9";" 66.67";"15.37";"focaccia";"8.861088e-05"
" 6";" 9";" 66.67";"15.37";"manzo";"8.861088e-05"
" 5";" 7";" 71.43";"14.16";"tonnarelli";"1.678603e-04"
" 3";" 3";"100.00";"13.84";"contare";"1.987124e-04"
"13";"34";" 38.24";"12.78";"antipasto";"3.497591e-04"
"10";"24";" 41.67";"11.10";"carne";"8.633927e-04"
"16";"50";" 32.00";"10.94";"ristorante";"9.424540e-04"
" 6";"11";" 54.55";"10.76";"forno";"1.039668e-03"
" 6";"11";" 54.55";"10.76";"originale";"1.039668e-03"
"12";"33";" 36.36";"10.08";"vino";"1.496164e-03"
"10";"25";" 40.00";"10.08";"pasta";"1.496164e-03"
"11";"29";" 37.93";"10.00";"secondo";"1.565243e-03"
"11";"29";" 37.93";"10.00";"menu";"1.565243e-03"
" 4";" 6";" 66.67";" 9.98";"posto";"1.585794e-03"
" 4";" 6";" 66.67";" 9.98";"tagliere";"1.585794e-03"
" 4";" 6";" 66.67";" 9.98";"salume";"1.585794e-03"
" 4";" 6";" 66.67";" 9.98";"no";"1.585794e-03"
" 4";" 6";" 66.67";" 9.98";"finalmente";"1.585794e-03"
"10";"26";" 38.46";" 9.16";"troppo";"2.480007e-03"
" 5";" 9";" 55.56";" 9.13";"x";"2.514951e-03"
" 5";" 9";" 55.56";" 9.13";"misto";"2.514951e-03"
" 5";" 9";" 55.56";" 9.13";"splendido";"2.514951e-03"
" 5";" 9";" 55.56";" 9.13";"amaro";"2.514951e-03"
" 3";" 4";" 75.00";" 8.98";"fungo";"2.733503e-03"
" 3";" 4";" 75.00";" 8.98";"sollecitare";"2.733503e-03"
" 3";" 4";" 75.00";" 8.98";"ungere";"2.733503e-03"
" 3";" 4";" 75.00";" 8.98";"tiramisu";"2.733503e-03"
" 3";" 4";" 75.00";" 8.98";"scottare";"2.733503e-03"
" 3";" 4";" 75.00";" 8.98";"pera";"2.733503e-03"
" 3";" 4";" 75.00";" 8.98";"fettuccina";"2.733503e-03"
" 3";" 4";" 75.00";" 8.98";"delusione";"2.733503e-03"
"22";"92";" 23.91";" 8.48";"buono";"3.598931e-03"
" 7";"16";" 43.75";" 8.10";"pessimo";"4.419989e-03"
"11";"32";" 34.38";" 7.67";"cameriere";"5.618646e-03"
"18";"67";" 26.87";" 7.61";"primo";"5.803443e-03"
" 4";" 7";" 57.14";" 7.58";"bruschetta";"5.897187e-03"
" 4";" 7";" 57.14";" 7.58";"basso";"5.897187e-03"
" 4";" 7";" 57.14";" 7.58";"rapido";"5.897187e-03"
" 4";" 7";" 57.14";" 7.58";"giudia";"5.897187e-03"
" 4";" 7";" 57.14";" 7.58";"scoperta";"5.897187e-03"
" 4";" 7";" 57.14";" 7.58";"dimenticare";"5.897187e-03"
" 4";" 7";" 57.14";" 7.58";"tonno";"5.897187e-03"
" 4";" 7";" 57.14";" 7.58";"almeno";"5.897187e-03"
" 5";"10";" 50.00";" 7.42";"gricia";"6.455056e-03"
" 8";"21";" 38.10";" 6.77";"carbonaro";"9.252437e-03"
"16";"59";" 27.12";" 6.18";"piatto";"1.290603e-02"
"10";"30";" 33.33";" 6.16";"casa";"1.309758e-02"
" 3";" 5";" 60.00";" 6.13";"ricotta";"1.328219e-02"
" 3";" 5";" 60.00";" 6.13";"cortesia";"1.328219e-02"
" 3";" 5";" 60.00";" 6.13";"salsiccia";"1.328219e-02"
" 3";" 5";" 60.00";" 6.13";"sconsigliare";"1.328219e-02"
" 3";" 5";" 60.00";" 6.13";"presentazione";"1.328219e-02"
" 5";"11";" 45.45";" 6.05";"accoglienza";"1.390630e-02"
" 5";"11";" 45.45";" 6.05";"offerta";"1.390630e-02"
" 9";"26";" 34.62";" 6.01";"alto";"1.420973e-02"
"18";"71";" 25.35";" 5.94";"servizio";"1.481548e-02"
" 4";" 8";" 50.00";" 5.83";"leggermente";"1.575609e-02"
" 4";" 8";" 50.00";" 5.83";"cottura";"1.575609e-02"
" 9";"27";" 33.33";" 5.36";"portare";"2.056276e-02"
" 7";"19";" 36.84";" 5.28";"location";"2.162385e-02"
" 2";" 3";" 66.67";" 4.86";"fork";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"selezione";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"radicchio";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"affettato";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"telefono";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"supermercato";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"porcino";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"pace";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"negativo";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"mediocre";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"insipido";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"filo";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"esposizione";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"eseguire";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"duro";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"contenere";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"benvenuto";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"tuttavia";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"tartaro";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"scortese";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"pienamente";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"gentilmente";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"cartone";"2.746614e-02"
" 2";" 3";" 66.67";" 4.86";"assoluto";"2.746614e-02"
"13";"47";" 27.66";" 4.64";"due";"3.122383e-02"
" 4";" 9";" 44.44";" 4.51";"formaggio";"3.373357e-02"
" 4";" 9";" 44.44";" 4.51";"presentare";"3.373357e-02"
" 4";" 9";" 44.44";" 4.51";"olio";"3.373357e-02"
" 4";" 9";" 44.44";" 4.51";"sopra";"3.373357e-02"
" 4";" 9";" 44.44";" 4.51";"scadente";"3.373357e-02"
" 4";" 9";" 44.44";" 4.51";"ripetere";"3.373357e-02"
" 3";" 6";" 50.00";" 4.30";"pecorino";"3.819366e-02"
" 3";" 6";" 50.00";" 4.30";"intimo";"3.819366e-02"
