"V1";"V2";"V3";"V4";"V5";"V6"
" 3";"  7";" 42.86";" 5.69";"circa";"1.709903e-02"
" 7";" 26";" 26.92";" 5.42";"eccellente";"1.994518e-02"
" 6";" 21";" 28.57";" 5.22";"giorno";"2.237249e-02"
" 5";" 16";" 31.25";" 5.22";"semplice";"2.230585e-02"
"10";" 45";" 22.22";" 5.06";"dolce";"2.453503e-02"
" 7";" 27";" 25.93";" 4.89";"conto";"2.705291e-02"
" 2";"  4";" 50.00";" 4.88";"trippa";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"ricordo";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"puntarelle";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"insapore|insaporo";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"fantasia";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"crostata";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"sufficiente";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"ristorazione";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"dedicare";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"contenuto";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"bisogno";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"allora";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"profumare";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"posizione";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"mantenere";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"limitato";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"giudeo";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"forma";"2.723150e-02"
" 2";"  4";" 50.00";" 4.88";"adeguato";"2.723150e-02"
" 4";" 12";" 33.33";" 4.69";"polpetta";"3.025079e-02"
" 4";" 12";" 33.33";" 4.69";"tradizionale";"3.025079e-02"
" 5";" 17";" 29.41";" 4.52";"prenotare";"3.355306e-02"
" 3";"  8";" 37.50";" 4.40";"cicoria";"3.594091e-02"
" 3";"  8";" 37.50";" 4.40";"quattro";"3.594091e-02"
" 3";"  8";" 37.50";" 4.40";"spaghetto";"3.594091e-02"
"15";" 88";" 17.05";" 4.11";"locale";"4.267177e-02"
" 6";" 23";" 26.09";" 4.10";"rapporto";"4.300200e-02"
" 4";" 13";" 30.77";" 3.91";"invece";"4.806381e-02"
" 5";" 18";" 27.78";" 3.90";"fuori";"4.817771e-02"
" 5";" 18";" 27.78";" 3.90";"eccezionale";"4.817771e-02"
" 5";" 18";" 27.78";" 3.90";"condire";"4.817771e-02"
" 3";"  9";" 33.33";" 3.43";"bottiglia";"6.414167e-02"
" 3";"  9";" 33.33";" 3.43";"pecca";"6.414167e-02"
" 3";"  9";" 33.33";" 3.43";"compleanno";"6.414167e-02"
" 5";" 19";" 26.32";" 3.37";"classico";"6.651096e-02"
" 5";" 19";" 26.32";" 3.37";"quanto";"6.651096e-02"
" 2";"  5";" 40.00";" 3.26";"guanciale";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"ricotta";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"commensale";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"rivisitare";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"elevato";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"spettacolo";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"porta";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"morbido";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"indicare";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"confermare";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"arredo";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"testa";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"raccontare";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"paio";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"felice";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"doc";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"dessert";"7.103446e-02"
" 2";"  5";" 40.00";" 3.26";"cotoletta";"7.103446e-02"
" 4";" 14";" 28.57";" 3.25";"capire";"7.141445e-02"
"16";"103";" 15.53";" 3.22";"molto";"7.264632e-02"
" 6";" 25";" 24.00";" 3.19";"pasta";"7.412019e-02"
" 9";" 44";" 20.45";" 3.15";"consigliare";"7.587851e-02"
"12";" 67";" 17.91";" 2.87";"primo";"8.998833e-02"
" 9";" 45";" 20.00";" 2.87";"roma";"9.038544e-02"
" 3";" 10";" 30.00";" 2.67";"tranquillo";"1.020058e-01"
" 3";" 10";" 30.00";" 2.67";"vivo";"1.020058e-01"
" 3";" 10";" 30.00";" 2.67";"gruppo";"1.020058e-01"
" 7";" 33";" 21.21";" 2.52";"qualche";"1.121376e-01"
" 6";" 27";" 22.22";" 2.45";"ne";"1.173083e-01"
" 8";" 40";" 20.00";" 2.39";"buonissimo";"1.219929e-01"
" 7";" 34";" 20.59";" 2.24";"anno";"1.348782e-01"
" 2";"  6";" 33.33";" 2.23";"tre";"1.357914e-01"
" 2";"  6";" 33.33";" 2.23";"vita";"1.357914e-01"
" 2";"  6";" 33.33";" 2.23";"raggiungere";"1.357914e-01"
" 2";"  6";" 33.33";" 2.23";"informale";"1.357914e-01"
" 2";"  6";" 33.33";" 2.23";"girare";"1.357914e-01"
" 2";"  6";" 33.33";" 2.23";"richiedere";"1.357914e-01"
" 2";"  6";" 33.33";" 2.23";"pesante";"1.357914e-01"
" 2";"  6";" 33.33";" 2.23";"cotto";"1.357914e-01"
" 6";" 28";" 21.43";" 2.14";"tempo";"1.437274e-01"
" 9";" 48";" 18.75";" 2.12";"dire";"1.455783e-01"
" 5";" 22";" 22.73";" 2.12";"persona";"1.457002e-01"
" 3";" 11";" 27.27";" 2.08";"attesa";"1.490948e-01"
" 3";" 11";" 27.27";" 2.08";"prenotazione";"1.490948e-01"
" 3";" 11";" 27.27";" 2.08";"pensare";"1.490948e-01"
" 3";" 11";" 27.27";" 2.08";"spazio";"1.490948e-01"
" 3";" 11";" 27.27";" 2.08";"luogo";"1.490948e-01"
" 3";" 11";" 27.27";" 2.08";"offerta";"1.490948e-01"
"*****";"*";"*";"*";"*";"*"
"10";"43";"23.26";"5.85";"un_po";"0.01556535"
" 2";" 5";"40.00";"3.26";"son";"0.07103446"
" 2";" 5";"40.00";"3.26";"senz";"0.07103446"
" 4";"15";"26.67";"2.70";"e_che";"0.10054601"
"*";"*";"*";"*";"*";"*"
"6";"13";"46.15";"13.76";"*RATING_4.2";"0.0002071869"
"2";" 4";"50.00";" 4.88";"*RATING_2.2";"0.0272314984"
"2";" 6";"33.33";" 2.23";"*RATING_3.2";"0.1357914437"
"**";"classe";"2";"**";"";""
"****";"16";"121";"13.22";"****";""
"11";"14";" 78.57";"58.92";"mercato";"1.642510e-14"
" 9";"14";" 64.29";"35.97";"panino";"1.999021e-09"
" 7";"10";" 70.00";"30.62";"banco";"3.131424e-08"
" 3";" 3";"100.00";"20.19";"sgabello";"7.019079e-06"
" 3";" 3";"100.00";"20.19";"passione";"7.019079e-06"
" 3";" 3";"100.00";"20.19";"estrarre";"7.019079e-06"
"10";"28";" 35.71";"16.06";"ingrediente";"6.136727e-05"
" 3";" 4";" 75.00";"13.76";"food";"2.078727e-04"
" 3";" 4";" 75.00";"13.76";"crocchetta";"2.078727e-04"
" 3";" 4";" 75.00";"13.76";"sano";"2.078727e-04"
" 3";" 4";" 75.00";"13.76";"cipolla";"2.078727e-04"
" 3";" 4";" 75.00";"13.76";"acquistare";"2.078727e-04"
"11";"39";" 28.21";"11.26";"testaccio";"7.930803e-04"
" 6";"15";" 40.00";"10.70";"valere";"1.071816e-03"
" 4";" 8";" 50.00";"10.10";"hamburger";"1.484822e-03"
" 3";" 5";" 60.00";" 9.95";"ecc";"1.612544e-03"
" 3";" 5";" 60.00";" 9.95";"passeggiata";"1.612544e-03"
" 5";"12";" 41.67";" 9.39";"sedere";"2.179077e-03"
" 5";"12";" 41.67";" 9.39";"pena";"2.179077e-03"
" 5";"12";" 41.67";" 9.39";"materia";"2.179077e-03"
" 4";" 9";" 44.44";" 8.26";"pecca";"4.053095e-03"
" 4";" 9";" 44.44";" 8.26";"patatina";"4.053095e-03"
" 4";" 9";" 44.44";" 8.26";"prossimo";"4.053095e-03"
" 2";" 3";" 66.67";" 7.66";"street";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"accettare";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"box";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"assaporare";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"angolo";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"variare";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"sì";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"seme";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"salutare";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"ristoro";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"reputare";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"pane_che";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"pagamento";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"fidare";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"coerente";"5.654272e-03"
" 3";" 6";" 50.00";" 7.44";"genuino";"6.374340e-03"
" 3";" 6";" 50.00";" 7.44";"comprare";"6.374340e-03"
" 4";"10";" 40.00";" 6.81";"passato";"9.057236e-03"
" 4";"10";" 40.00";" 6.81";"visitare";"9.057236e-03"
" 8";"30";" 26.67";" 6.28";"unico";"1.219155e-02"
" 5";"15";" 33.33";" 6.03";"subito";"1.402634e-02"
" 5";"15";" 33.33";" 6.03";"punto";"1.402634e-02"
" 5";"15";" 33.33";" 6.03";"gustare";"1.402634e-02"
" 6";"20";" 30.00";" 5.88";"assaggiare";"1.533745e-02"
" 8";"31";" 25.81";" 5.75";"assolutamente";"1.647772e-02"
" 3";" 7";" 42.86";" 5.69";"bancone";"1.709903e-02"
" 3";" 7";" 42.86";" 5.69";"magari";"1.709903e-02"
" 2";" 4";" 50.00";" 4.88";"baccalà";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"settimana";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"melanzana";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"profumo";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"oliva";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"esprimere";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"nero";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"avocado";"2.723150e-02"
" 4";"12";" 33.33";" 4.69";"polpetta";"3.025079e-02"
" 4";"12";" 33.33";" 4.69";"frequentare";"3.025079e-02"
" 5";"17";" 29.41";" 4.52";"varietà";"3.355306e-02"
" 5";"17";" 29.41";" 4.52";"interno";"3.355306e-02"
" 7";"28";" 25.00";" 4.40";"così";"3.586890e-02"
" 3";" 8";" 37.50";" 4.40";"bravo";"3.594091e-02"
" 3";" 8";" 37.50";" 4.40";"pronto";"3.594091e-02"
" 3";" 8";" 37.50";" 4.40";"gestore";"3.594091e-02"
" 3";" 8";" 37.50";" 4.40";"bibita";"3.594091e-02"
" 3";" 8";" 37.50";" 4.40";"cordialità";"3.594091e-02"
" 3";" 8";" 37.50";" 4.40";"cercare";"3.594091e-02"
" 3";" 8";" 37.50";" 4.40";"amare";"3.594091e-02"
" 3";" 8";" 37.50";" 4.40";"frutta";"3.594091e-02"
"11";"54";" 20.37";" 4.34";"provare";"3.719382e-02"
" 4";"13";" 30.77";" 3.91";"oltre";"4.806381e-02"
" 5";"18";" 27.78";" 3.90";"un_posto";"4.817771e-02"
" 5";"18";" 27.78";" 3.90";"stesso";"4.817771e-02"
" 5";"18";" 27.78";" 3.90";"vista";"4.817771e-02"
" 7";"30";" 23.33";" 3.55";"preparare";"5.942314e-02"
" 9";"43";" 20.93";" 3.45";"davvero";"6.313550e-02"
" 3";" 9";" 33.33";" 3.43";"vario|varo";"6.414167e-02"
" 3";" 9";" 33.33";" 3.43";"gentilissimo";"6.414167e-02"
" 5";"19";" 26.32";" 3.37";"vero";"6.651096e-02"
" 2";" 5";" 40.00";" 3.26";"invitante";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"ritardo";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"lavorare";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"scorso";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"impressione";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"impossibile";"7.103446e-02"
" 4";"14";" 28.57";" 3.25";"pollo";"7.141445e-02"
" 6";"25";" 24.00";" 3.19";"fresco";"7.412019e-02"
" 9";"44";" 20.45";" 3.15";"porre";"7.587851e-02"
" 4";"15";" 26.67";" 2.70";"fantastico";"1.005460e-01"
" 3";"10";" 30.00";" 2.67";"riso";"1.020058e-01"
" 3";"10";" 30.00";" 2.67";"cura";"1.020058e-01"
" 3";"10";" 30.00";" 2.67";"lì";"1.020058e-01"
" 3";"10";" 30.00";" 2.67";"aprire";"1.020058e-01"
" 3";"10";" 30.00";" 2.67";"continuare";"1.020058e-01"
" 7";"33";" 21.21";" 2.52";"qui";"1.121376e-01"
" 5";"21";" 23.81";" 2.48";"prodotto";"1.151726e-01"
" 2";" 6";" 33.33";" 2.23";"tre";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"posto";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"pecorino";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"aspettare";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"consegnare";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"chiamare";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"adorare";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"restare";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"parecchio";"1.357914e-01"
"10";"55";" 18.18";" 2.16";"sempre";"1.415789e-01"
"10";"55";" 18.18";" 2.16";"trovare";"1.415789e-01"
" 5";"22";" 22.73";" 2.12";"gustoso";"1.457002e-01"
" 3";"11";" 27.27";" 2.08";"staff";"1.490948e-01"
" 3";"11";" 27.27";" 2.08";"onesto";"1.490948e-01"
" 3";"11";" 27.27";" 2.08";"inoltre";"1.490948e-01"
"*****";"*";"*";"*";"*";"*"
"2";"6";"33.33";"2.23";"etc";"0.1357914"
"2";"6";"33.33";"2.23";"di_fronte";"0.1357914"
"2";"6";"33.33";"2.23";"di_cui";"0.1357914"
"*";"*";"*";"*";"*";"*"
"4";"14";"28.57";"3.25";"*RATING_5";"0.07141445"
"**";"classe";"3";"**";"";""
"****";"18";"121";"14.88";"****";""
" 7";" 8";" 87.50";"35.68";"taglio";"2.326076e-09"
"16";"40";" 40.00";"29.79";"pizza";"4.827094e-08"
" 7";"10";" 70.00";"26.16";"impasto";"3.145931e-07"
" 6";" 8";" 75.00";"24.45";"familiare";"7.609806e-07"
" 8";"14";" 57.14";"22.34";"pizzeria";"2.289707e-06"
" 3";" 3";"100.00";"17.60";"pinsa";"2.721433e-05"
" 4";" 5";" 80.00";"17.47";"alternativo";"2.922037e-05"
" 4";" 6";" 66.67";"13.37";"asportare";"2.553842e-04"
" 3";" 4";" 75.00";"11.81";"digeribile";"5.894281e-04"
" 6";"13";" 46.15";"11.25";"supplì";"7.952726e-04"
"13";"48";" 27.08";" 9.36";"romano";"2.214381e-03"
" 8";"23";" 34.78";" 8.89";"rapporto";"2.872531e-03"
" 3";" 5";" 60.00";" 8.39";"zucca";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"piazza";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"margherita";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"perfettamente";"3.780495e-03"
" 3";" 5";" 60.00";" 8.39";"pacare";"3.780495e-03"
" 4";" 8";" 50.00";" 8.35";"cordialità";"3.865919e-03"
" 4";" 8";" 50.00";" 8.35";"bianco";"3.865919e-03"
" 5";"12";" 41.67";" 7.55";"parlare";"5.999841e-03"
" 6";"16";" 37.50";" 7.45";"leggero";"6.334080e-03"
" 4";" 9";" 44.44";" 6.71";"pausa";"9.570411e-03"
" 4";" 9";" 44.44";" 6.71";"mozzarella";"9.570411e-03"
" 4";" 9";" 44.44";" 6.71";"condimento";"9.570411e-03"
" 2";" 3";" 66.67";" 6.52";"rilassare";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"spuntino";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"spettacolare";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"respirare";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"parmigiano";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"lavoratore";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"normale";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"lievitare";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"conduzione";"1.069019e-02"
" 2";" 3";" 66.67";" 6.52";"anziano";"1.069019e-02"
" 5";"13";" 38.46";" 6.40";"possibilità";"1.142375e-02"
" 5";"13";" 38.46";" 6.40";"base";"1.142375e-02"
" 3";" 6";" 50.00";" 6.15";"fiore";"1.313786e-02"
" 3";" 6";" 50.00";" 6.15";"ripieno";"1.313786e-02"
" 3";" 6";" 50.00";" 6.15";"recare";"1.313786e-02"
" 3";" 6";" 50.00";" 6.15";"superlativo";"1.313786e-02"
" 3";" 6";" 50.00";" 6.15";"sottile";"1.313786e-02"
" 3";" 6";" 50.00";" 6.15";"cuocere";"1.313786e-02"
" 6";"18";" 33.33";" 5.69";"condire";"1.707386e-02"
" 7";"23";" 30.43";" 5.43";"friggere";"1.980818e-02"
" 8";"28";" 28.57";" 5.40";"ingrediente";"2.018315e-02"
"18";"98";" 18.37";" 4.96";"ottimo";"2.589899e-02"
" 3";" 7";" 42.86";" 4.59";"sorridente";"3.208832e-02"
" 9";"35";" 25.71";" 4.57";"simpatico";"3.257289e-02"
" 4";"11";" 36.36";" 4.41";"vivamente";"3.568978e-02"
" 4";"11";" 36.36";" 4.41";"perfetto";"3.568978e-02"
"16";"82";" 19.51";" 4.32";"qualità";"3.770456e-02"
" 9";"36";" 25.00";" 4.15";"ben";"4.168546e-02"
" 2";" 4";" 50.00";" 4.03";"teatro";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"popolare";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"gastronomia";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"negozio";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"bufalo";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"appetito";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"antico";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"titolo";"4.469239e-02"
" 2";" 4";" 50.00";" 4.03";"estremamente";"4.469239e-02"
" 5";"16";" 31.25";" 3.90";"super";"4.817771e-02"
" 7";"26";" 26.92";" 3.80";"cacio";"5.139371e-02"
" 4";"12";" 33.33";" 3.58";"quartiere";"5.834736e-02"
" 4";"12";" 33.33";" 3.58";"pomodoro";"5.834736e-02"
" 4";"12";" 33.33";" 3.58";"frequentare";"5.834736e-02"
" 3";" 8";" 37.50";" 3.46";"pasto";"6.277362e-02"
" 3";" 8";" 37.50";" 3.46";"amante";"6.277362e-02"
"12";"57";" 21.05";" 3.25";"consiglio";"7.156811e-02"
"10";"45";" 22.22";" 3.05";"roma";"8.057326e-02"
" 7";"28";" 25.00";" 2.95";"pepe";"8.594945e-02"
" 4";"13";" 30.77";" 2.91";"croccante";"8.828972e-02"
" 8";"34";" 23.53";" 2.80";"pranzo";"9.448450e-02"
" 5";"18";" 27.78";" 2.78";"complimento";"9.547344e-02"
" 3";" 9";" 33.33";" 2.62";"focaccia";"1.058031e-01"
" 3";" 9";" 33.33";" 2.62";"certo";"1.058031e-01"
" 3";" 9";" 33.33";" 2.62";"titolare";"1.058031e-01"
" 2";" 5";" 40.00";" 2.60";"colazione";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"forte";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"rivisitare";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"gran";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"stomaco";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"oltre_che";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"morbido";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"momento";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"educare";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"dimensione";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"pazzesco";"1.068793e-01"
" 2";" 5";" 40.00";" 2.60";"favoloso";"1.068793e-01"
" 5";"19";" 26.32";" 2.33";"spesso";"1.269555e-01"
" 7";"30";" 23.33";" 2.25";"ambiente";"1.333429e-01"
" 6";"25";" 24.00";" 2.07";"soprattutto";"1.500750e-01"
"*****";"*";"*";"*";"*";"*"
"3";"4";"75.00";"11.81";"e_come";"0.0005894281"
"3";"7";"42.86";" 4.59";"di_questa";"0.0320883212"
"2";"5";"40.00";" 2.60";"son";"0.1068792671"
"2";"5";"40.00";" 2.60";"senz";"0.1068792671"
"*";"*";"*";"*";"*";"*"
"5";"12";"41.67";"7.55";"*RATING_4.6";"0.005999841"
"4";"13";"30.77";"2.91";"*RATING_4.4";"0.088289716"
"**";"classe";"4";"**";"";""
"****";"15";"121";"12.4";"****";""
"6";" 7";" 85.71";"36.78";"formula";"1.324881e-09"
"6";" 7";" 85.71";"36.78";"can";"1.324881e-09"
