"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"classe 1";0,744536457238919;-1,04623378056084;0,757995031574208;-1,77925093000494;-0,00591203379815094;-0,359576456785929;0,316937097956712;-0,445364756784268;0,322666194834358;-0,757398272186408;-0,00251665693034919;-0,153065867492797;0,126820509286024;0,241765264913411;0,107171510730121;0,505617864299829;5,47437423070212e-06;0,0186193763963793;0,0850394137436334;0,167921303687405;0,088141622080287;0,48564925144779;5,36194231018047e-06;0,0198349366585381;0,153408110440035;0,828730334388768;0,105359764759967
"classe 2";-1,12967199093292;0,273695817205463;-1,92783479648376;-1,0498890262136;-0,548310599612338;0,785748518282953;-0,424319245324246;0,102803648791113;-0,724119401489514;-0,394351743561657;-0,205952472663021;0,295137191121405;0,222225651590458;0,0125934481637802;0,527664861793782;0,134000589772862;0,0358414737969004;0,0676739748822153;0,157785640256422;0,00926187840464304;0,459517847681677;0,136285467146873;0,0371720093232525;0,0763360872992982;0,123641069887834;0,949898672395939;0,111562263161815
"classe 3";-0,822424164402679;-1,19945246443398;-0,534166907812178;0,903127573597063;1,56014684090562;-1,0524247579194;-0,316370870904567;-0,461406458134914;-0,205483808900092;0,347415931296656;0,600158696887036;-0,404847707102957;0,129303912136759;0,265524680266426;0,0444736709120295;0,108855053405578;0,318562024478914;0,133280658800293;0,0871884357422784;0,185452735493398;0,0367807957195881;0,105139368835361;0,313760388161395;0,142774048265409;0,128904227782571;0,906592336617444;0,105947630649813
"classe 4";0,843729410384495;1,81199748673372;0,162699764790972;-0,228361823004124;1,85580817074366;0,698269642254462;0,298202040850992;0,640420189115636;0,0575035091932308;-0,0807106648578835;0,655904342236351;0,246791719977715;0,107788528318567;0,479954668793654;0,00326790253786781;0,0055124367594826;0,357005939844005;0,0464705237464197;0,0790499294390662;0,364594651071012;0,00293946951914834;0,00579084730619687;0,382438209233204;0,0541428899801211;0,111044003451251;1,01868269944593;0,115231966095568
"classe 5";0,600886905492367;0,852780730162612;-0,276267852756941;0,488907157248972;-1,01815860291155;-1,44087460576379;0,282745396598773;0,401273223892348;-0,129996947647322;0,230053686996338;-0,479091248867855;-0,677998901510359;0,109123303980899;0,212190362854631;0,0188070989746239;0,0504330539971902;0,214489485509294;0,394956694683362;0,0654527798772043;0,131830947352956;0,0138357695864557;0,0433306702215599;0,187920209005571;0,376352661057202;0,181276962899051;0,721034425422583;0,094244196738226
"classe 6";0,686087667284792;-0,699446523357399;0,11359494938526;1,05296519801875;-0,527833553989137;1,27465945602768;0,343691173977001;-0,350383206417628;0,0569046542792205;0,527476097181863;-0,264414800739562;0,638532400089317;0,160051550555728;0,160593722142519;0,00357723757446058;0,263183795577327;0,0648541482035043;0,347739545946461;0,0944275554564856;0,0981405647765702;0,00258855600712489;0,222416783576783;0,0558899228789101;0,325932648365386;0,20060396893874;0,679785166484671;0,0927006733158997
"classe 7";-2,06464259589401;0,650562819926726;1,97939706615128;0,117141788900601;-0,474982570802552;0,213902033840768;-0,692494793265175;0,218203076109689;0,663902878319037;0,0392901314003497;-0,159312298325439;0,0717441580436942;0,528967414807147;0,0507033324959535;0,396400393284122;0,00118875760479688;0,0191662704134468;0,0035738313945322;0,43105624548491;0,0427979192140145;0,396195939405718;0,00138761146543644;0,0228138994553571;0,0046267283740454;0,101121656600518;1,12525884945758;0,1280409978039
