"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"realtà";-0,795;-0,795;0,108;3,659;0,108;0,012;-0,795
"realizzare";-0,469;-0,469;0,828;-0,435;-0,538;0,475;1,084
"radicchio";1,084;-0,469;-0,538;-0,435;-0,538;4,861;-0,469
"raccontare";3,259;0,209;-0,911;-0,738;0,108;0,012;-0,795
"pulizia";-0,469;-0,469;-0,538;21,739;-0,538;-0,684;-0,469
"prevedere";0,209;0,209;-0,911;0,278;2,6;-1,159;-0,795
"presentazione";-0,795;0,209;-0,911;-0,738;0,108;6,131;-0,795
"pos";-0,469;1,084;0,828;-0,435;-0,538;0,475;-0,469
"piede";-0,63;0,5;-0,723;0,605;0,335;0,129;-0,63
"perfettamente";0,209;-0,795;8,386;-0,738;-0,911;-1,159;0,209
"pazzesco";0,209;-0,795;2,6;-0,738;0,108;0,012;-0,795
"parere";0,209;0,209;-0,911;0,278;0,108;0,012;-0,795
"parcheggio";-0,63;-0,63;-0,723;0,605;4,03;0,129;-0,63
"pajata";27,147;-0,63;-0,723;-0,585;-0,723;-0,919;-0,63
"paio";3,259;0,209;-0,911;-0,738;-0,911;0,012;0,209
"pacare";0,209;-0,795;8,386;-0,738;0,108;-1,159;-0,795
"orario";-0,63;-0,63;-0,723;5,386;0,335;-0,919;0,5
"nigiri";-0,63;-0,63;-0,723;14,929;0,335;-0,919;-0,63
"negozio";-0,63;0,5;4,03;-0,585;-0,723;0,129;-0,63
"musicista";-0,469;-0,469;-0,538;1,242;6,516;-0,684;-0,469
"mix";7,657;-0,469;0,828;-0,435;-0,538;-0,684;-0,469
"migliore_che";0,209;-0,795;-0,911;-0,738;0,108;1,669;0,209
"metro";-0,63;0,5;0,335;-0,585;4,03;-0,919;-0,63
"mattatoio";20,188;-0,469;-0,538;-0,435;-0,538;-0,684;-0,469
"mano";0,209;0,209;0,108;-0,738;0,108;0,012;-0,795
"maniera";-0,63;-0,63;-0,723;0,605;4,03;0,129;-0,63
"maleducato";0,5;-0,63;-0,723;0,605;0,335;-0,919;0,5
"luglio";-0,63;-0,63;-0,723;14,929;-0,723;0,129;-0,63
"limone";0,5;-0,63;-0,723;0,605;0,335;-0,919;0,5
"leggere";1,084;1,084;-0,538;-0,435;-0,538;-0,684;1,084
"lavoratore";-0,469;-0,469;6,516;1,242;-0,538;-0,684;-0,469
"inserire";13,759;-0,63;-0,723;-0,585;-0,723;0,129;-0,63
"indietro";-0,469;-0,469;-0,538;-0,435;0,828;-0,684;7,657
"includere";0,209;-0,795;-0,911;3,659;-0,911;1,669;-0,795
"impossibile";0,209;3,259;-0,911;-0,738;0,108;0,012;-0,795
"immergere";-0,63;-0,63;0,335;-0,585;0,335;0,129;0,5
"gratis";-0,469;1,084;-0,538;-0,435;0,828;-0,684;1,084
"gradire";0,5;-0,63;-0,723;-0,585;11,809;-0,919;-0,63
"giustificare";0,5;-0,63;0,335;-0,585;0,335;0,129;-0,63
"fetta";-0,63;-0,63;-0,723;0,605;-0,723;2,815;0,5
"felice";3,259;-0,795;0,108;-0,738;-0,911;-1,159;3,259
"favoloso";-0,795;0,209;2,6;-0,738;-0,911;0,012;0,209
"esprimere";-0,63;4,876;-0,723;0,605;-0,723;-0,919;0,5
"doc";3,259;-0,795;0,108;-0,738;-0,911;1,669;-0,795
"divanetti";-0,63;-0,63;-0,723;0,605;4,03;0,129;-0,63
"disporre";-0,63;-0,63;-0,723;0,605;0,335;0,129;0,5
"disponibilità";-0,795;-0,795;0,108;-0,738;8,386;-1,159;0,209
"di_una_volta";-0,63;0,5;-0,723;0,605;-0,723;-0,919;4,876
"dessert";3,259;-0,795;-0,911;-0,738;0,108;1,669;-0,795
"degustare";-0,469;1,084;-0,538;1,242;-0,538;-0,684;1,084
"dedicare";4,876;-0,63;-0,723;-0,585;0,335;0,129;-0,63
"cotoletta";3,259;0,209;-0,911;0,278;-0,911;0,012;-0,795
"costringere";-0,63;0,5;0,335;-0,585;0,335;0,129;-0,63
"contenuto";4,876;-0,63;0,335;-0,585;-0,723;-0,919;0,5
"comune";-0,469;1,084;0,828;-0,435;-0,538;-0,684;1,084
"colore";-0,795;-0,795;-0,911;0,278;2,6;-1,159;3,259
"cipolla";-0,63;13,759;-0,723;-0,585;-0,723;0,129;-0,63
"cioè";-0,63;-0,63;0,335;-0,585;11,809;-0,919;-0,63
"cinese";-0,469;-0,469;-0,538;8,343;0,828;-0,684;-0,469
"cattivo";-0,469;-0,469;-0,538;1,242;-0,538;0,475;1,084
"bufalo";-0,63;-0,63;4,03;-0,585;-0,723;2,815;-0,63
"bontà";-0,469;-0,469;0,828;1,242;-0,538;-0,684;1,084
"bisogno";4,876;0,5;-0,723;-0,585;-0,723;-0,919;0,5
"bellissimo";0,209;-0,795;-0,911;-0,738;17,468;-1,159;-0,795
"banale";0,209;0,209;-0,911;-0,738;0,108;0,012;0,209
"attirare";1,084;1,084;-0,538;-0,435;-0,538;-0,684;1,084
"attendere";-0,795;0,209;-0,911;3,659;0,108;0,012;-0,795
"appetito";-0,63;-0,63;4,03;-0,585;0,335;0,129;-0,63
"antico";-0,63;-0,63;4,03;-0,585;0,335;0,129;-0,63
"altissimo";0,5;-0,63;-0,723;0,605;0,335;0,129;-0,63
"allora";4,876;-0,63;-0,723;0,605;0,335;-0,919;-0,63
"agio";-0,469;1,084;-0,538;1,242;0,828;-0,684;-0,469
"affettato";-0,469;1,084;-0,538;-0,435;-0,538;4,861;-0,469
"adatto";0,5;-0,63;0,335;-0,585;4,03;-0,919;-0,63
"acquistare";-0,63;13,759;-0,723;-0,585;0,335;-0,919;-0,63
"accorgersi";-0,795;0,209;-0,911;0,278;0,108;1,669;-0,795
"accettare";-0,469;7,657;-0,538;-0,435;0,828;-0,684;-0,469
"accanto";-0,63;0,5;-0,723;0,605;4,03;-0,919;-0,63
"vicinanza";-0,469;-0,469;0,828;-0,435;-0,538;0,475;1,084
"viaggio";-0,469;1,084;0,828;-0,435;-0,538;0,475;-0,469
"velocità";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"velocemente";-0,63;0,5;-0,723;0,605;-0,723;0,129;0,5
"ungere";-0,63;-0,63;0,335;-0,585;-0,723;8,977;-0,63
"titolo";0,5;-0,63;4,03;-0,585;-0,723;0,129;-0,63
"titolare_che";-0,469;-0,469;-0,538;1,242;0,828;0,475;-0,469
"tiramisu";0,5;-0,63;-0,723;-0,585;-0,723;8,977;-0,63
"tempura";-0,469;-0,469;-0,538;8,343;0,828;-0,684;-0,469
"telefono";-0,469;-0,469;-0,538;-0,435;-0,538;4,861;1,084
"supermercato";-0,469;1,084;-0,538;-0,435;-0,538;4,861;-0,469
"suggerimento";1,084;1,084;0,828;-0,435;-0,538;-0,684;-0,469
"struttura";1,084;-0,469;0,828;-0,435;0,828;-0,684;-0,469
"sporco";0,5;-0,63;-0,723;5,386;-0,723;-0,919;0,5
"sottofondo";1,084;-0,469;-0,538;1,242;0,828;-0,684;-0,469
"soldo";-0,63;-0,63;-0,723;0,605;0,335;2,815;-0,63
"sinceramente";-0,63;0,5;-0,723;0,605;-0,723;-0,919;4,876
"simile";-0,63;0,5;0,335;-0,585;4,03;-0,919;-0,63
"sgabello";-0,469;20,188;-0,538;-0,435;-0,538;-0,684;-0,469
"sensazione";1,084;1,084;-0,538;1,242;-0,538;-0,684;-0,469
"sei";0,5;-0,63;-0,723;0,605;0,335;-0,919;0,5
"segno";0,5;-0,63;-0,723;0,605;-0,723;0,129;0,5
"scottare";-0,63;-0,63;-0,723;-0,585;0,335;8,977;-0,63
"scorrere";-0,469;-0,469;-0,538;1,242;6,516;-0,684;-0,469
"sconto";-0,63;-0,63;-0,723;-0,585;4,03;2,815;-0,63
"sbrigativo";0,5;0,5;-0,723;0,605;-0,723;0,129;-0,63
"salvo";-0,63;0,5;-0,723;-0,585;0,335;-0,919;4,876
"rumoroso";-0,469;1,084;0,828;1,242;-0,538;-0,684;-0,469
"rovina";0,5;-0,63;-0,723;5,386;-0,723;-0,919;0,5
"rispettare";27,147;-0,63;-0,723;-0,585;-0,723;-0,919;-0,63
"riprovare";7,657;-0,469;-0,538;-0,435;-0,538;0,475;-0,469
"riportare";-0,469;-0,469;-0,538;-0,435;6,516;-0,684;1,084
"riguardare";-0,63;0,5;-0,723;5,386;0,335;-0,919;-0,63
"riempire";-0,469;-0,469;0,828;-0,435;-0,538;0,475;1,084
"responsabile";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"regalare";-0,469;-0,469;-0,538;1,242;0,828;0,475;-0,469
"quinto";7,657;-0,469;-0,538;-0,435;0,828;-0,684;-0,469
"quarto";7,657;-0,469;-0,538;-0,435;0,828;-0,684;-0,469
"puntuale";0,5;-0,63;-0,723;-0,585;-0,723;2,815;0,5
"pulito";-0,469;-0,469;0,828;1,242;-0,538;0,475;-0,469
"profumare";4,876;-0,63;-0,723;0,605;0,335;-0,919;-0,63
"principale";-0,63;-0,63;-0,723;-0,585;4,03;2,815;-0,63
"premettere";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"preferito";7,657;-0,469;-0,538;-0,435;-0,538;-0,684;1,084
"posizione";4,876;-0,63;-0,723;0,605;0,335;-0,919;-0,63
"porcino";-0,469;-0,469;-0,538;-0,435;0,828;4,861;-0,469
"persone_che";-0,63;-0,63;0,335;-0,585;11,809;-0,919;-0,63
"peraltro";-0,63;-0,63;0,335;0,605;-0,723;0,129;0,5
"pera";0,5;-0,63;-0,723;-0,585;-0,723;8,977;-0,63
"passione";-0,469;20,188;-0,538;-0,435;-0,538;-0,684;-0,469
"partita";0,5;-0,63;0,335;0,605;-0,723;-0,919;0,5
"parola";-0,469;-0,469;-0,538;1,242;-0,538;0,475;1,084
"parete";1,084;-0,469;0,828;-0,435;-0,538;0,475;-0,469
"pace";-0,469;-0,469;-0,538;-0,435;0,828;4,861;-0,469
"occhio";-0,63;0,5;0,335;-0,585;-0,723;0,129;0,5
"nutella";-0,469;-0,469;-0,538;1,242;-0,538;-0,684;7,657
"nero";0,5;4,876;-0,723;-0,585;-0,723;0,129;-0,63
"negativo";-0,469;-0,469;-0,538;-0,435;0,828;4,861;-0,469
"modesto";7,657;-0,469;-0,538;1,242;-0,538;-0,684;-0,469
"milano";-0,469;1,084;0,828;-0,435;-0,538;0,475;-0,469
"mignon";-0,469;1,084;-0,538;-0,435;-0,538;-0,684;7,657
"meraviglioso";-0,63;0,5;0,335;-0,585;-0,723;2,815;-0,63
"mediocre";-0,469;-0,469;-0,538;1,242;-0,538;4,861;-0,469
"maritozzo";-0,469;-0,469;-0,538;-0,435;0,828;-0,684;7,657
"mantenere";4,876;-0,63;0,335;-0,585;-0,723;-0,919;0,5
"mani|mano";-0,469;-0,469;-0,538;-0,435;0,828;-0,684;7,657
"ma_questo";-0,469;-0,469;-0,538;-0,435;17,603;-0,684;-0,469
"lontano";-0,469;-0,469;0,828;-0,435;0,828;0,475;-0,469
"limitato";4,876;0,5;-0,723;-0,585;-0,723;0,129;-0,63
"latta|latte";-0,63;0,5;0,335;-0,585;-0,723;-0,919;4,876
"largo";1,084;-0,469;-0,538;8,343;-0,538;-0,684;-0,469
"intero";1,084;-0,469;0,828;1,242;-0,538;-0,684;-0,469
"insipido";1,084;-0,469;-0,538;-0,435;-0,538;4,861;-0,469
"innovativo";1,084;-0,469;-0,538;-0,435;0,828;-0,684;1,084
"innanzitutto";1,084;-0,469;-0,538;-0,435;0,828;0,475;-0,469
"guardare";-0,469;-0,469;0,828;1,242;-0,538;0,475;-0,469
"grana";-0,63;0,5;0,335;-0,585;-0,723;2,815;-0,63
"giudizio";1,084;-0,469;-0,538;1,242;-0,538;0,475;-0,469
"giudeo";4,876;-0,63;-0,723;-0,585;-0,723;2,815;-0,63
"gentilissimi";-0,63;0,5;0,335;-0,585;0,335;0,129;-0,63
"genere";13,759;0,5;-0,723;-0,585;-0,723;-0,919;-0,63
"gelaterie";-0,63;-0,63;-0,723;-0,585;-0,723;-0,919;27,147
"funzionare";-0,63;0,5;0,335;0,605;-0,723;0,129;-0,63
"fretta";20,188;-0,469;-0,538;-0,435;-0,538;-0,684;-0,469
"freschezza";-0,63;0,5;-0,723;-0,585;0,335;-0,919;4,876
"forma";4,876;-0,63;0,335;-0,585;-0,723;-0,919;0,5
"filo";-0,469;-0,469;-0,538;-0,435;0,828;4,861;-0,469
"fettuccina";0,5;-0,63;-0,723;-0,585;-0,723;8,977;-0,63
"evento";-0,63;-0,63;-0,723;0,605;4,03;0,129;-0,63
"estremamente";-0,63;-0,63;4,03;-0,585;4,03;-0,919;-0,63
"estrarre";-0,469;20,188;-0,538;-0,435;-0,538;-0,684;-0,469
"essenziale";1,084;-0,469;0,828;-0,435;0,828;-0,684;-0,469
"esposizione";-0,469;-0,469;-0,538;-0,435;-0,538;4,861;1,084
"eseguire";-0,469;-0,469;0,828;-0,435;-0,538;4,861;-0,469
"entusiasmare";7,657;-0,469;-0,538;-0,435;-0,538;0,475;-0,469
"enorme";-0,63;-0,63;0,335;-0,585;4,03;0,129;-0,63
"duro";-0,469;-0,469;-0,538;-0,435;-0,538;4,861;1,084
"divertente";-0,469;-0,469;-0,538;1,242;-0,538;0,475;1,084
"discoteca";-0,469;-0,469;-0,538;8,343;0,828;-0,684;-0,469
"direttore";-0,63;-0,63;-0,723;5,386;4,03;-0,919;-0,63
"digerire";-0,63;-0,63;0,335;5,386;-0,723;-0,919;0,5
"digeribile";-0,63;-0,63;11,809;-0,585;-0,723;0,129;-0,63
"desiderare";1,084;-0,469;0,828;-0,435;0,828;-0,684;-0,469
"delusione";0,5;-0,63;-0,723;-0,585;-0,723;8,977;-0,63
"definire";13,759;-0,63;-0,723;-0,585;0,335;-0,919;-0,63
"culinario";1,084;-0,469;-0,538;-0,435;0,828;0,475;-0,469
"creativo";1,084;-0,469;-0,538;-0,435;0,828;-0,684;1,084
"coprire";1,084;-0,469;-0,538;-0,435;0,828;0,475;-0,469
"contenere";1,084;-0,469;-0,538;-0,435;-0,538;4,861;-0,469
"consistenza";-0,63;-0,63;0,335;0,605;0,335;-0,919;0,5
"completamente";0,5;-0,63;-0,723;5,386;-0,723;0,129;-0,63
"competenza";0,5;-0,63;0,335;-0,585;4,03;-0,919;-0,63
"competente";-0,469;-0,469;0,828;-0,435;0,828;0,475;-0,469
"compagno";-0,63;-0,63;0,335;0,605;0,335;0,129;-0,63
"comodo";-0,63;0,5;-0,723;-0,585;0,335;0,129;0,5
"certamente";1,084;-0,469;-0,538;-0,435;-0,538;0,475;1,084
"caratteristico";13,759;0,5;-0,723;-0,585;-0,723;-0,919;-0,63
"calma";1,084;-0,469;-0,538;-0,435;0,828;-0,684;1,084
"buttare";-0,63;-0,63;-0,723;-0,585;0,335;0,129;4,876
"box";-0,469;7,657;-0,538;-0,435;-0,538;-0,684;1,084
"bocca";0,5;0,5;0,335;-0,585;-0,723;-0,919;0,5
"benvenuto";1,084;-0,469;-0,538;-0,435;-0,538;4,861;-0,469
"avocado";-0,63;4,876;-0,723;-0,585;0,335;0,129;-0,63
"assaporare";1,084;7,657;-0,538;-0,435;-0,538;-0,684;-0,469
"assai";7,657;-0,469;0,828;-0,435;-0,538;-0,684;-0,469
"animazione";-0,469;-0,469;-0,538;8,343;-0,538;0,475;-0,469
"angolo";-0,469;7,657;-0,538;1,242;-0,538;-0,684;-0,469
"alimento";0,5;0,5;0,335;-0,585;0,335;-0,919;-0,63
"adeguato";4,876;0,5;-0,723;-0,585;-0,723;0,129;-0,63
"abbinamento";1,084;-0,469;0,828;-0,435;-0,538;0,475;-0,469
"viola";1,084;1,084;-0,538;-0,435;-0,538;0,475;-0,469
"verde";-0,469;1,084;0,828;-0,435;-0,538;-0,684;1,084
"verace";1,084;1,084;0,828;-0,435;-0,538;-0,684;-0,469
"vegani";-0,469;1,084;-0,538;-0,435;0,828;-0,684;1,084
"variegato";7,657;-0,469;-0,538;-0,435;-0,538;-0,684;1,084
"variare";1,084;7,657;-0,538;-0,435;-0,538;-0,684;-0,469
"uramaki";-0,469;-0,469;-0,538;1,242;6,516;-0,684;-0,469
"uovo";-0,469;-0,469;0,828;-0,435;0,828;0,475;-0,469
"un_poco";1,084;-0,469;-0,538;-0,435;0,828;0,475;-0,469
"umido";1,084;-0,469;-0,538;-0,435;6,516;-0,684;-0,469
"tuttavia";-0,469;-0,469;0,828;-0,435;-0,538;4,861;-0,469
"toccare";1,084;-0,469;-0,538;1,242;0,828;-0,684;-0,469
"tessera";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"terrazza|terrazzo";-0,469;-0,469;-0,538;1,242;0,828;0,475;-0,469
"tendenza";1,084;-0,469;-0,538;-0,435;6,516;-0,684;-0,469
"tartaro";-0,469;-0,469;-0,538;1,242;-0,538;4,861;-0,469
"tantino";1,084;-0,469;-0,538;-0,435;0,828;0,475;-0,469
"sì";-0,469;7,657;-0,538;-0,435;-0,538;0,475;-0,469
"suppli";-0,469;1,084;0,828;-0,435;-0,538;0,475;-0,469
"suggestivo";-0,469;-0,469;-0,538;1,242;0,828;0,475;-0,469
"stupendo";-0,469;-0,469;0,828;-0,435;-0,538;0,475;1,084
"strapieno";1,084;-0,469;0,828;-0,435;-0,538;0,475;-0,469
"strano";-0,469;1,084;-0,538;-0,435;6,516;-0,684;-0,469
"stefano";-0,469;-0,469;0,828;-0,435;0,828;-0,684;1,084
"spesa";-0,469;1,084;-0,538;1,242;-0,538;-0,684;1,084
"sorprendere";1,084;-0,469;0,828;-0,435;-0,538;0,475;-0,469
"senso";-0,469;1,084;0,828;-0,435;0,828;-0,684;-0,469
"seme";-0,469;7,657;-0,538;-0,435;-0,538;0,475;-0,469
"seduta";-0,469;-0,469;0,828;8,343;-0,538;-0,684;-0,469
"scortesia";-0,469;-0,469;-0,538;-0,435;0,828;0,475;1,084
"scortese";1,084;-0,469;-0,538;-0,435;-0,538;4,861;-0,469
"scomodo";-0,469;1,084;-0,538;1,242;0,828;-0,684;-0,469
"sballo";-0,469;1,084;-0,538;1,242;-0,538;-0,684;1,084
"saluto";1,084;-0,469;-0,538;-0,435;-0,538;-0,684;7,657
"salutare";-0,469;7,657;-0,538;-0,435;-0,538;0,475;-0,469
"rivisitazione";20,188;-0,469;-0,538;-0,435;-0,538;-0,684;-0,469
"ritrovare";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"ristoro";-0,469;7,657;0,828;-0,435;-0,538;-0,684;-0,469
"reputare";-0,469;7,657;-0,538;-0,435;-0,538;-0,684;1,084
"recente";1,084;1,084;0,828;-0,435;-0,538;-0,684;-0,469
"recensire";7,657;-0,469;-0,538;-0,435;0,828;-0,684;-0,469
"raramente";1,084;-0,469;-0,538;-0,435;-0,538;0,475;1,084
"rappresentare";7,657;-0,469;-0,538;-0,435;0,828;-0,684;-0,469
"quadro";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"pretendere";-0,469;-0,469;0,828;1,242;0,828;-0,684;-0,469
"pienamente";-0,469;-0,469;0,828;-0,435;-0,538;4,861;-0,469
"pezzetti";-0,469;1,084;-0,538;-0,435;-0,538;0,475;1,084
"periodo";1,084;1,084;0,828;-0,435;-0,538;-0,684;-0,469
"peggiore";-0,469;-0,469;-0,538;1,242;-0,538;0,475;1,084
"parcheggiare";-0,469;-0,469;-0,538;1,242;0,828;0,475;-0,469
"pane_che";1,084;7,657;-0,538;-0,435;-0,538;-0,684;-0,469
"pagamento";-0,469;7,657;-0,538;-0,435;-0,538;0,475;-0,469
"oro";1,084;-0,469;-0,538;-0,435;0,828;-0,684;1,084
"ombra";1,084;-0,469;-0,538;-0,435;6,516;-0,684;-0,469
"notturno";-0,469;-0,469;0,828;1,242;0,828;-0,684;-0,469
"normale";-0,469;-0,469;6,516;-0,435;0,828;-0,684;-0,469
"noce";-0,469;1,084;-0,538;-0,435;-0,538;0,475;1,084
"morale";-0,469;-0,469;-0,538;1,242;0,828;0,475;-0,469
"mitico";7,657;-0,469;-0,538;-0,435;0,828;-0,684;-0,469
"minuscolo";-0,469;1,084;0,828;1,242;-0,538;-0,684;-0,469
"mezza|mezzo";-0,469;-0,469;0,828;-0,435;0,828;-0,684;1,084
"mandare";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"mancanza";1,084;1,084;-0,538;-0,435;0,828;-0,684;-0,469
"lode";1,084;-0,469;-0,538;1,242;-0,538;0,475;-0,469
"lievitare";-0,469;-0,469;6,516;-0,435;-0,538;-0,684;1,084
"justeat";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"italia";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"iniziare";-0,469;1,084;-0,538;8,343;-0,538;-0,684;-0,469
"incredibile";-0,469;1,084;-0,538;8,343;-0,538;-0,684;-0,469
"immangiabile";1,084;-0,469;0,828;1,242;-0,538;-0,684;-0,469
"gustosissimi";-0,469;1,084;0,828;-0,435;-0,538;0,475;-0,469
"grandissimo";-0,469;1,084;0,828;1,242;-0,538;-0,684;-0,469
"gentilmente";-0,469;1,084;-0,538;-0,435;-0,538;4,861;-0,469
"gentilissima";-0,469;-0,469;-0,538;-0,435;-0,538;0,475;7,657
"gamma";1,084;1,084;-0,538;-0,435;-0,538;-0,684;1,084
"frutto";1,084;-0,469;-0,538;-0,435;0,828;0,475;-0,469
"freschissimo";-0,469;1,084;-0,538;1,242;-0,538;-0,684;1,084
"fortemente";7,657;-0,469;-0,538;-0,435;-0,538;0,475;-0,469
"fondente";-0,469;-0,469;-0,538;-0,435;-0,538;0,475;7,657
"fidare";-0,469;7,657;-0,538;1,242;-0,538;-0,684;-0,469
"fermata|fermato";-0,469;1,084;0,828;-0,435;-0,538;0,475;-0,469
"favola";1,084;1,084;-0,538;-0,435;-0,538;0,475;-0,469
"faccia";-0,469;1,084;-0,538;-0,435;0,828;-0,684;1,084
"estivo";-0,469;1,084;-0,538;1,242;-0,538;0,475;-0,469
"esattamente";-0,469;-0,469;-0,538;1,242;0,828;-0,684;1,084
"entusiasta";-0,469;-0,469;0,828;-0,435;-0,538;-0,684;7,657
"eccellenza";1,084;-0,469;-0,538;1,242;-0,538;0,475;-0,469
"dunque";-0,469;-0,469;-0,538;-0,435;0,828;-0,684;7,657
"dubbio";1,084;-0,469;-0,538;-0,435;0,828;-0,684;1,084
"divino";-0,469;1,084;0,828;-0,435;-0,538;0,475;-0,469
"divertire";-0,469;-0,469;-0,538;1,242;0,828;-0,684;1,084
"diretto";-0,469;-0,469;0,828;8,343;-0,538;-0,684;-0,469
"difficoltà";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"differenza";1,084;1,084;-0,538;-0,435;-0,538;-0,684;1,084
"dieta";1,084;-0,469;-0,538;-0,435;-0,538;0,475;1,084
"delicato";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"critica";1,084;-0,469;-0,538;1,242;-0,538;-0,684;1,084
"cremoso";1,084;-0,469;-0,538;-0,435;-0,538;-0,684;7,657
"crema|creme";-0,469;-0,469;-0,538;-0,435;-0,538;-0,684;20,188
"credito";-0,469;-0,469;-0,538;8,343;-0,538;0,475;-0,469
"costoso";1,084;1,084;-0,538;-0,435;-0,538;0,475;-0,469
"correggere";-0,469;-0,469;0,828;1,242;0,828;-0,684;-0,469
"convincere";7,657;-0,469;-0,538;1,242;-0,538;-0,684;-0,469
"contare";-0,469;-0,469;-0,538;-0,435;-0,538;13,843;-0,469
"conduzione";1,084;-0,469;6,516;-0,435;-0,538;-0,684;-0,469
"completare";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"coerente";-0,469;7,657;-0,538;-0,435;0,828;-0,684;-0,469
"chiave";1,084;-0,469;-0,538;-0,435;0,828;-0,684;1,084
"che_come";-0,469;-0,469;0,828;-0,435;0,828;0,475;-0,469
"certezza";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"cartone";-0,469;-0,469;-0,538;-0,435;0,828;4,861;-0,469
"camminare";-0,469;-0,469;-0,538;1,242;0,828;0,475;-0,469
"bomba";-0,469;-0,469;0,828;-0,435;-0,538;-0,684;7,657
"bollire";-0,469;1,084;-0,538;-0,435;0,828;0,475;-0,469
"bistecca";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"bassissimo";-0,469;-0,469;-0,538;1,242;0,828;0,475;-0,469
"azzeccare";7,657;-0,469;-0,538;1,242;-0,538;-0,684;-0,469
"aziendale";7,657;-0,469;-0,538;-0,435;0,828;-0,684;-0,469
"attrarre";1,084;-0,469;0,828;-0,435;-0,538;0,475;-0,469
"assortimento";-0,469;-0,469;0,828;-0,435;0,828;0,475;-0,469
"assoluto";-0,469;1,084;-0,538;-0,435;-0,538;4,861;-0,469
"artistico";-0,469;-0,469;-0,538;1,242;0,828;-0,684;1,084
"arrivo";-0,469;1,084;-0,538;-0,435;0,828;-0,684;1,084
"apertura";-0,469;1,084;0,828;-0,435;0,828;-0,684;-0,469
"apericena";-0,469;-0,469;-0,538;1,242;6,516;-0,684;-0,469
"anziano";-0,469;-0,469;6,516;1,242;-0,538;-0,684;-0,469
"ancor";1,084;1,084;-0,538;-0,435;0,828;-0,684;-0,469
"altrove";-0,469;-0,469;-0,538;1,242;-0,538;-0,684;7,657
"allergico";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"affogare";1,084;-0,469;-0,538;-0,435;-0,538;-0,684;7,657
"addirittura";1,084;1,084;-0,538;-0,435;-0,538;-0,684;1,084
"accadere";-0,469;-0,469;-0,538;-0,435;6,516;0,475;-0,469
"abituale";-0,469;-0,469;0,828;1,242;-0,538;0,475;-0,469
"l";1,665;0,004;-0,66;-3,98;4,467;0,118;-1,366
"un_po";5,851;-2,268;-0,556;-0,588;0,104;1,154;-0,894
"in_questo";-1,885;-1,885;-0,352;1,249;2,451;5,124;-3,764
"all";0,001;0,001;-3,813;1,91;1,485;0,786;-2,684
"dell";-0,624;0,309;0,076;-0,455;2,423;-0,65;-0,014
"quello_che";0,129;0,129;-1,645;1,555;2,329;-0,888;-1,245
"di_una";1,232;-2,219;-0,594;0,12;0,774;-1,077;1,232
"nell";-0,51;-0,51;-0,004;1,189;0,537;1,149;-2,412
"dall";0,059;-0,388;0,774;-2,061;-0,594;1,551;0,059
"é";-1,305;-0,004;-0,038;0;8,346;-0,186;-1,305
"e_che";2,697;0;-2,992;0,911;0,355;-1,526;0
"in_cui";0,138;-2,03;1,078;-0,203;1,078;-0,021;-0,278
"una_volta";0,138;-0,278;-0,45;-0,203;7,55;-0,869;-0,278
"e_poi";0,686;0,686;-0,109;-1,376;0,414;0,107;-1,482
"sono_stati";0,259;-0,18;-2,115;2,466;1,468;0;-1,844
"di_questo";1,035;-1,305;0,693;0;0,693;-0,186;-1,305
"in_particolare";1,525;-1,132;-0,002;-1,051;4,594;-0,076;-1,132
"in_modo";0,007;-1,132;-1,298;0,024;10,482;-0,076;-1,132
"al_momento";-1,482;0,686;-1,699;0,864;2,616;-0,327;-0,038
"piu";-1,132;-1,132;-1,298;0,024;-1,298;0,539;12,49
"etc";-0,962;2,225;0,016;-0,893;1,698;-1,403;0,065
"di_questa";0,007;-1,132;4,594;-1,051;-1,298;-0,076;1,525
"son";3,259;-0,795;2,6;0,278;-0,911;-1,159;-0,795
"senz";3,259;-0,795;2,6;0,278;-0,911;-1,159;-0,795
"di_fronte";0,065;2,225;0,016;-0,893;-1,103;0,974;-0,962
"per_questo";-0,63;-0,63;0,335;0,605;-0,723;0,129;0,5
"per_cui";-0,469;1,084;-0,538;-0,435;6,516;-0,684;-0,469
"non_so";-0,795;0,209;-0,911;-0,738;17,468;-1,159;-0,795
"e_quindi";-0,962;0,065;-1,103;0,106;0,016;-0,01;2,225
