"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"sporco";0,479;0,427;0,395;0,02;0,395;0,338;0,479
"sottofondo";0,298;0,494;0,463;0,265;0,363;0,408;0,494
"soldo";0,427;0,427;0,395;0,437;0,563;0,093;0,427
"sinceramente";0,427;0,479;0,395;0,437;0,395;0,338;0,027
"simile";0,427;0,479;0,563;0,444;0,045;0,338;0,427
"sgabello";0,494;0;0,463;0,509;0,463;0,408;0,494
"sensazione";0,298;0,298;0,463;0,265;0,463;0,408;0,494
"sei";0,479;0,427;0,395;0,437;0,563;0,338;0,479
"segno";0,479;0,427;0,395;0,437;0,395;0,719;0,479
"scottare";0,427;0,427;0,395;0,444;0,563;0,003;0,427
"scorrere";0,494;0,494;0,463;0,265;0,011;0,408;0,494
"sconto";0,427;0,427;0,395;0,444;0,045;0,093;0,427
"sbrigativo";0,479;0,479;0,395;0,437;0,395;0,719;0,427
"salvo";0,427;0,479;0,395;0,444;0,563;0,338;0,027
"rumoroso";0,494;0,298;0,363;0,265;0,463;0,408;0,494
"rovina";0,479;0,427;0,395;0,02;0,395;0,338;0,479
"rispettare";0;0,427;0,395;0,444;0,395;0,338;0,427
"riprovare";0,006;0,494;0,463;0,509;0,463;0,491;0,494
"riportare";0,494;0,494;0,463;0,509;0,011;0,408;0,298
"riguardare";0,427;0,479;0,395;0,02;0,563;0,338;0,427
"riempire";0,494;0,494;0,363;0,509;0,463;0,491;0,298
"responsabile";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"regalare";0,494;0,494;0,463;0,265;0,363;0,491;0,494
"quinto";0,006;0,494;0,463;0,509;0,363;0,408;0,494
"quarto";0,006;0,494;0,463;0,509;0,363;0,408;0,494
"puntuale";0,479;0,427;0,395;0,444;0,395;0,093;0,479
"pulito";0,494;0,494;0,363;0,265;0,463;0,491;0,494
"profumare";0,027;0,427;0,395;0,437;0,563;0,338;0,427
"principale";0,427;0,427;0,395;0,444;0,045;0,093;0,427
"premettere";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"preferito";0,006;0,494;0,463;0,509;0,463;0,408;0,298
"posizione";0,027;0,427;0,395;0,437;0,563;0,338;0,427
"porcino";0,494;0,494;0,463;0,509;0,363;0,027;0,494
"persone_che";0,427;0,427;0,563;0,444;0,001;0,338;0,427
"peraltro";0,427;0,427;0,563;0,437;0,395;0,719;0,479
"pera";0,479;0,427;0,395;0,444;0,395;0,003;0,427
"passione";0,494;0;0,463;0,509;0,463;0,408;0,494
"partita";0,479;0,427;0,563;0,437;0,395;0,338;0,479
"parola";0,494;0,494;0,463;0,265;0,463;0,491;0,298
"parete";0,298;0,494;0,363;0,509;0,463;0,491;0,494
"pace";0,494;0,494;0,463;0,509;0,363;0,027;0,494
"occhio";0,427;0,479;0,563;0,444;0,395;0,719;0,479
"nutella";0,494;0,494;0,463;0,265;0,463;0,408;0,006
"nero";0,479;0,027;0,395;0,444;0,395;0,719;0,427
"negativo";0,494;0,494;0,463;0,509;0,363;0,027;0,494
"modesto";0,006;0,494;0,463;0,265;0,463;0,408;0,494
"milano";0,494;0,298;0,363;0,509;0,463;0,491;0,494
"mignon";0,494;0,298;0,463;0,509;0,463;0,408;0,006
"meraviglioso";0,427;0,479;0,563;0,444;0,395;0,093;0,427
"mediocre";0,494;0,494;0,463;0,265;0,463;0,027;0,494
"maritozzo";0,494;0,494;0,463;0,509;0,363;0,408;0,006
"mantenere";0,027;0,427;0,563;0,444;0,395;0,338;0,479
"mani|mano";0,494;0,494;0,463;0,509;0,363;0,408;0,006
"ma_questo";0,494;0,494;0,463;0,509;0;0,408;0,494
"lontano";0,494;0,494;0,363;0,509;0,363;0,491;0,494
"limitato";0,027;0,479;0,395;0,444;0,395;0,719;0,427
"latta|latte";0,427;0,479;0,563;0,444;0,395;0,338;0,027
"largo";0,298;0,494;0,463;0,004;0,463;0,408;0,494
"intero";0,298;0,494;0,363;0,265;0,463;0,408;0,494
"insipido";0,298;0,494;0,463;0,509;0,463;0,027;0,494
"innovativo";0,298;0,494;0,463;0,509;0,363;0,408;0,298
"innanzitutto";0,298;0,494;0,463;0,509;0,363;0,491;0,494
"guardare";0,494;0,494;0,363;0,265;0,463;0,491;0,494
"grana";0,427;0,479;0,563;0,444;0,395;0,093;0,427
"giudizio";0,298;0,494;0,463;0,265;0,463;0,491;0,494
"giudeo";0,027;0,427;0,395;0,444;0,395;0,093;0,427
"gentilissimi";0,427;0,479;0,563;0,444;0,563;0,719;0,427
"genere";0;0,479;0,395;0,444;0,395;0,338;0,427
"gelaterie";0,427;0,427;0,395;0,444;0,395;0,338;0
"funzionare";0,427;0,479;0,563;0,437;0,395;0,719;0,427
"fretta";0;0,494;0,463;0,509;0,463;0,408;0,494
"freschezza";0,427;0,479;0,395;0,444;0,563;0,338;0,027
"forma";0,027;0,427;0,563;0,444;0,395;0,338;0,479
"filo";0,494;0,494;0,463;0,509;0,363;0,027;0,494
"fettuccina";0,479;0,427;0,395;0,444;0,395;0,003;0,427
"evento";0,427;0,427;0,395;0,437;0,045;0,719;0,427
"estremamente";0,427;0,427;0,045;0,444;0,045;0,338;0,427
"estrarre";0,494;0;0,463;0,509;0,463;0,408;0,494
"essenziale";0,298;0,494;0,363;0,509;0,363;0,408;0,494
"esposizione";0,494;0,494;0,463;0,509;0,463;0,027;0,298
"eseguire";0,494;0,494;0,363;0,509;0,463;0,027;0,494
"entusiasmare";0,006;0,494;0,463;0,509;0,463;0,491;0,494
"enorme";0,427;0,427;0,563;0,444;0,045;0,719;0,427
"duro";0,494;0,494;0,463;0,509;0,463;0,027;0,298
"divertente";0,494;0,494;0,463;0,265;0,463;0,491;0,298
"discoteca";0,494;0,494;0,463;0,004;0,363;0,408;0,494
"direttore";0,427;0,427;0,395;0,02;0,045;0,338;0,427
"digerire";0,427;0,427;0,563;0,02;0,395;0,338;0,479
"digeribile";0,427;0,427;0,001;0,444;0,395;0,719;0,427
"desiderare";0,298;0,494;0,363;0,509;0,363;0,408;0,494
"delusione";0,479;0,427;0,395;0,444;0,395;0,003;0,427
"definire";0;0,427;0,395;0,444;0,563;0,338;0,427
"culinario";0,298;0,494;0,463;0,509;0,363;0,491;0,494
"creativo";0,298;0,494;0,463;0,509;0,363;0,408;0,298
"coprire";0,298;0,494;0,463;0,509;0,363;0,491;0,494
"contenere";0,298;0,494;0,463;0,509;0,463;0,027;0,494
"consistenza";0,427;0,427;0,563;0,437;0,563;0,338;0,479
"completamente";0,479;0,427;0,395;0,02;0,395;0,719;0,427
"competenza";0,479;0,427;0,563;0,444;0,045;0,338;0,427
"competente";0,494;0,494;0,363;0,509;0,363;0,491;0,494
"compagno";0,427;0,427;0,563;0,437;0,563;0,719;0,427
"comodo";0,427;0,479;0,395;0,444;0,563;0,719;0,479
"certamente";0,298;0,494;0,463;0,509;0,463;0,491;0,298
"caratteristico";0;0,479;0,395;0,444;0,395;0,338;0,427
"calma";0,298;0,494;0,463;0,509;0,363;0,408;0,298
"buttare";0,427;0,427;0,395;0,444;0,563;0,719;0,027
"box";0,494;0,006;0,463;0,509;0,463;0,408;0,298
"bocca";0,479;0,479;0,563;0,444;0,395;0,338;0,479
"benvenuto";0,298;0,494;0,463;0,509;0,463;0,027;0,494
"avocado";0,427;0,027;0,395;0,444;0,563;0,719;0,427
"assaporare";0,298;0,006;0,463;0,509;0,463;0,408;0,494
"assai";0,006;0,494;0,363;0,509;0,463;0,408;0,494
"animazione";0,494;0,494;0,463;0,004;0,463;0,491;0,494
"angolo";0,494;0,006;0,463;0,265;0,463;0,408;0,494
"alimento";0,479;0,479;0,563;0,444;0,563;0,338;0,427
"adeguato";0,027;0,479;0,395;0,444;0,395;0,719;0,427
"abbinamento";0,298;0,494;0,363;0,509;0,463;0,491;0,494
"viola";0,298;0,298;0,463;0,509;0,463;0,491;0,494
"verde";0,494;0,298;0,363;0,509;0,463;0,408;0,298
"verace";0,298;0,298;0,363;0,509;0,463;0,408;0,494
"vegani";0,494;0,298;0,463;0,509;0,363;0,408;0,298
"variegato";0,006;0,494;0,463;0,509;0,463;0,408;0,298
"variare";0,298;0,006;0,463;0,509;0,463;0,408;0,494
"uramaki";0,494;0,494;0,463;0,265;0,011;0,408;0,494
"uovo";0,494;0,494;0,363;0,509;0,363;0,491;0,494
"un_poco";0,298;0,494;0,463;0,509;0,363;0,491;0,494
"umido";0,298;0,494;0,463;0,509;0,011;0,408;0,494
"tuttavia";0,494;0,494;0,363;0,509;0,463;0,027;0,494
"toccare";0,298;0,494;0,463;0,265;0,363;0,408;0,494
"tessera";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"terrazza|terrazzo";0,494;0,494;0,463;0,265;0,363;0,491;0,494
"tendenza";0,298;0,494;0,463;0,509;0,011;0,408;0,494
"tartaro";0,494;0,494;0,463;0,265;0,463;0,027;0,494
"tantino";0,298;0,494;0,463;0,509;0,363;0,491;0,494
"sì";0,494;0,006;0,463;0,509;0,463;0,491;0,494
"suppli";0,494;0,298;0,363;0,509;0,463;0,491;0,494
"suggestivo";0,494;0,494;0,463;0,265;0,363;0,491;0,494
"stupendo";0,494;0,494;0,363;0,509;0,463;0,491;0,298
"strapieno";0,298;0,494;0,363;0,509;0,463;0,491;0,494
"strano";0,494;0,298;0,463;0,509;0,011;0,408;0,494
"stefano";0,494;0,494;0,363;0,509;0,363;0,408;0,298
"spesa";0,494;0,298;0,463;0,265;0,463;0,408;0,298
"sorprendere";0,298;0,494;0,363;0,509;0,463;0,491;0,494
"senso";0,494;0,298;0,363;0,509;0,363;0,408;0,494
"seme";0,494;0,006;0,463;0,509;0,463;0,491;0,494
"seduta";0,494;0,494;0,363;0,004;0,463;0,408;0,494
"scortesia";0,494;0,494;0,463;0,509;0,363;0,491;0,298
"scortese";0,298;0,494;0,463;0,509;0,463;0,027;0,494
"scomodo";0,494;0,298;0,463;0,265;0,363;0,408;0,494
"sballo";0,494;0,298;0,463;0,265;0,463;0,408;0,298
"saluto";0,298;0,494;0,463;0,509;0,463;0,408;0,006
"salutare";0,494;0,006;0,463;0,509;0,463;0,491;0,494
"rivisitazione";0;0,494;0,463;0,509;0,463;0,408;0,494
"ritrovare";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"ristoro";0,494;0,006;0,363;0,509;0,463;0,408;0,494
"reputare";0,494;0,006;0,463;0,509;0,463;0,408;0,298
"recente";0,298;0,298;0,363;0,509;0,463;0,408;0,494
"recensire";0,006;0,494;0,463;0,509;0,363;0,408;0,494
"raramente";0,298;0,494;0,463;0,509;0,463;0,491;0,298
"rappresentare";0,006;0,494;0,463;0,509;0,363;0,408;0,494
"quadro";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"pretendere";0,494;0,494;0,363;0,265;0,363;0,408;0,494
"pienamente";0,494;0,494;0,363;0,509;0,463;0,027;0,494
"pezzetti";0,494;0,298;0,463;0,509;0,463;0,491;0,298
"periodo";0,298;0,298;0,363;0,509;0,463;0,408;0,494
"peggiore";0,494;0,494;0,463;0,265;0,463;0,491;0,298
"parcheggiare";0,494;0,494;0,463;0,265;0,363;0,491;0,494
"pane_che";0,298;0,006;0,463;0,509;0,463;0,408;0,494
"pagamento";0,494;0,006;0,463;0,509;0,463;0,491;0,494
"oro";0,298;0,494;0,463;0,509;0,363;0,408;0,298
"ombra";0,298;0,494;0,463;0,509;0,011;0,408;0,494
"notturno";0,494;0,494;0,363;0,265;0,363;0,408;0,494
"normale";0,494;0,494;0,011;0,509;0,363;0,408;0,494
"noce";0,494;0,298;0,463;0,509;0,463;0,491;0,298
"morale";0,494;0,494;0,463;0,265;0,363;0,491;0,494
"mitico";0,006;0,494;0,463;0,509;0,363;0,408;0,494
"minuscolo";0,494;0,298;0,363;0,265;0,463;0,408;0,494
"mezza|mezzo";0,494;0,494;0,363;0,509;0,363;0,408;0,298
"mandare";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"mancanza";0,298;0,298;0,463;0,509;0,363;0,408;0,494
"lode";0,298;0,494;0,463;0,265;0,463;0,491;0,494
"lievitare";0,494;0,494;0,011;0,509;0,463;0,408;0,298
"justeat";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"italia";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"iniziare";0,494;0,298;0,463;0,004;0,463;0,408;0,494
"incredibile";0,494;0,298;0,463;0,004;0,463;0,408;0,494
"immangiabile";0,298;0,494;0,363;0,265;0,463;0,408;0,494
"gustosissimi";0,494;0,298;0,363;0,509;0,463;0,491;0,494
"grandissimo";0,494;0,298;0,363;0,265;0,463;0,408;0,494
"gentilmente";0,494;0,298;0,463;0,509;0,463;0,027;0,494
"gentilissima";0,494;0,494;0,463;0,509;0,463;0,491;0,006
"gamma";0,298;0,298;0,463;0,509;0,463;0,408;0,298
"frutto";0,298;0,494;0,463;0,509;0,363;0,491;0,494
"freschissimo";0,494;0,298;0,463;0,265;0,463;0,408;0,298
"fortemente";0,006;0,494;0,463;0,509;0,463;0,491;0,494
"fondente";0,494;0,494;0,463;0,509;0,463;0,491;0,006
"fidare";0,494;0,006;0,463;0,265;0,463;0,408;0,494
"fermata|fermato";0,494;0,298;0,363;0,509;0,463;0,491;0,494
"favola";0,298;0,298;0,463;0,509;0,463;0,491;0,494
"faccia";0,494;0,298;0,463;0,509;0,363;0,408;0,298
"estivo";0,494;0,298;0,463;0,265;0,463;0,491;0,494
"esattamente";0,494;0,494;0,463;0,265;0,363;0,408;0,298
"entusiasta";0,494;0,494;0,363;0,509;0,463;0,408;0,006
"eccellenza";0,298;0,494;0,463;0,265;0,463;0,491;0,494
"dunque";0,494;0,494;0,463;0,509;0,363;0,408;0,006
"dubbio";0,298;0,494;0,463;0,509;0,363;0,408;0,298
"divino";0,494;0,298;0,363;0,509;0,463;0,491;0,494
"divertire";0,494;0,494;0,463;0,265;0,363;0,408;0,298
"diretto";0,494;0,494;0,363;0,004;0,463;0,408;0,494
"difficoltà";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"differenza";0,298;0,298;0,463;0,509;0,463;0,408;0,298
"dieta";0,298;0,494;0,463;0,509;0,463;0,491;0,298
"delicato";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"critica";0,298;0,494;0,463;0,265;0,463;0,408;0,298
"cremoso";0,298;0,494;0,463;0,509;0,463;0,408;0,006
"crema|creme";0,494;0,494;0,463;0,509;0,463;0,408;0
"credito";0,494;0,494;0,463;0,004;0,463;0,491;0,494
"costoso";0,298;0,298;0,463;0,509;0,463;0,491;0,494
"correggere";0,494;0,494;0,363;0,265;0,363;0,408;0,494
"convincere";0,006;0,494;0,463;0,265;0,463;0,408;0,494
"contare";0,494;0,494;0,463;0,509;0,463;0;0,494
"conduzione";0,298;0,494;0,011;0,509;0,463;0,408;0,494
"completare";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"coerente";0,494;0,006;0,463;0,509;0,363;0,408;0,494
"chiave";0,298;0,494;0,463;0,509;0,363;0,408;0,298
"che_come";0,494;0,494;0,363;0,509;0,363;0,491;0,494
"certezza";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"cartone";0,494;0,494;0,463;0,509;0,363;0,027;0,494
"camminare";0,494;0,494;0,463;0,265;0,363;0,491;0,494
"bomba";0,494;0,494;0,363;0,509;0,463;0,408;0,006
"bollire";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"bistecca";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"bassissimo";0,494;0,494;0,463;0,265;0,363;0,491;0,494
"azzeccare";0,006;0,494;0,463;0,265;0,463;0,408;0,494
"aziendale";0,006;0,494;0,463;0,509;0,363;0,408;0,494
"attrarre";0,298;0,494;0,363;0,509;0,463;0,491;0,494
"assortimento";0,494;0,494;0,363;0,509;0,363;0,491;0,494
"assoluto";0,494;0,298;0,463;0,509;0,463;0,027;0,494
"artistico";0,494;0,494;0,463;0,265;0,363;0,408;0,298
"arrivo";0,494;0,298;0,463;0,509;0,363;0,408;0,298
"apertura";0,494;0,298;0,363;0,509;0,363;0,408;0,494
"apericena";0,494;0,494;0,463;0,265;0,011;0,408;0,494
"anziano";0,494;0,494;0,011;0,265;0,463;0,408;0,494
"ancor";0,298;0,298;0,463;0,509;0,363;0,408;0,494
"altrove";0,494;0,494;0,463;0,265;0,463;0,408;0,006
"allergico";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"affogare";0,298;0,494;0,463;0,509;0,463;0,408;0,006
"addirittura";0,298;0,298;0,463;0,509;0,463;0,408;0,298
"accadere";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"abituale";0,494;0,494;0,363;0,265;0,463;0,491;0,494
"*RATING_2.8";0,695;0,695;0,675;0,706;0,016;0,636;0,695
"*RATING_4.8";0,287;0,217;0,294;0,305;0,964;0,463;0,287
"*RATING_3.2";0,136;0,327;0,294;0,345;0,192;0,324;0,327
"*RATING_4.6";0,598;0,204;0,006;0,653;0,502;0,351;0,154
"*RATING_3.4";0,327;0,327;0,294;0,745;0,192;0,324;0,798
"*RATING_4.2";0;0,136;0,957;0,151;0,441;0,299;0,267
"*RATING_2.2";0,027;0,427;0,395;0,02;0,395;0,338;0,427
"*RATING_4.25";0,695;0,695;0,675;0,008;0,675;0,636;0,695
"*RATING_3.8";0,932;0,217;0,964;0,876;0,255;0,783;0,932
"*RATING_4.4";0,533;0,533;0,088;0,151;0,088;0,782;0,533
"*RATING_3.6";0,373;0,648;0,34;0,056;0,34;0,196;0,373
"*RATING_3";0,197;0,753;0,168;0,446;0,02;0,876;0,753
"*RATING_2";0,578;0,578;0,551;0,592;0,159;0,501;0,122
"*RATING_5";0,12;0,071;0,947;0,134;0,387;0,255;0
"*RATING_4";0,753;0,509;0,651;0,078;0,168;0,876;0,753
"*RATING_2.6";0,479;0,427;0,395;0,444;0,395;0,003;0,427
