l;251;sw
due;91;adj_sup
altro;82;adj_sup
un_po;76;sw
in_questo;69;sw
all;67;sw
qualche;46;adj_sup
buon;43;adj_sup
ogni;40;adj_sup
dell;33;sw
stesso;22;adj_sup
quello_che;22;sw
di_una;20;sw
nessuno;19;adj_sup
nell;18;sw
dall;18;sw
é;17;sw
e_che;17;sw
in_cui;16;sw
vario|varo;15;adj_sup
una_volta;15;sw
x;14;adj_sup
e_poi;14;sw
tre;13;adj_sup
sono_stati;13;sw
quattro;12;adj_sup
di_questo;11;sw
in_particolare;9;sw
in_modo;9;sw
andato;9;adj_sup
al_momento;9;sw
qualsiasi;8;adj_sup
piu;8;sw
etc;8;sw
di_questa;8;sw
son;7;sw
senz;7;sw
gran;7;adj_sup
di_fronte;7;sw
per_questo;6;sw
per_cui;6;sw
non_so;6;sw
e_quindi;6;sw
di_cui;6;sw
del_genere;6;sw
vaio;5;adj_sup
sopratutto;5;sw
po;5;sw
per_finire;5;sw
in_generale;5;sw
ha_detto;5;sw
tutt;4;sw
simile;4;adj_sup
sei;4;adj_sup
quinto;4;adj_sup
quelli_che;4;sw
quarto;4;adj_sup
mezz;4;sw
ex;4;adj_sup
e_come;4;sw
ad_esempio;4;sw
se_poi;3;sw
quest;3;sw
quell;3;sw
per_concludere;3;sw
peggio;3;adj_sup
malissimo;3;sw
dato_che;3;sw
da_quando;3;sw
cinque;3;adj_sup
al_punto;3;sw
venti;2;adj_sup
un_certo;2;sw
tra_loro;2;sw
secondo_me;2;sw
qualcos;2;sw
ps;2;sw
per_niente;2;sw
per_andare;2;sw
otto;2;adj_sup
moltissimo;2;adj_sup
it;2;sw
in_ogni_caso;2;sw
hanno_detto;2;sw
grosso;2;adj_sup
entrambi;2;adj_sup
dieci;2;adj_sup
di_conseguenza;2;sw
cn;2;sw
che_poi;2;sw
anch;2;sw
al_di_sopra;2;sw
a_questo;2;sw
vicino_ai;1;sw
un_attimo;1;sw
uguale;1;adj_sup
u;1;sw
tenuto_conto;1;sw
tanto_che;1;sw
sull;1;sw
sn;1;sw
sette;1;adj_sup
se_uno;1;sw
s;1;sw
r;1;sw
qualunque;1;adj_sup
qual;1;adj_sup
prima_di_tutto;1;sw
potra;1;sw
potente;1;adj_sup
piu_di;1;sw
perche;1;sw
per_forza;1;sw
o_meno;1;sw
non_lo_so;1;sw
nel_caso;1;sw
ke;1;sw
in_piu;1;sw
in_ogni_modo;1;sw
in_loco;1;sw
in_fondo;1;sw
in_effetti;1;sw
in_alto;1;sw
gliel;1;sw
gia;1;sw
fatto_da;1;sw
fatti_da;1;sw
et;1;sw
es;1;sw
doppio;1;adj_sup
di_continuo;1;sw
del_resto;1;sw
dalle_parti;1;sw
come_noi;1;sw
cm;1;sw
allo_stesso_tempo;1;sw
al_posto;1;sw
al_contrario;1;sw
ad_oggi;1;sw
a_dispetto;1;sw
a_causa;1;sw
