*RATING_2.8;1;0;1;0;0;0;0
*RATING_4.8;1;2;1;1;1;1;0
*RATING_3.2;2;0;2;1;1;1;0
*RATING_4.6;0;6;0;2;4;1;0
*RATING_3.4;2;0;0;1;0;0;1
*RATING_4.2;1;1;2;5;1;2;3
*RATING_2.2;1;0;2;0;0;0;0
*RATING_4.25;0;0;0;0;0;0;0
*RATING_3.8;0;1;2;1;1;4;1
*RATING_4.4;1;1;0;3;2;2;1
*RATING_3.6;1;0;1;0;2;2;1
*RATING_3;4;2;2;0;0;0;1
*RATING_2;1;0;0;0;0;0;1
*RATING_5;0;1;0;0;2;1;7
*RATING_4;1;0;0;2;2;2;2
*RATING_2.6;0;0;3;0;0;0;0
