l;13;8;14;13;13;13;12
un_po;8;5;12;9;4;3;5
in_questo;7;4;3;9;10;5;2
all;5;3;3;8;7;2;5
dell;5;1;3;3;4;3;4
quello_che;4;3;3;1;2;2;3
di_una;1;0;4;2;2;2;3
nell;4;1;2;1;3;3;0
dall;1;0;2;3;4;1;2
é;1;0;0;0;4;2;0
e_che;1;1;1;4;1;2;3
in_cui;2;2;2;3;1;1;1
una_volta;5;0;2;1;1;2;1
e_poi;1;0;4;1;0;2;1
sono_stati;3;2;0;4;0;0;0
di_questo;2;0;1;1;2;1;1
in_particolare;2;0;2;1;2;0;0
in_modo;5;0;1;1;0;0;0
al_momento;3;0;0;1;1;1;1
piu;0;0;1;1;0;1;5
etc;1;2;0;0;1;0;1
di_questa;0;1;0;1;0;0;2
son;0;3;2;1;0;0;0
senz;0;0;1;1;1;1;0
di_fronte;0;1;1;1;0;2;1
per_questo;0;2;2;0;0;0;1
per_cui;2;1;0;0;0;0;0
non_so;3;0;1;0;0;1;0
e_quindi;2;1;0;1;0;0;2
di_cui;1;1;0;1;0;1;1
del_genere;1;0;1;2;0;0;0
sopratutto;2;0;0;1;2;0;0
po;1;1;0;1;0;1;1
per_finire;0;1;1;2;1;0;0
in_generale;2;0;1;0;0;1;0
ha_detto;2;1;0;0;0;0;1
tutt;0;0;0;0;0;1;3
quelli_che;1;0;0;2;0;0;1
mezz;3;0;0;0;0;1;0
ad_esempio;0;0;0;1;1;0;1
quell;2;0;0;0;0;1;0
per_concludere;0;0;1;1;1;0;0
