"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,183755371035299;22,3887457498695;22,3887457498695
"facteur 2";0,158678463046889;19,3333764619834;41,7221222118528
"facteur 3";0,141543178464188;17,2456141957035;58,9677364075563
"facteur 4";0,120092048335571;14,6320095114371;73,5997459189934
"facteur 5";0,115790495372951;14,107908501126;87,7076544201194
"facteur 6";0,100889283757142;12,2923455798806;100
