"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"cortese";0,851;0,252;0,106;0,632;0,752;0,252;0,577
"location";0,495;0,487;0,895;0,495;0,226;0,995;0,099
"gustoso";0,146;0,438;0,027;0,438;0;0,009;0,274
"caffè";0,804;0,076;0,693;0,201;0,726;0,041;0,21
"aperitivo";0,75;0,146;0,132;0,146;0,277;0;0,107
"attento";0,922;0,922;0,274;0,001;0,821;0,033;0,085
"perdere";0,541;0,044;0,183;0,928;0,183;0,189;0,299
"mettere";0,156;0,087;0,606;0,352;0,804;0,352;0,08
"lasciare";0,006;0,167;0,59;0,039;0,032;0,995;0,099
"cenare";0,028;0,352;0,312;0,028;0,606;0,352;0,058
"un_posto";0,352;0,525;0,606;0,156;0,076;0,352;0,306
"sedere";0,543;0,116;0,671;0,724;0,173;0,116;0,145
"porzione";0,448;0,448;0,112;0,368;0,435;0,112;0,833
"pizzeria";0,112;0;0,435;0,448;0,403;0,112;0,079
"pasticceria";0,243;0,243;0,227;0,243;0,227;0,92;0
"abbondante";0,599;0,599;0,446;0,02;0,528;0,599;0,406
"varietà";0,165;0,168;0,151;0,165;0,031;0,165;0,057
"prenotare";0,156;0,352;0,005;0,525;0,312;0,087;0,244
"fritto";0,041;0,804;0,274;0,606;0,274;0,804;0,865
"classico";0,044;0,136;0,972;0,136;0,472;0,928;0,789
"riuscire";0,058;0,276;0,655;0,251;0,057;0,251;0,521
"polpetta";0,076;0,804;0,06;0,201;0,274;0,201;0,21
"pessimo";0,041;0,804;0,255;0,606;0,066;0,312;0,588
"pane";0,165;0,648;0,591;0,648;0,031;0,642;0,499
"interno";0,445;0,397;0,355;0,397;0,003;0,397;0,744
"fantastico";0,214;0,816;0,198;0,816;0,762;0,437;0,017
"esperienza";0,209;0,033;0,664;0,922;0,002;0,146;0,274
"eccezionale";0,804;0,804;0,009;0,804;0,726;0,312;0,588
"conoscere";0,804;0,312;0,693;0,606;0,255;0,804;0,588
"soddisfare";0,312;0,312;0,693;0,201;0,693;0,804;0,865
"grazia";0,244;0,769;0,865;0,244;0,865;0,769;0,193
"vero";0,397;0,397;0,888;0,117;0,087;0,967;0,055
"peccato";0,804;0,804;0,009;0,804;0,274;0,312;0,865
"patata";0,397;0,967;0,153;0,117;0,888;0,397;0,282
"passare";0,397;0,967;0,888;0,397;0,888;0,397;0,008
"nuovo";0,117;0,397;0,888;0,397;0,888;0,117;0,282
"entrare";0,662;0,306;0,05;0,662;0,21;0,08;0,193
"delizioso";0,276;0,251;0,057;0,251;0,78;0,688;0,957
"complimento";0,606;0,606;0,274;0,606;0,726;0,606;0,588
"cioccolato";0,967;0,099;0,355;0,099;0,355;0,397;0
"super";0,352;0,028;0,076;0,883;0,312;0,525;0,306
"squisito";0,099;0,397;0,087;0;0,355;0,967;0,241
"sabato";0,003;0,883;0,606;0,883;0,076;0,352;0,662
"ritornare";0,662;0,013;0,378;0,244;0,588;0,769;0,156
"oggi";0,724;0,724;0,671;0,724;0,671;0,543;0,217
"leggero";0,967;0,018;0,355;0,397;0,888;0,445;0,282
"freddo";0;0,804;0,001;0,312;0,066;0,076;0,05
"discreto";0,244;0,244;0,003;0,013;0,588;0,244;0,156
"curare";0,011;0,112;0,112;0,112;0,112;0,112;0,325
"condire";0,076;0;0,693;0,201;0,693;0,076;0,05
"attesa";0,021;0,642;0,718;0,642;0,591;0,642;0,499
"amatriciana";0,312;0,804;0;0,606;0,066;0,804;0,05
"vicino";0,018;0,117;0,888;0,445;0,087;0,099;0,282
"valere";0,214;0,816;0,096;0,214;0,762;0,214;0,017
"tagliare";0,525;0,087;0,201;0,525;0,041;0,352;0,058
"semplice";0,804;0,804;0,255;0,606;0,274;0,201;0,21
"quartiere";0,165;0,642;0,151;0,021;0,718;0,168;0,499
"quantità";0;0,099;0,355;0,967;0,52;0,099;0,282
"pollo";0;0,724;0,671;0,188;0,671;0,188;0,736
"formaggio";0,146;0,57;0,132;0,003;0,005;0,146;0,433
"carta";0,944;0,112;0,112;0,448;0,017;0,944;0,079
"vista";0,57;0,036;0,825;0,228;0,132;0,57;0,433
"particolare";0,445;0,397;0,355;0;0,355;0,397;0,282
"lungo";0,642;0,165;0,208;0,648;0,151;0,168;0,854
"gentilezza";0,525;0,352;0,804;0,883;0,201;0,883;0,662
"forno";0,146;0,75;0,277;0,75;0,825;0,57;0,966
"decidere";0,397;0,117;0,888;0,117;0,087;0,967;0,744
"cucinare";0,944;0,448;0,403;0,944;0,112;0,368;0,325
"bar";0,168;0,165;0,151;0,165;0,591;0;0,499
"acqua";0,058;0,066;0,314;0,731;0,78;0,276;0,957
"verdura";0,724;0,188;0,608;0,724;0,608;0,116;0,576
"salato";0,295;0,128;0,354;0,505;0,926;0,505;0,478
"ragazza|ragazzo";0,021;0,165;0,591;0,648;0,151;0,165;0,057
"punto";0,57;0,75;0,52;0,57;0,52;0,228;0,385
"problema";0,237;0,277;0,277;0,277;0,261;0,961;0,362
"parlare";0,165;0,021;0,718;0,168;0,151;0,642;0,499
"noto";0,295;0,505;0,926;0,505;0,115;0,057;0,929
"non_sono";0,525;0,352;0,804;0,156;0,312;0,883;0,769
"idea";0,967;0,445;0,087;0,967;0,153;0,099;0,241
"famiglia";0,397;0,397;0,888;0,967;0,888;0,445;0,241
"capitare";0,099;0,967;0,52;0,099;0,355;0,001;0,672
"bottiglia";0,57;0,57;0,005;0,75;0,825;0,146;0,433
"ultimo";0,543;0,188;0,173;0;0,173;0,188;0,736
"taglio";0,317;0;0,879;0,317;0,3;0,827;0,268
"stile";0;0,448;0,978;0,112;0,978;0,448;0,079
"scoprire";0,448;0,112;0,1;0,944;0,978;0,011;0,182
"riso";0,02;0,961;0,261;0,277;0,985;0,237;0,23
"presente";0,168;0,165;0,718;0,648;0,208;0,165;0,499
"possibilità";0,112;0,084;0,978;0,112;0,017;0,944;0,325
"pezzo";0,334;0,92;0,866;0,042;0,227;0,243;0,766
"pena";0,277;0,961;0,277;0,277;0,985;0,277;0,049
"materia";0,448;0,112;0,435;0,448;0,435;0,084;0,833
"gustare";0,642;0,165;0,591;0,648;0,718;0,642;0,057
"focaccia";0,243;0,92;0,866;0,92;0;0,243;0,197
"credere";0,295;0,849;0,926;0,295;0,115;0,128;0,478
"consigliatissimo";0,849;0,128;0,115;0,006;0,458;0,006;0,092
"bravo";0,397;0,117;0,888;0,099;0,888;0,018;0,282
"accoglienza";0,112;0,448;0,978;0,448;0;0,944;0,079
"vivamente";0,146;0,75;0,132;0,57;0,051;0,75;0,385
"tradizionale";0,146;0,228;0,051;0,228;0,52;0,146;0,433
"staff";0,128;0,505;0,458;0,849;0,001;0,849;0,375
"spendere";0,75;0,75;0,52;0,75;0,825;0,75;0,433
"sala";0,011;0,112;0,978;0,944;0,435;0,944;0,079
"rendere";0,57;0,146;0,825;0,57;0,051;0,57;0,385
"prenotazione";0;0,188;0,147;0,724;0,671;0,188;0,145
"preferire";0,445;0,397;0,355;0,018;0,52;0,967;0,068
"pietanza";0,188;0,188;0,147;0,116;0,147;0,724;0,145
"pensare";0,92;0,92;0,056;0,92;0,227;0,92;0,766
"ostiense";0,849;0,849;0,926;0,505;0,926;0,505;0,478
"onesto";0,243;0,334;0,227;0,334;0,056;0,243;0,766
"fermare";0,228;0,75;0,52;0,57;0,277;0,57;0,433
"croccante";0,214;0,074;0,762;0,074;0,762;0,816;0,169
"collega";0,642;0,642;0,031;0,648;0,208;0,165;0,125
"cocktail";0;0,214;0,198;0,816;0,762;0,816;0,169
"accompagnare";0,057;0,128;0,458;0,505;0,009;0,849;0,092
"vecchio";0,505;0,505;0,001;0,505;0,115;0,505;0,478
"simpatia";0,146;0,75;0,825;0,228;0,52;0,57;0,385
"ricco";0,188;0,116;0,173;0,543;0,017;0,724;0,145
"resto";0,849;0,849;0,354;0,505;0,926;0,849;0,375
"pulire";0,57;0,003;0,52;0,75;0,132;0,75;0,433
"proposta";0,505;0,505;0,926;0,849;0,354;0,295;0,375
"positivo";0,505;0,505;0,078;0,505;0,458;0,849;0,478
"pomodoro";0,642;0,021;0,208;0,642;0,591;0,642;0,125
"originale";0,448;0,448;0,403;0,011;0,435;0,448;0,833
"minuto";0,724;0,188;0,001;0,188;0,608;0,188;0,736
"giro";0,944;0,944;0,435;0,112;0,978;0,368;0,833
"giovane";0,437;0,816;0,496;0,816;0,496;0,816;0,169
"giapponese";0;0,418;0,401;0,418;0,401;0,418;0,37
"gelateria";0,317;0,317;0,3;0,317;0,3;0,317;0
"dire_che";0,57;0,228;0,132;0,228;0,051;0,146;0,433
"costo";0,543;0,724;0,017;0,188;0,608;0,188;0,576
"capire";0,642;0,642;0,718;0,648;0,718;0,165;0,297
"banco";0,334;0,334;0,227;0,243;0,227;0,042;0,766
"accogliere";0,448;0,448;0,978;0,944;0,403;0,368;0,182
"zucca";0,188;0,011;0,001;0,188;0,173;0,188;0,576
"uscire";0,92;0,334;0,866;0,92;0,227;0,042;0,197
"saporire";0,448;0,944;0,403;0,944;0,978;0,084;0,833
"rosso";0,724;0,724;0,147;0,543;0,671;0,543;0,145
"pronto";0,92;0,334;0,227;0,92;0,384;0,243;0,486
"presentare";0,188;0,188;0,147;0,116;0,671;0,543;0,576
"perfetto";0,277;0,237;0,985;0,277;0,985;0,02;0,23
"insalata";0,317;0,317;0,18;0,317;0,18;0,15;0,268
"food";0,485;0,315;0,469;0,315;0,469;0,315;0,44
"familiare";0,188;0,543;0,671;0,188;0,017;0,724;0,736
"cura";0,317;0,317;0,879;0,827;0,879;0,15;0,977
"cuore";0,505;0,505;0,458;0,505;0,078;0,057;0,375
"colazione";0,243;0,243;0,227;0,243;0,227;0;0,091
"coda";0,165;0,642;0;0,168;0,151;0,642;0,125
"base";0,188;0,543;0,671;0,188;0,017;0,188;0,217
"tranquillo";0,648;0,642;0,718;0,648;0,718;0,642;0,499
"tiramisù";0,57;0,75;0,005;0,228;0,132;0,146;0,433
"sugo";0,165;0,648;0;0,642;0,591;0,642;0,125
"strepitoso";0,648;0,642;0,718;0,648;0,591;0,642;0,854
"spazio";0,334;0,243;0,227;0,002;0,227;0,334;0,197
"sorpresa";0,648;0,165;0,591;0,165;0,591;0,648;0,006
"secco";0,642;0,642;0,031;0,642;0,151;0,642;0,297
"scarso";0,827;0,827;0,18;0,317;0,3;0,317;0,244
"salso";0,334;0,243;0,227;0,334;0,384;0,334;0,197
"recensioni";0,642;0,648;0,718;0,168;0,151;0,642;0,854
"pausa";0,724;0,543;0,173;0,724;0,173;0;0,145
"ordine";0,001;0,165;0,591;0,165;0,591;0,642;0,297
"occasione";0,021;0,648;0,591;0,165;0,151;0,642;0,297
"mozzarella";0,214;0;0,496;0,214;0,198;0,816;0,169
"misto";0,642;0,165;0,718;0,648;0,031;0,642;0,499
"luogo";0,57;0,228;0,825;0,228;0,52;0,75;0,107
"livello";0,005;0,214;0,496;0,437;0,762;0,214;0,169
"impeccabile";0,214;0,816;0,762;0,816;0;0,816;0,169
"impasto";0,243;0,042;0,866;0,243;0,866;0,334;0,766
"gradevole";0,368;0,944;0,978;0,448;0,112;0,112;0,833
"gestore";0,827;0,827;0,879;0,827;0,3;0,15;0,268
"gentilissimo";0,642;0,642;0,151;0,642;0,208;0,168;0,854
"frequentare";0,724;0,724;0,173;0,724;0,671;0,116;0,217
"fatto";0,214;0,214;0,496;0,074;0,762;0,437;0,664
"domenica";0,011;0,188;0,671;0,011;0,173;0,724;0,145
"deludere";0,92;0,92;0,866;0,92;0,384;0,92;0,766
"contorno";0,165;0,642;0,002;0,168;0,718;0,165;0,125
"cicoria";0,165;0,165;0;0,642;0,591;0,168;0,125
"bruschetta";0,961;0,961;0,985;0,961;0,028;0,277;0,23
"basso";0,214;0,437;0;0,816;0,198;0,214;0,664
"baccalà";0,188;0,011;0,017;0,188;0,671;0,188;0,576
"vivo";0,648;0,642;0,718;0,642;0,208;0,642;0,499
"rapido";0,243;0,92;0,227;0;0,227;0,334;0,197
"proporre";0,334;0,243;0,384;0,002;0,227;0,243;0,197
"posto";0,214;0,816;0,096;0,816;0,762;0,074;0,169
"pecorino";0,243;0,243;0,056;0,334;0,866;0,334;0,197
"pecca";0,243;0,92;0,056;0,334;0,227;0,92;0,766
"pasto";0,317;0,15;0,3;0,15;0,879;0,827;0,268
"passato";0,92;0,92;0,384;0,243;0,866;0,334;0,766
"olio";0,237;0,277;0,985;0,961;0,277;0,277;0,885
"fiore";0,214;0,005;0,496;0,214;0,762;0,214;0,612
"evitare";0,228;0,57;0,277;0,57;0,132;0,57;0,385
"economico";0,214;0,437;0,496;0,214;0,496;0,437;0,664
"crudo";0,243;0,334;0,866;0,243;0,384;0,243;0,091
"condimento";0,334;0,042;0,227;0,92;0,227;0,334;0,197
"buffet";0,002;0,363;0,723;0,674;0,346;0,363;0,314
"bibita";0,042;0,243;0,227;0,243;0,866;0,002;0,197
"bevanda";0,02;0,277;0,985;0,277;0,277;0,961;0,23
"bancone";0,437;0,816;0,198;0,214;0,762;0,005;0,664
"attenzione";0,005;0,214;0,762;0,214;0,762;0,437;0,664
"aprire";0,334;0,92;0,866;0,243;0,227;0,042;0,766
"trattare";0,317;0,827;0,011;0,317;0,879;0,317;0,977
"tagliere";0,277;0,277;0,985;0,02;0,028;0,277;0,23
"storico";0,363;0,363;0,099;0,674;0,346;0,363;0,141
"splendido";0,243;0,243;0,384;0,334;0,384;0,92;0,766
"sperare";0,437;0,437;0,096;0,214;0,198;0,214;0,612
"speciale";0,074;0,214;0,198;0,437;0,762;0,437;0,664
"rustico";0,317;0,827;0,3;0,15;0,3;0,827;0,244
"romanesco";0,317;0,317;0,3;0;0,3;0,827;0,977
"rispondere";0,074;0,214;0,496;0,214;0,762;0,816;0,612
"professionalità";0,074;0,437;0,762;0,214;0,762;0,816;0,664
"professionale";0,57;0,75;0,277;0,228;0,52;0,75;0,107
"piazza";0,243;0,042;0,866;0,243;0,866;0,334;0,766
"panna";0,188;0,188;0,671;0,188;0,173;0,724;0
"manzo";0,243;0,243;0,384;0,042;0,056;0,243;0,197
"ideale";0,961;0,961;0,261;0,237;0,261;0,237;0,885
"hamburger";0,674;0,363;0,003;0,363;0,346;0,363;0,816
"gruppo";0,116;0,724;0,147;0,724;0,671;0,724;0,145
"gricia";0,188;0,188;0,147;0;0,671;0,188;0,145
"gestire";0,042;0,243;0,227;0,243;0,227;0,334;0,091
"genuino";0,188;0,724;0,173;0,188;0,608;0;0,576
"fungo";0,277;0,237;0,985;0,961;0,985;0,961;0,885
"crema";0,188;0,188;0,017;0,724;0,173;0,188;0,002
"continuare";0,008;0,317;0,3;0,317;0,879;0,827;0,977
"bicchiere";0,02;0,277;0,261;0,961;0,277;0,961;0,23
"bere";0,011;0,188;0,671;0,724;0,608;0,543;0,145
"bambino";0,188;0,543;0,173;0,724;0,671;0,543;0,033
"aspettare";0,543;0,188;0,147;0,188;0,173;0,116;0,736
"apprezzare";0,543;0,724;0,608;0,543;0,147;0,188;0,145
"amichevole";0,816;0,214;0,762;0,214;0,008;0,437;0,664
"aggiungere";0,334;0,243;0,227;0,334;0,056;0,243;0,766
"visita";0,92;0,92;0,227;0,92;0,866;0,334;0,486
"tenere";0,042;0,243;0,866;0,243;0,866;0,243;0,091
"spritz";0,237;0,277;0,261;0,277;0,985;0,001;0,23
"scadente";0,237;0,961;0,277;0,277;0,277;0,277;0,23
"salume";0,214;0,816;0,762;0,005;0,096;0,214;0,169
"richiesta";0,827;0,317;0,18;0,827;0,3;0,827;0,977
"possibile";0,961;0,277;0,001;0,961;0,261;0,961;0,23
"pistacchio";0,961;0,277;0,261;0,961;0,985;0,277;0,002
"passaggio";0,317;0,827;0,879;0,827;0,3;0,317;0,021
"palato";0,277;0,277;0,261;0,02;0,277;0,961;0,885
"osteria";0,277;0,237;0,277;0,02;0,261;0,277;0,23
"organizzare";0,002;0,363;0,346;0,674;0,346;0,363;0,816
"offerta";0,92;0,243;0;0,334;0,227;0,243;0,197
"norma";0,214;0,816;0,198;0,437;0,496;0,816;0,148
"migliorare";0,317;0,827;0,879;0,827;0,18;0,317;0,977
"meritare";0,243;0,243;0;0,243;0,866;0,92;0,766
"interessante";0,961;0,277;0,985;0,237;0,277;0,277;0,885
"giudia";0,277;0,277;0,261;0;0,261;0,277;0,23
"facile";0,92;0,243;0,866;0,243;0,056;0,243;0,091
"drink";0,007;0,485;0,469;0,485;0,469;0,315;0,44
"difficile";0,334;0,243;0,056;0,92;0,227;0,334;0,197
"cordialità";0,277;0,237;0,261;0,961;0,985;0,02;0,23
"considerare";0,237;0,277;0,001;0,277;0,261;0,277;0,885
"certo";0,243;0,334;0,866;0,243;0,384;0,334;0,766
"cercare";0,277;0,961;0,261;0,961;0,985;0,02;0,885
"biscotto";0,961;0,277;0,261;0,277;0,277;0,961;0,049
"amare";0,92;0,243;0,227;0,334;0,384;0,334;0,766
"amante";0,92;0,243;0,227;0,334;0,003;0,92;0,197
"visitare";0,237;0,277;0,261;0,237;0,985;0,961;0,885
"vegetariano";0,243;0,92;0,866;0,92;0,384;0,042;0,197
"vasto";0,961;0,961;0,261;0,237;0,277;0,277;0,885
"top";0,674;0,674;0,723;0,674;0,723;0,363;0,314
"teatro";0,674;0,08;0,346;0,674;0,723;0,363;0,314
"tartufo";0,363;0,674;0,346;0,363;0,099;0,674;0,816
"signore";0,363;0,363;0,346;0,674;0,346;0,08;0,141
"sicuro";0,237;0,237;0,261;0,961;0,261;0,961;0,885
"scoperta";0,961;0,961;0,261;0,02;0,985;0,961;0,23
"ripieno";0,277;0,237;0,261;0,277;0,261;0,237;0,049
"ricordare";0,92;0,92;0,384;0,243;0,056;0,92;0,197
"qualita";0,277;0,277;0,277;0,277;0,985;0,277;0,002
"piadina";0,485;0,485;0,469;0,485;0,349;0,315;0,416
"patatina";0,042;0,92;0,227;0,243;0,866;0,334;0,766
"passo";0,243;0,243;0,384;0,042;0,227;0,334;0,766
"non_solo";0,214;0,437;0,762;0,214;0,496;0,816;0,148
"modico";0,961;0,001;0,261;0,277;0,261;0,277;0,362
"moderno";0,334;0,243;0,056;0,92;0,227;0,334;0,197
"massimo";0,042;0,243;0,866;0,334;0,866;0,92;0,197
"mancare";0,334;0,92;0,866;0,334;0,866;0,92;0,197
"leggermente";0,277;0,277;0,261;0,02;0,001;0,277;0,23
"guanciale";0,317;0,317;0,18;0,008;0,3;0,317;0,977
"frutta";0,08;0,363;0,346;0,674;0,346;0,674;0,816
"finire";0,237;0,961;0,985;0,237;0,985;0,277;0,23
"festa";0,008;0,317;0,3;0,827;0,879;0,317;0,977
"famoso";0,827;0,317;0,879;0,15;0,879;0,317;0,977
"esterno";0,827;0,317;0,879;0,827;0,879;0,827;0,977
"dimenticare";0,961;0,961;0,985;0,001;0,261;0,277;0,23
"coppia";0,827;0,317;0,18;0,827;0,18;0,317;0,268
"consegna";0,827;0,827;0,3;0,317;0,3;0,827;0,021
"calice";0,724;0,188;0,017;0,543;0,147;0,188;0,145
"bianco";0,92;0,334;0,227;0,243;0,384;0,243;0,091
"avviso";0,502;0,418;0,041;0,418;0,545;0,418;0,37
"assaggio";0,961;0,961;0,277;0,237;0,985;0,277;0,23
"artigianale";0,363;0,674;0,346;0,363;0,346;0,363;0
"amaro";0,92;0,92;0,384;0,042;0,866;0,243;0,197
"vuoto";0,02;0,961;0,261;0,277;0,985;0,277;0,362
"vaccinara";0,277;0,961;0;0,961;0,261;0,277;0,23
"turista";0,418;0,418;0,545;0;0,401;0,418;0,37
"tonnarelli";0,277;0,961;0,261;0;0,261;0,277;0,23
"titolare";0,363;0,08;0,346;0,674;0,723;0,363;0,816
"specie";0,334;0,243;0,384;0,92;0,866;0,92;0,766
"spaghetto";0,961;0,277;0,277;0,02;0,985;0,277;0,23
"sorridente";0,277;0,237;0,261;0,277;0,277;0,961;0,362
"sfizioso";0,001;0,277;0,261;0,237;0,985;0,277;0,23
"settimana";0,277;0,277;0,277;0,277;0,985;0,001;0,23
"ripetere";0,961;0,277;0,277;0,961;0,277;0,277;0,885
"rigatone";0,277;0,237;0,985;0,001;0,261;0,277;0,23
"ricotta";0,277;0,277;0,261;0,001;0,985;0,961;0,885
"recare";0,961;0,001;0,985;0,277;0,261;0,277;0,885
"raffinato";0,277;0,277;0,261;0,961;0;0,277;0,23
"prossimo";0,816;0,437;0,198;0,816;0,762;0,074;0,664
"preparazione";0,005;0,214;0,198;0,816;0,762;0,437;0,664
"permettere";0,277;0,277;0,277;0,961;0,028;0,961;0,23
"particolarmente";0,02;0,277;0,261;0,237;0,261;0,961;0,885
"notare";0,002;0,363;0,346;0,363;0,723;0,674;0,314
"melanzana";0,277;0,237;0,261;0,277;0,028;0,961;0,885
"locale_che";0,317;0,827;0,3;0,827;0,011;0,317;0,977
"lista";0,334;0,243;0,227;0,002;0,384;0,243;0,197
"italiano";0;0,317;0,3;0,317;0,3;0,317;0,977
"intimo";0,243;0,243;0,227;0,042;0;0,243;0,197
"inizio";0,502;0,418;0,545;0,418;0,545;0,418;0,629
"fortuna";0;0,317;0,3;0,317;0,879;0,317;0,977
"forte";0,277;0,277;0,261;0,961;0,028;0,02;0,23
"figlio";0,334;0,92;0,227;0,334;0,227;0,92;0,486
"creare";0,237;0,961;0,261;0,961;0,985;0,277;0,362
"cottura";0,961;0,277;0,277;0,961;0,028;0,277;0,23
"cortesia";0,92;0,92;0,227;0,92;0,003;0,92;0,197
"cornetto";0,827;0,317;0,3;0,317;0,3;0,15;0,021
"compleanno";0,317;0,317;0,18;0,827;0,879;0,317;0,244
"compagnia";0,334;0,334;0,384;0,243;0,384;0,243;0,197
"chiudere";0,237;0,277;0,985;0,961;0,261;0,961;0,362
"cambiare";0,674;0,363;0,003;0,363;0,723;0,363;0,314
"bastare";0,237;0,961;0,277;0,277;0,261;0,961;0,885
"bagno";0;0,243;0,866;0,92;0,227;0,243;0,766
"affollare";0,502;0,418;0,545;0,031;0,401;0,418;0,37
"vita";0,277;0,277;0,261;0,237;0,261;0,02;0,362
"superlativo";0,827;0,827;0,879;0,317;0,18;0,827;0,268
"superiore";0,418;0,418;0,545;0,502;0,401;0,502;0,629
"strada";0,08;0,363;0,723;0,363;0,723;0,674;0,314
"stella";0,08;0,363;0,099;0,674;0,346;0,363;0,314
"spiegare";0;0,363;0,346;0,363;0,723;0,363;0,314
"sottile";0,317;0,15;0,18;0,317;0,879;0,827;0,268
"solito";0,277;0,277;0,261;0,237;0,261;0,277;0
"soddisfacente";0,961;0,277;0,028;0,237;0,985;0,277;0,23
"scrivere";0,237;0,277;0,277;0,961;0,985;0,277;0,885
"sbagliare";0,002;0,674;0,346;0,363;0,346;0,674;0,314
"salsiccia";0,418;0,031;0,401;0,418;0,545;0,502;0,37
"salmone";0;0,317;0,3;0,827;0,3;0,827;0,268
"risultare";0,363;0,363;0,099;0,674;0,099;0,363;0,314
"rilassare";0,827;0,317;0,3;0,317;0,18;0,008;0,268
"ricerca";0,08;0,363;0,723;0,674;0,346;0,363;0,816
"raggiungere";0,237;0,961;0,277;0,277;0,985;0,961;0,23
"profumo";0,317;0,317;0,3;0,827;0,18;0,008;0,268
"polpo";0,031;0,418;0,401;0,502;0,545;0,418;0,37
"personalmente";0,418;0,418;0,545;0,502;0,401;0,418;0,062
"optare";0,363;0,674;0,723;0,363;0,099;0,363;0,816
"moglie";0,317;0,827;0,3;0,827;0,879;0,827;0,244
"manco";0,674;0,674;0,346;0,08;0,346;0,363;0,816
"live";0,007;0,485;0,469;0,485;0,349;0,485;0,44
"invitante";0,827;0,827;0,3;0,317;0,879;0,827;0,244
"insieme";0,961;0,277;0,985;0,237;0,277;0,277;0,885
"fila|filo";0,418;0,418;0,545;0,418;0,401;0,502;0,062
"elegante";0,827;0,317;0,879;0,317;0;0,317;0,268
"efficiente";0,92;0,92;0,384;0,92;0,227;0,042;0,197
"domicilio";0,315;0,315;0,469;0,485;0,469;0,485;0,416
"diventare";0,674;0,674;0,099;0,363;0,346;0,363;0,816
"concerto";0,031;0,418;0,401;0,418;0,041;0,418;0,37
"comprendere";0,317;0,317;0;0,317;0,3;0,827;0,977
"complesso";0,961;0,961;0,985;0,961;0,028;0,277;0,23
"commensale";0,363;0,363;0;0,674;0,346;0,363;0,314
"cassa";0,002;0,363;0,346;0,363;0,346;0,674;0,816
"brunch";0,007;0,485;0,469;0,315;0,469;0,485;0,44
"bellissima";0,15;0,317;0,879;0,317;0,18;0,317;0,977
"autentico";0,363;0,363;0,346;0,08;0,723;0,674;0,816
"aspetto";0,827;0,317;0,3;0,15;0,879;0,15;0,268
"aspettativa";0,277;0,961;0,985;0,237;0,277;0,277;0,885
"ascoltare";0,031;0,418;0,545;0,418;0,545;0,418;0,37
"aria";0,15;0,317;0,3;0,317;0,18;0,317;0,244
"alzare";0,031;0,418;0,545;0,418;0,401;0,418;0,629
"alice";0,502;0,502;0,401;0,502;0,401;0,502;0,37
"zuppa";0;0,418;0,401;0,418;0,401;0,418;0,629
"voto";0,961;0,277;0,277;0,237;0,985;0,277;0,885
"trippa";0,317;0,317;0,011;0,15;0,3;0,827;0,268
"tortino";0,827;0,317;0,3;0,15;0,18;0,317;0,977
"torno";0,363;0,363;0,723;0,363;0,723;0,08;0,816
"tonno";0,502;0,418;0,401;0,502;0,041;0,418;0,37
"spuntino";0,418;0;0,401;0,418;0,401;0,502;0,37
"spettacolare";0,363;0,674;0,723;0,363;0,723;0,363;0,141
"situare";0,485;0,485;0,469;0,315;0,349;0,315;0,44
"sito";0,031;0,418;0,545;0,502;0,401;0,418;0,37
"sedia";0,237;0,277;0,985;0,961;0,985;0,961;0,885
"sconsigliare";0,502;0,418;0,545;0,031;0,401;0,418;0,37
"rivisitare";0,961;0,961;0,277;0,961;0,985;0,961;0,23
"ritardo";0,827;0,317;0,879;0,317;0,3;0,15;0,244
"ricordo";0,674;0,363;0,099;0,674;0,346;0,674;0,314
"recensione";0,827;0,317;0,879;0,317;0,3;0,15;0,244
"raviolo";0,001;0,277;0,985;0,237;0,261;0,277;0,23
"pubblico";0,08;0,363;0,346;0,08;0,346;0,674;0,314
"prosciutto";0,363;0,08;0,723;0,674;0,723;0,363;0,314
"presenza";0,827;0,317;0,879;0,317;0,011;0,827;0,268
"preciso";0,002;0,363;0,346;0,674;0,346;0,674;0,314
"pranzare";0,961;0,277;0,261;0,961;0,261;0,001;0,885
"oliva";0,827;0,15;0,879;0,317;0,3;0,15;0,268
"naturale";0,418;0,502;0,401;0,031;0,401;0,502;0,37
"mesa|mese";0,031;0,418;0,545;0,418;0,401;0,502;0,37
"mattina|mattino";0,363;0,674;0,346;0,674;0,346;0,674;0,141
"margherita";0,317;0;0,3;0,827;0,3;0,317;0,268
"mare";0,277;0,277;0,028;0,001;0,261;0,277;0,23
"lavorare";0,418;0,502;0,401;0,418;0,401;0,502;0,062
"informale";0,363;0,674;0,723;0,08;0,723;0,363;0,314
"grado";0,315;0,485;0,469;0,485;0,349;0,485;0,416
"girare";0,237;0,277;0,985;0,961;0,261;0,237;0,885
"gestione";0,674;0,363;0,723;0,363;0,346;0,674;0,141
"generoso";0,502;0,418;0,545;0,502;0,545;0,418;0,37
"gambero";0,502;0,418;0,545;0,031;0,401;0,418;0,37
"fratello";0,485;0,485;0,349;0,485;0,349;0,315;0,44
"foto";0,418;0,502;0,545;0,418;0,401;0,502;0,629
"fornire";0,317;0,827;0,879;0,317;0,879;0,827;0,244
"fisso";0,827;0,317;0,879;0,317;0;0,317;0,268
