"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"ottimo";-3,584;3,37;-0,078;0,118;1,38;0,118;-2,082
"locale";2,956;0,195;0,33;1,168;3,313;-4,462;-11,162
"buono";-0,874;-0,083;1,258;1,014;3,072;-0,083;-5,188
"fare";3,373;-4,776;0,085;-0,213;-1,928;1,593;0,393
"prezzo";-0,039;2,956;-0,002;2,956;0,33;-4,462;-2,421
"qualità";0,241;1,101;-0,909;0,241;1,496;-5,286;0
"servizio";0,407;0,407;3,641;11,584;1,874;-7,184;-24,939
"pizza";-2,258;25,754;-0,215;0,085;-0,215;-2,258;-1,727
"piatto";-0,183;-4,173;12,432;11,158;3,808;-6,663;-13,243
"mangiare";0,055;-0,745;4,199;0,614;-1,35;-3,845;0,697
"primo";-0,008;-2,959;0,45;10,082;2,998;-2,959;-3,866
"personale";2,161;0,821;-7,689;4,138;-0,001;0,117;-3,083
"romano";-10,082;5,126;16,826;7,884;-1,443;-2,382;-9,616
"provare";-1,239;0,251;-0,681;2,489;0,05;0,251;-0,628
"cibo";3,808;-0,559;-2,243;3,808;0,369;0,11;-5,751
"ristorante";-0,007;-5,278;3,484;10,455;12,14;-8,125;-10,563
"tornare";-0,251;-2,489;0,09;7,44;1,822;-1,081;-1,471
"trovare";1,591;-3,883;0,206;1,591;-4,72;3,24;-0,301
"prendere";1,208;0;-0,047;0;-5,444;0;1,888
"gentile";0,126;0,798;0,356;0,126;0,005;-0,522;-2,126
"roma";-2,17;-0,146;4,257;-0,86;-1,27;0,502;1,077
"consiglio";0,012;0,012;-2,967;2,977;0,142;-0,183;-0,017
"cena";1,208;-2,605;20,652;-1,148;12,154;-10,51;-10,085
"cucina";0,31;-0,28;8,745;1,208;1,877;-2,605;-13,551
"testaccio";-1,963;0,753;-2,419;0,753;-2,419;13,721;-0,625
"vino";-0,473;-8,915;1,928;20,104;6,295;-1,593;-10,911
"dire";0,027;-0,86;2,346;-0,146;-1,27;0,027;0,281
"tavolo";2,833;-0,571;0,791;1,152;0,087;-0,571;-5,251
"scelta";0,617;-0,117;-0,277;1,822;1,262;-2,161;-0,759
"dolce";-0,007;-8,125;1,762;10,455;-0,688;-1,419;0,127
"porre";1,602;0,021;-0,364;0,497;-0,003;1,602;-6,345
"amico";4,895;-0,319;-0,569;0;-0,045;0;-0,351
"consigliare";-1,419;-1,419;-0,084;4,525;1,762;-0,007;-0,454
"buonissimo";-3,801;3,533;-1,109;0,057;-2,517;-0,095;7,036
"solo";12,552;-1,257;0,191;0,002;-5,783;0,002;-0,211
"venire";4,785;0,142;-0,943;2,509;-0,943;-0,69;-1,526
"pranzo";-1,421;2,894;2,191;0,296;-0,603;0,296;-4,669
"antipasto";-0,148;-4,678;5,503;14,163;5,503;-7,593;-9,292
"accogliente";0,219;0,219;-0,084;-0,407;1,762;1,043;-4,926
"sicuramente";1,602;-0,174;-0,003;0,497;1,077;-7,08;0,009
"gusto";-3,183;0,545;-6,258;10,634;-1,617;-0,273;4,115
"grande";0,083;-0,129;0,02;-0,129;0,595;-2,736;1,149
"volere";1,466;0,002;-0,489;-0,29;-1,608;0,394;0,393
"veloce";-0,473;4,776;0,686;0,213;-0,085;0,213;-7,661
"bello";1,26;-0,001;0,124;-0,001;2,191;-1,421;-2,63
"panino";0,036;0,036;-2,486;-2,317;-0,551;13,068;-0,008
"carino";-1,101;3,031;-1,496;0,39;6,686;-1,101;-2,405
"cameriere";4,785;-2,057;9,916;2,509;-0,943;-4,153;-5,569
"zona";2,172;-0,195;0,002;-0,195;-0,33;0,697;-0,679
"piccolo";-0,473;-1,593;0,072;-0,473;0,072;2,595;0,197
"servire";2,509;-0,052;1,914;-0,052;-0,943;0,961;-5,569
"ordinare";6,919;-0,273;3,249;0,012;-1,617;-3,183;-0,826
"arrivare";16,992;-1,864;4,318;-0,571;-4,34;-0,571;-1,335
"simpatico";-0,29;0,002;-0,489;-0,29;-0,489;8,761;-0,211
"casa";0,043;1,94;-2,886;10,054;-1,257;-4,678;0,07
"pepe";-6,681;1,152;14,911;22,39;-4,34;-3,901;-8,177
"disponibile";0,791;0,085;-4,895;0,791;6,01;-0,094;-3,501
"carciofo";-5,037;-2,521;7,814;24,766;-2,839;0,146;-6,164
"anno";-2,057;-2,057;1,914;-0,69;-0,146;-4,153;19,257
"serata";18,066;-0,462;0,148;-0,462;0,972;-1,679;-7,822
"sapore";1,94;-0,148;-0,295;0,043;0,001;-2,466;0,666
"euro";4,97;-1,014;7,099;-2,736;-1,258;-1,014;-0,018
"ambiente";-1,102;-1,102;1,203;0,509;11,483;-1,102;-4,067
"tipico";0,039;-0,195;3,671;4,462;-0,33;-2,956;-2,013
"menù";2,503;-2,736;1,966;8,274;0,595;-5,296;-6,481
"fresco";-0,076;-0,076;-2,839;-0,076;0,055;5,526;-0,001
"cacio";-6,108;1,607;12,36;19,216;-3,813;-3,416;-7,475
"sera";2,833;-0,021;7,142;-0,571;-4,34;-1,864;0
"secondo";0;-1,501;2,866;19,216;-1,809;-1,501;-4,638
"pasta";-3,655;-0,462;7,775;5,768;-0,047;-1,679;-1,155
"carbonaro";-4,783;-0,035;12,828;3,28;0,111;-2,312;-3,235
"carne";0,466;-1,913;1,466;0,466;3,543;-4,292;-1,018
"proprietario";-0,867;1,077;-2,839;-2,521;2,296;-0,076;3,233
"eccellente";-0,462;-0,462;-0,667;13,207;0,972;-1,679;-1,155
"cliente";9,044;-0,867;-0,164;-2,521;0,055;-0,076;-0,001
"atmosfera";0,002;-2,904;-0,489;-0,29;10,754;0,002;-0,211
"musico";18,777;-1,023;-1,198;-1,023;3,547;-1,023;-3,856
"ingrediente";-0,601;1,577;-4,867;-2,11;1,198;6,811;-0,215
"gelato";-0,125;-1,732;-1,859;-1,732;-0,181;-1,732;32,681
"unico";-0,01;-0,01;1,198;-2,11;-0,051;-0,01;0,637
"tradizione";-5,296;-2,736;7,099;23,215;0,02;-1,014;-6,481
"tempo";-1,913;-1,913;3,543;0;0,291;-1,913;2,425
"friggere";-1,913;7,555;6,521;0,466;-2,175;-4,292;-1,018
"via";0,335;-2,11;5,831;-2,11;-0,785;-4,535;7,237
"rimanere";-0,374;-0,374;-0,001;-1,722;16,537;-1,722;-0,072
"proprio";-1,538;0,036;0,581;-1,538;0,004;2,621;-0,027
"portare";0,626;-1,722;0,421;2,227;1,775;-4,054;-0,849
"menu";0,039;-2,956;0,45;4,462;9,993;-5,56;-4,055
"medio";0,697;-2,956;0,45;2,172;0,45;-1,168;-0,679
"pagare";6,964;-0,118;-0,2;3,584;-0,2;-1,188;-4,124
"pieno";1,077;1,077;0,055;1,077;-1,092;-0,867;-1,587
"giusto";1,607;-0,362;-0,017;-0,362;0,228;0;-0,17
"conto";-0,01;-2,11;13,951;0,335;-0,051;-2,11;-1,198
"chiedere";9,293;-0,276;-0,399;0,036;-0,399;-3,822;0,251
"caldo";0,466;-4,292;-0,645;0;1,466;1,881;-0,135
"sushi";15,044;-1,002;-1,075;-1,002;-1,075;0,048;0,001
"prodotto";4,172;1,636;-3,381;-1,023;-0,122;-3,151;2,537
"piacevole";9,044;-5,037;-1,092;-0,867;2,296;0,146;-0,42
"migliore";-0,276;-0,276;2,129;2,621;-1,764;-0,276;-0,027
"diverso";-1,913;-1,913;1,466;4,244;3,543;-1,913;-1,018
"ampio";-0,061;-0,061;-0,122;4,172;0,156;-0,061;-1,569
"sentire";1,577;-0,01;-2,39;1,577;-0,785;-0,601;0,637
"preparare";2,871;-0,076;-5,405;5,526;-0,164;-0,867;-0,001
"pesce";1,636;-1,023;-1,198;0,266;3,547;-1,023;-0,293
"assaggiare";-0,374;0,008;0,421;-0,374;-1,966;0,008;2,862
"trattoria";-2,936;-0,866;18,777;8,912;-1,023;-2,936;-3,593
"rapporto";-2,11;1,577;1,198;1,577;1,198;-4,535;-1,198
"cordiale";-4,783;-0,73;-2,611;1,311;5,209;1,311;0,004
"vedere";-0,601;-0,601;0,189;1,577;0,189;-0,01;-0,215
"torta";-1,545;-0,054;-1,658;-1,545;-0,092;-1,545;27,145
"piacere";-0,129;-2,736;0,02;-1,014;-0,241;0,874;5,188
"offrire";14,161;-0,276;0,004;-1,538;0,004;-1,538;-0,69
"mercato";-2,317;1,095;-0,551;-0,443;-2,486;19,992;-0,785
"alto";-0,482;0,466;1,466;1,881;0,291;-4,292;-1,018
"supplì";-2,519;34,505;0,609;-0,575;-2,703;-0,575;-3,083
"scegliere";0,266;1,636;-0,122;0,266;0,156;-1,023;-1,569
"ragazzo";3,07;0,086;-1,569;1,046;-0,293;-0,191;-0,544
"birra";3,07;0,086;0,777;-1,36;0,029;-1,36;-0,544
"persona";3,07;-1,36;0,029;3,07;-0,293;-1,36;-0,544
"giorno";0,817;-3,822;0,581;2,621;0,004;-1,538;-0,027
"cortese";-0,035;1,311;-2,611;0,229;-0,1;1,311;-0,31
"location";0,466;-0,482;-0,017;0,466;1,466;0;-2,724
"gustoso";-2,11;-0,601;-4,867;-0,601;13,951;6,811;-1,198
"caffè";-0,061;-3,151;0,156;1,636;-0,122;4,172;-1,569
"aperitivo";0,101;-2,118;-2,273;-2,118;1,18;22,59;-2,592
"attento";-0,01;-0,01;1,198;10,804;-0,051;-4,535;-2,976
"perdere";-0,374;-4,054;1,775;0,008;1,775;-1,722;1,078
"mettere";2,014;-2,936;0,266;-0,866;-0,061;-0,866;3,07
"lasciare";7,555;-1,913;0,291;4,244;-4,606;0;-2,724
"cenare";4,849;-0,866;-1,023;4,849;0,266;-0,866;-3,593
"un_posto";-0,866;0,404;0,266;2,014;-3,151;-0,866;1,046
"sedere";0,371;2,468;-0,181;-0,125;-1,859;2,468;-2,12
"porzione";-0,575;-0,575;2,525;0,81;0,609;-2,519;-0,045
"pizzeria";-2,519;34,505;0,609;-0,575;-0,699;-2,519;-3,083
"pasticceria";-1,36;-1,36;-1,46;-1,36;-1,46;-0,01;32,058
"abbondante";-0,276;-0,276;0,581;5,446;-0,399;-0,276;-0,69
"varietà";-1,923;1,902;-2,064;-1,923;4,661;-1,923;3,615
"prenotare";2,014;-0,866;7,875;0,404;-1,023;-2,936;-1,36
"fritto";4,172;-0,061;-1,198;0,266;-1,198;-0,061;0,029
"classico";-4,054;2,227;-0,001;2,227;-0,516;0,008;-0,072
"riuscire";3,584;-1,188;-0,2;1,316;-3,616;1,316;-0,411
"polpetta";-3,151;-0,061;3,547;1,636;-1,198;1,636;-1,569
"pessimo";4,172;-0,061;1,297;0,266;-3,381;-1,023;-0,293
"pane";-1,923;0,209;-0,289;0,209;4,661;-0,216;-0,456
"interno";0,583;-0,716;-0,857;-0,716;8,988;-0,716;-0,107
"fantastico";-1,545;-0,054;-1,658;-0,054;-0,092;0,603;5,702
"esperienza";1,577;-4,535;0,189;-0,01;9,455;-2,11;-1,198
"eccezionale";-0,061;-0,061;6,905;-0,061;-0,122;-1,023;-0,293
"conoscere";-0,061;-1,023;0,156;0,266;1,297;-0,061;-0,293
"soddisfare";-1,023;-1,023;0,156;1,636;0,156;-0,061;0,029
"grazia";-1,36;0,086;0,029;-1,36;0,029;0,086;1,693
"vero";-0,716;-0,716;-0,02;2,46;-2,925;-0,002;3,696
"peccato";-0,061;-0,061;6,905;-0,061;-1,198;-1,023;0,029
"patata";-0,716;-0,002;2,041;2,46;-0,02;-0,716;-1,159
"passare";-0,716;-0,002;-0,02;-0,716;-0,02;-0,716;7,141
"nuovo";2,46;-0,716;-0,02;-0,716;-0,02;2,46;-1,159
"entrare";-0,191;1,046;-3,856;-0,191;-1,569;3,07;1,693
"delizioso";-1,188;1,316;-3,616;1,316;0,078;0,161;0,003
"complimento";0,266;0,266;-1,198;0,266;-0,122;0,266;-0,293
"cioccolato";-0,002;-2,726;-0,857;-2,726;-0,857;-0,716;32,166
"super";-0,866;4,849;-3,151;-0,022;-1,023;0,404;1,046
"squisito";-2,726;-0,716;-2,925;15,864;-0,857;-0,002;1,375
"sabato";8,912;-0,022;0,266;-0,022;-3,151;-0,866;-0,191
"ritornare";-0,191;6,159;0,777;-1,36;-0,293;0,086;-2,009
"oggi";-0,125;-0,125;-0,181;-0,125;-0,181;0,371;1,522
"leggero";-0,002;5,632;-0,857;-0,716;-0,02;0,583;-1,159
"freddo";12,743;-0,061;11,372;-1,023;-3,381;-3,151;-3,856
"discreto";-1,36;-1,36;9,093;6,159;-0,293;-1,36;-2,009
"curare";6,543;-2,519;2,525;-2,519;2,525;-2,519;-0,967
"condire";-3,151;12,743;0,156;1,636;0,156;-3,151;-3,856
"attesa";5,294;-0,216;0,13;-0,216;-0,289;-0,216;-0,456
"amatriciana";-1,023;-0,061;23,631;0,266;-3,381;-0,061;-3,856
"vicino";5,632;2,46;-0,02;0,583;-2,925;-2,726;-1,159
"valere";-1,545;-0,054;2,776;-1,545;-0,092;-1,545;5,702
"tagliare";0,404;-2,936;1,636;0,404;4,172;-0,866;-3,593
"semplice";-0,061;-0,061;1,297;0,266;-1,198;1,636;-1,569
"quartiere";-1,923;-0,216;-2,064;5,294;0,13;1,902;-0,456
"quantità";22,923;-2,726;-0,857;-0,002;0,415;-2,726;-1,159
"pollo";12,222;-0,125;-0,181;-1,732;-0,181;-1,732;0,114
"formaggio";-2,118;-0,323;-2,273;8,875;7,929;-2,118;-0,614
"carta";0,005;-2,519;2,525;-0,575;5,747;0,005;-3,083
"vista";-0,323;4,377;0,049;1,453;-2,273;-0,323;-0,614
"particolare";0,583;-0,716;-0,857;15,864;-0,857;-0,716;-1,159
"lungo";-0,216;-1,923;1,588;0,209;-2,064;1,902;0,034
"gentilezza";0,404;-0,866;-0,061;-0,022;1,636;-0,022;-0,191
"forno";-2,118;0,101;1,18;0,101;0,049;-0,323;0,002
"decidere";-0,716;2,46;-0,02;2,46;-2,925;-0,002;-0,107
"cucinare";0,005;-0,575;-0,699;0,005;2,525;0,81;-0,967
"bar";1,902;-1,923;-2,064;-1,923;-0,289;17,18;-0,456
"acqua";3,584;-3,37;1,014;-0,118;0,078;-1,188;0,003
"verdura";-0,125;-1,732;0,263;-0,125;0,263;2,468;-0,313
"salato";1,095;-2,317;0,86;-0,443;0,009;-0,443;0,503
"ragazza|ragazzo";5,294;-1,923;-0,289;0,209;-2,064;-1,923;3,615
"punto";-0,323;0,101;-0,413;-0,323;-0,413;1,453;0,754
"problema";1,4;-1,179;1,182;-1,179;-1,266;0,002;0,832
"parlare";-1,923;5,294;0,13;1,902;-2,064;-0,216;-0,456
"noto";1,095;-0,443;0,009;-0,443;-2,486;3,62;-0,008
"non_sono";0,404;-0,866;-0,061;2,014;-1,023;-0,022;0,086
"idea";-0,002;0,583;-2,925;-0,002;2,041;-2,726;1,375
"famiglia";-0,716;-0,716;-0,02;-0,002;-0,02;0,583;1,375
"capitare";-2,726;-0,002;0,415;-2,726;-0,857;10,1;0,179
"bottiglia";-0,323;-0,323;7,929;0,101;0,049;-2,118;-0,614
"ultimo";0,371;-1,732;-1,859;19,877;-1,859;-1,732;0,114
"taglio";-1,002;15,044;0,023;-1,002;-1,075;0,048;-1,226
"stile";25,453;-0,575;-0,001;-2,519;-0,001;-0,575;-3,083
"scoprire";-0,575;-2,519;-2,703;0,005;-0,001;6,543;1,778
"riso";5,371;0,002;-1,266;-1,179;0;1,4;-1,444
"presente";1,902;-1,923;0,13;0,209;1,588;-1,923;-0,456
"possibilità";-2,519;2,989;-0,001;-2,519;5,747;0,005;-0,967
"pezzo";0,933;-0,01;-0,028;4,129;-1,46;-1,36;-0,088
"pena";-1,179;0,002;1,182;-1,179;0;-1,179;3,878
"materia";-0,575;-2,519;0,609;-0,575;0,609;2,989;-0,045
"gustare";-0,216;-1,923;-0,289;0,209;0,13;-0,216;3,615
"focaccia";-1,36;-0,01;-0,028;-0,01;15,912;-1,36;-1,665
"credere";1,095;0,036;0,009;1,095;-2,486;-2,317;0,503
"consigliatissimo";0,036;-2,317;-2,486;7,611;-0,551;7,611;-2,835
"bravo";-0,716;2,46;-0,02;-2,726;-0,02;5,632;-1,159
"accoglienza";-2,519;-0,575;-0,001;-0,575;23,253;0,005;-3,083
"vivamente";-2,118;0,101;-2,273;-0,323;3,807;0,101;0,754
"tradizionale";-2,118;1,453;3,807;1,453;-0,413;-2,118;-0,614
"staff";-2,317;-0,443;-0,551;0,036;11,777;0,036;-0,785
"spendere";0,101;0,101;-0,413;0,101;0,049;0,101;-0,614
"sala";6,543;-2,519;-0,001;0,005;0,609;0,005;-3,083
"rendere";-0,323;-2,118;0,049;-0,323;3,807;-0,323;0,754
"prenotazione";12,222;-1,732;2,107;-0,125;-0,181;-1,732;-2,12
"preferire";0,583;-0,716;-0,857;5,632;0,415;-0,002;-3,336
"pietanza";-1,732;-1,732;2,107;2,468;2,107;-0,125;-2,12
"pensare";-0,01;-0,01;3,648;-0,01;-1,46;-0,01;-0,088
"ostiense";0,036;0,036;0,009;-0,443;0,009;-0,443;0,503
"onesto";-1,36;0,933;-1,46;0,933;3,648;-1,36;-0,088
"fermare";1,453;0,101;-0,413;-0,323;1,18;-0,323;-0,614
"croccante";-1,545;3,192;-0,092;3,192;-0,092;-0,054;-1,89
"collega";-0,216;-0,216;4,661;0,209;1,588;-1,923;-2,354
"cocktail";23,192;-1,545;-1,658;-0,054;-0,092;-0,054;-1,89
"accompagnare";3,62;-2,317;-0,551;-0,443;6,745;0,036;-2,835
"vecchio";-0,443;-0,443;11,777;-0,443;-2,486;-0,443;0,503
"simpatia";-2,118;0,101;0,049;1,453;-0,413;-0,323;0,754
"ricco";-1,732;2,468;-1,859;0,371;5,712;-0,125;-2,12
"resto";0,036;0,036;0,86;-0,443;0,009;0,036;-0,785
"pulire";-0,323;8,875;-0,413;0,101;-2,273;0,101;-0,614
"proposta";-0,443;-0,443;0,009;0,036;0,86;1,095;-0,785
"positivo";-0,443;-0,443;3,106;-0,443;-0,551;0,036;0,503
"pomodoro";-0,216;5,294;1,588;-0,216;-0,289;-0,216;-2,354
"originale";-0,575;-0,575;-0,699;6,543;0,609;-0,575;-0,045
"minuto";-0,125;-1,732;11,078;-1,732;0,263;-1,732;0,114
"giro";0,005;0,005;0,609;-2,519;-0,001;0,81;-0,045
"giovane";0,603;-0,054;0,465;-0,054;0,465;-0,054;-1,89
"giapponese";26,144;-0,656;-0,704;-0,656;-0,704;-0,656;-0,803
"gelateria";-1,002;-1,002;-1,075;-1,002;-1,075;-1,002;32,62
"dire_che";-0,323;1,453;-2,273;1,453;3,807;-2,118;-0,614
"costo";0,371;-0,125;5,712;-1,732;0,263;-1,732;-0,313
"capire";-0,216;-0,216;0,13;0,209;0,13;-1,923;1,087
"banco";0,933;0,933;-1,46;-1,36;-1,46;4,129;-0,088
"accogliere";-0,575;-0,575;-0,001;0,005;-0,699;0,81;1,778
"zucca";-1,732;6,419;11,078;-1,732;-1,859;-1,732;-0,313
"uscire";-0,01;0,933;-0,028;-0,01;-1,46;4,129;-1,665
"saporire";-0,575;0,005;-0,699;0,005;-0,001;2,989;-0,045
"rosso";-0,125;-0,125;2,107;0,371;-0,181;0,371;-2,12
"pronto";-0,01;0,933;-1,46;-0,01;0,758;-1,36;0,485
"presentare";-1,732;-1,732;2,107;2,468;-0,181;0,371;-0,313
"perfetto";-1,179;1,4;0;-1,179;0;5,371;-1,444
"insalata";-1,002;-1,002;1,801;-1,002;1,801;2,07;-1,226
"food";-0,488;1,008;-0,523;1,008;-0,523;1,008;-0,597
"familiare";-1,732;0,371;-0,181;-1,732;5,712;-0,125;0,114
"cura";-1,002;-1,002;0,023;0,048;0,023;2,07;0,001
"cuore";-0,443;-0,443;-0,551;-0,443;3,106;3,62;-0,785
"colazione";-1,36;-1,36;-1,46;-1,36;-1,46;17,34;2,854
"coda";-1,923;-0,216;15,655;1,902;-2,064;-0,216;-2,354
"base";-1,732;0,371;-0,181;-1,732;5,712;-1,732;1,522
"tranquillo";0,209;-0,216;0,13;0,209;0,13;-0,216;-0,456
"tiramisù";-0,323;0,101;7,929;1,453;-2,273;-2,118;-0,614
"sugo";-1,923;0,209;15,655;-0,216;-0,289;-0,216;-2,354
"strepitoso";0,209;-0,216;0,13;0,209;-0,289;-0,216;0,034
"spazio";0,933;-1,36;-1,46;9,598;-1,46;0,933;-1,665
"sorpresa";0,209;-1,923;-0,289;-1,923;-0,289;0,209;7,619
"secco";-0,216;-0,216;4,661;-0,216;-2,064;-0,216;1,087
"scarso";0,048;0,048;1,801;-1,002;-1,075;-1,002;1,359
"salso";0,933;-1,36;-1,46;0,933;0,758;0,933;-1,665
"recensioni";-0,216;0,209;0,13;1,902;-2,064;-0,216;0,034
"pausa";-0,125;0,371;-1,859;-0,125;-1,859;19,877;-2,12
"ordine";10,387;-1,923;-0,289;-1,923;-0,289;-0,216;1,087
"occasione";5,294;0,209;-0,289;-1,923;-2,064;-0,216;1,087
"mozzarella";-1,545;23,192;0,465;-1,545;-1,658;-0,054;-1,89
"misto";-0,216;-1,923;0,13;0,209;4,661;-0,216;-0,456
"luogo";-0,323;1,453;0,049;1,453;-0,413;0,101;-2,592
"livello";7,819;-1,545;0,465;0,603;-0,092;-1,545;-1,89
"impeccabile";-1,545;-0,054;-0,092;-0,054;13,214;-0,054;-1,89
"impasto";-1,36;4,129;-0,028;-1,36;-0,028;0,933;-0,088
"gradevole";0,81;0,005;-0,001;-0,575;2,525;-2,519;-0,045
"gestore";0,048;0,048;0,023;0,048;-1,075;2,07;-1,226
"gentilissimo";-0,216;-0,216;-2,064;-0,216;1,588;1,902;0,034
"frequentare";-0,125;-0,125;-1,859;-0,125;-0,181;2,468;1,522
"fatto";-1,545;-1,545;0,465;3,192;-0,092;0,603;-0,189
"domenica";6,419;-1,732;-0,181;6,419;-1,859;-0,125;-2,12
"deludere";-0,01;-0,01;-0,028;-0,01;0,758;-0,01;-0,088
"contorno";-1,923;-0,216;9,35;1,902;0,13;-1,923;-2,354
"cicoria";-1,923;-1,923;15,655;-0,216;-0,289;1,902;-2,354
"bruschetta";0,002;0,002;0;0,002;4,811;-1,179;-1,444
"basso";-1,545;0,603;13,214;-0,054;-1,658;-1,545;-0,189
"baccalà";-1,732;6,419;5,712;-1,732;-0,181;-1,732;-0,313
"vivo";0,209;-0,216;0,13;-0,216;1,588;-0,216;-0,456
"rapido";-1,36;-0,01;-1,46;17,34;-1,46;0,933;-1,665
"proporre";0,933;-1,36;0,758;9,598;-1,46;-1,36;-1,665
"posto";-1,545;-0,054;2,776;-0,054;-0,092;3,192;-1,89
"pecorino";-1,36;-1,36;3,648;0,933;-0,028;0,933;-1,665
"pecca";-1,36;-0,01;3,648;0,933;-1,46;-0,01;-0,088
"pasto";-1,002;2,07;-1,075;2,07;0,023;0,048;-1,226
"passato";-0,01;-0,01;0,758;-1,36;-0,028;0,933;-0,088
"olio";1,4;-1,179;0;0,002;1,182;-1,179;-0,021
"fiore";-1,545;7,819;0,465;-1,545;-0,092;-1,545;0,257
"evitare";1,453;-0,323;1,18;-0,323;-2,273;-0,323;0,754
"economico";-1,545;0,603;0,465;-1,545;0,465;0,603;-0,189
"crudo";-1,36;0,933;-0,028;-1,36;0,758;-1,36;2,854
"condimento";0,933;4,129;-1,46;-0,01;-1,46;0,933;-1,665
"buffet";9,495;-0,827;0,126;0,177;-0,888;-0,827;-1,013
"bibita";4,129;-1,36;-1,46;-1,36;-0,028;9,598;-1,665
"bevanda";5,371;-1,179;0;-1,179;1,182;0,002;-1,444
"bancone";0,603;-0,054;-1,658;-1,545;-0,092;7,819;-0,189
"attenzione";7,819;-1,545;-0,092;-1,545;-0,092;0,603;-0,189
"aprire";0,933;-0,01;-0,028;-1,36;-1,46;4,129;-0,088
"trattare";-1,002;0,048;6,407;-1,002;0,023;-1,002;0,001
"tagliere";-1,179;-1,179;0;5,371;4,811;-1,179;-1,444
"storico";-0,827;-0,827;2,728;0,177;-0,888;-0,827;2,168
"splendido";-1,36;-1,36;0,758;0,933;0,758;-0,01;-0,088
"sperare";0,603;0,603;2,776;-1,545;-1,658;-1,545;0,257
"speciale";3,192;-1,545;-1,658;0,603;-0,092;0,603;-0,189
"rustico";-1,002;0,048;-1,075;2,07;-1,075;0,048;1,359
"romanesco";-1,002;-1,002;-1,075;15,044;-1,075;0,048;0,001
"rispondere";3,192;-1,545;0,465;-1,545;-0,092;-0,054;0,257
"professionalità";3,192;0,603;-0,092;-1,545;-0,092;-0,054;-0,189
"professionale";-0,323;0,101;1,18;1,453;-0,413;0,101;-2,592
"piazza";-1,36;4,129;-0,028;-1,36;-0,028;0,933;-0,088
"panna";-1,732;-1,732;-0,181;-1,732;-1,859;-0,125;32,681
"manzo";-1,36;-1,36;0,758;4,129;3,648;-1,36;-1,665
"ideale";0,002;0,002;-1,266;1,4;-1,266;1,4;-0,021
"hamburger";0,177;-0,827;8,696;-0,827;-0,888;-0,827;0,054
"gruppo";2,468;-0,125;2,107;-0,125;-0,181;-0,125;-2,12
"gricia";-1,732;-1,732;2,107;19,877;-0,181;-1,732;-2,12
"gestire";4,129;-1,36;-1,46;-1,36;-1,46;0,933;2,854
"genuino";-1,732;-0,125;-1,859;-1,732;0,263;19,877;-0,313
"fungo";-1,179;1,4;0;0,002;0;0,002;-0,021
"crema";-1,732;-1,732;5,712;-0,125;-1,859;-1,732;9,163
"continuare";7,069;-1,002;-1,075;-1,002;0,023;0,048;0,001
"bicchiere";5,371;-1,179;-1,266;0,002;1,182;0,002;-1,444
"bere";6,419;-1,732;-0,181;-0,125;0,263;0,371;-2,12
"bambino";-1,732;0,371;-1,859;-0,125;-0,181;0,371;4,538
"aspettare";0,371;-1,732;2,107;-1,732;-1,859;2,468;0,114
"apprezzare";0,371;-0,125;0,263;0,371;2,107;-1,732;-2,12
"amichevole";-0,054;-1,545;-0,092;-1,545;7,026;0,603;-0,189
"aggiungere";0,933;-1,36;-1,46;0,933;3,648;-1,36;-0,088
"visita";-0,01;-0,01;-1,46;-0,01;-0,028;0,933;0,485
"tenere";4,129;-1,36;-0,028;-1,36;-0,028;-1,36;2,854
"spritz";1,4;-1,179;-1,266;-1,179;0;11,917;-1,444
"scadente";1,4;0,002;1,182;-1,179;1,182;-1,179;-1,444
"salume";-1,545;-0,054;-0,092;7,819;2,776;-1,545;-1,89
"richiesta";0,048;-1,002;1,801;0,048;-1,075;0,048;0,001
"possibile";0,002;-1,179;10,887;0,002;-1,266;0,002;-1,444
"pistacchio";0,002;-1,179;-1,266;0,002;0;-1,179;9,158
"passaggio";-1,002;0,048;0,023;0,048;-1,075;-1,002;5,299
"palato";-1,179;-1,179;-1,266;5,371;1,182;0,002;-0,021
"osteria";-1,179;1,4;1,182;5,371;-1,266;-1,179;-1,444
"organizzare";9,495;-0,827;-0,888;0,177;-0,888;-0,827;0,054
"offerta";-0,01;-1,36;15,912;0,933;-1,46;-1,36;-1,665
"norma";-1,545;-0,054;-1,658;0,603;0,465;-0,054;2,095
"migliorare";-1,002;0,048;0,023;0,048;1,801;-1,002;0,001
"meritare";-1,36;-1,36;15,912;-1,36;-0,028;-0,01;-0,088
"interessante";0,002;-1,179;0;1,4;1,182;-1,179;-0,021
"giudia";-1,179;-1,179;-1,266;46,999;-1,266;-1,179;-1,444
"facile";-0,01;-1,36;-0,028;-1,36;3,648;-1,36;2,854
"drink";7,324;-0,488;-0,523;-0,488;-0,523;1,008;-0,597
"difficile";0,933;-1,36;3,648;-0,01;-1,46;0,933;-1,665
"cordialità";-1,179;1,4;-1,266;0,002;0;5,371;-1,444
"considerare";1,4;-1,179;10,887;-1,179;-1,266;-1,179;-0,021
"certo";-1,36;0,933;-0,028;-1,36;0,758;0,933;-0,088
"cercare";-1,179;0,002;-1,266;0,002;0;5,371;-0,021
"biscotto";0,002;-1,179;-1,266;-1,179;1,182;0,002;3,878
