"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"ombra";-0,488;1,008;0,877;-0,488;0,877;-0,488;-0,597
"numero";1,008;-0,488;0,877;-0,488;-0,523;1,008;-0,597
"notturno";-0,488;1,008;-0,523;-0,488;0,877;1,008;-0,597
"nocciola";-0,488;-0,488;0,877;-0,488;-0,523;-0,488;5,756
"muro";1,008;-0,488;0,877;-0,488;0,877;-0,488;-0,597
"motivo";-0,488;-0,488;6,739;-0,488;-0,523;-0,488;0,661
"mitico";-0,488;-0,488;0,877;1,008;0,877;-0,488;-0,597
"mille";-0,488;1,008;-0,523;1,008;-0,523;-0,488;0,661
"mezza|mezzo";1,008;1,008;-0,523;-0,488;-0,523;-0,488;0,661
"me_che";-0,488;1,008;0,877;-0,488;-0,523;-0,488;0,661
"mandorla";-0,488;-0,488;-0,523;-0,488;6,739;-0,488;0,661
"mandare";-0,488;1,008;-0,523;-0,488;0,877;-0,488;0,661
"mancanza";1,008;1,008;0,877;-0,488;-0,523;-0,488;-0,597
"leccare";-0,488;1,008;-0,523;-0,488;-0,523;-0,488;5,756
"italia";1,008;-0,488;-0,523;1,008;0,877;-0,488;-0,597
"invitare";1,008;-0,488;0,877;-0,488;-0,523;1,008;-0,597
"inutile";-0,488;1,008;0,877;-0,488;-0,523;-0,488;0,661
"inglese";1,008;-0,488;0,877;1,008;-0,523;-0,488;-0,597
"immangiabile";1,008;1,008;0,877;-0,488;-0,523;-0,488;-0,597
"gentilissima";-0,488;-0,488;-0,523;1,008;-0,523;-0,488;5,756
"garanzia";1,008;-0,488;0,877;-0,488;0,877;-0,488;-0,597
"gamma";-0,488;-0,488;-0,523;1,008;-0,523;-0,488;5,756
"frutto";1,008;-0,488;0,877;1,008;-0,523;-0,488;-0,597
"frequentatore";-0,488;1,008;0,877;-0,488;0,877;-0,488;-0,597
"fragola";-0,488;-0,488;-0,523;-0,488;-0,523;1,008;5,756
"fortemente";-0,488;-0,488;0,877;7,324;-0,523;-0,488;-0,597
"fondente";-0,488;-0,488;-0,523;-0,488;0,877;-0,488;5,756
"fermata|fermato";-0,488;1,008;-0,523;1,008;-0,523;1,008;-0,597
"fame";-0,488;-0,488;0,877;-0,488;6,739;-0,488;-0,597
"fagiolo";-0,488;-0,488;0,877;1,008;-0,523;-0,488;0,661
"faccia";1,008;-0,488;-0,523;-0,488;-0,523;-0,488;5,756
"esporre";-0,488;1,008;-0,523;-0,488;-0,523;7,324;-0,597
"entusiasta";-0,488;-0,488;-0,523;-0,488;0,877;-0,488;5,756
"eccellenza";1,008;-0,488;-0,523;7,324;-0,523;-0,488;-0,597
"dubbio";-0,488;-0,488;-0,523;1,008;0,877;-0,488;0,661
"dozzinale";7,324;-0,488;-0,523;-0,488;-0,523;1,008;-0,597
"domanda";1,008;-0,488;0,877;-0,488;-0,523;-0,488;0,661
"divertire";7,324;-0,488;-0,523;-0,488;-0,523;-0,488;0,661
"distanza";1,008;1,008;-0,523;-0,488;0,877;-0,488;-0,597
"difficoltà";7,324;-0,488;-0,523;-0,488;0,877;-0,488;-0,597
"differenza";-0,488;-0,488;-0,523;1,008;-0,523;1,008;0,661
"dieta";-0,488;-0,488;0,877;1,008;-0,523;-0,488;0,661
"deliziare";-0,488;-0,488;-0,523;1,008;-0,523;7,324;-0,597
"critica";1,008;-0,488;-0,523;1,008;-0,523;-0,488;0,661
"crema|creme";-0,488;-0,488;-0,523;-0,488;-0,523;-0,488;15,881
"costoso";-0,488;-0,488;0,877;-0,488;0,877;1,008;-0,597
"contesto";-0,488;-0,488;-0,523;1,008;-0,523;1,008;0,661
"consigliatissima";-0,488;-0,488;0,877;-0,488;0,877;-0,488;0,661
"conoscenza";-0,488;-0,488;-0,523;-0,488;6,739;1,008;-0,597
"chiuso";-0,488;7,324;-0,523;-0,488;-0,523;-0,488;0,661
"chiave";1,008;-0,488;-0,523;1,008;-0,523;-0,488;0,661
"chiacchiera";-0,488;-0,488;-0,523;1,008;-0,523;7,324;-0,597
"certezza";-0,488;-0,488;0,877;-0,488;0,877;1,008;-0,597
"cacciatora";-0,488;1,008;0,877;1,008;-0,523;-0,488;-0,597
"burro";-0,488;-0,488;0,877;-0,488;6,739;-0,488;-0,597
"buongiorno";-0,488;-0,488;-0,523;1,008;-0,523;7,324;-0,597
"brutto";7,324;-0,488;0,877;-0,488;-0,523;-0,488;-0,597
"bomba";-0,488;-0,488;-0,523;-0,488;-0,523;1,008;5,756
"bollire";1,008;-0,488;-0,523;1,008;-0,523;1,008;-0,597
"bistecca";1,008;1,008;-0,523;-0,488;0,877;-0,488;-0,597
"baffo";-0,488;1,008;-0,523;-0,488;-0,523;-0,488;5,756
"aziendale";1,008;-0,488;-0,523;7,324;-0,523;-0,488;-0,597
"attrarre";-0,488;1,008;0,877;1,008;-0,523;-0,488;-0,597
"assoluto";-0,488;-0,488;-0,523;1,008;0,877;1,008;-0,597
"artistico";7,324;-0,488;-0,523;-0,488;-0,523;-0,488;0,661
"arrosto";-0,488;1,008;-0,523;1,008;-0,523;1,008;-0,597
"arrivo";1,008;-0,488;-0,523;-0,488;-0,523;-0,488;5,756
"apericena";19,436;-0,488;-0,523;-0,488;-0,523;-0,488;-0,597
"affogare";-0,488;-0,488;0,877;-0,488;-0,523;-0,488;5,756
"affabile";-0,488;-0,488;-0,523;1,008;-0,523;7,324;-0,597
"adeguare";-0,488;-0,488;6,739;1,008;-0,523;-0,488;-0,597
"accadere";7,324;-0,488;-0,523;1,008;-0,523;-0,488;-0,597
"l";0,571;-5,258;0,8;0,571;0,09;0,571;-1,247
"un_po";0,887;-0,505;8,153;2,228;-2,078;-3,286;-1,607
"in_questo";0,753;-0,695;-2,419;4,01;5,365;-0,071;-5,645
"all";0,085;-0,818;-1,095;4,348;1,653;-2,258;-0,04
"dell";1,577;-2,11;-0,051;-0,01;0,189;-0,01;0,028
"quello_che";1,316;0,161;0,078;-1,188;-0,2;-0,118;0,003
"di_una";-0,575;-2,519;2,525;0,005;-0,001;0,005;0,315
"nell";2,989;-0,575;-0,001;-0,575;0,609;0,81;-3,083
"dall";-0,443;-2,317;0,009;1,095;3,106;-0,443;-0,008
"é";0,002;-1,179;-1,266;-1,179;10,887;1,4;-1,444
"e_che";-0,443;-0,443;-0,551;3,62;-0,551;0,036;0,503
"in_cui";0,101;0,101;0,049;1,453;-0,413;-0,323;-0,614
"una_volta";8,875;-2,118;0,049;-0,323;-0,413;0,101;-0,614
"e_poi";-0,054;-1,545;7,026;-0,054;-1,658;0,603;-0,189
"sono_stati";3,192;0,603;-1,658;7,819;-1,658;-1,545;-1,89
"di_questo";0,933;-1,36;-0,028;-0,01;0,758;-0,01;-0,088
"in_particolare";1,4;-1,179;1,182;0,002;1,182;-1,179;-1,444
"in_modo";21,037;-1,179;0;0,002;-1,266;-1,179;-1,444
"al_momento";5,371;-1,179;-1,266;0,002;0;0,002;-0,021
"piu";-1,36;-1,36;-0,028;-0,01;-1,46;-0,01;13,51
"etc";0,177;3,066;-0,888;-0,827;0,126;-0,827;0,054
"di_questa";-0,656;0,45;-0,704;0,45;-0,704;-0,656;3,47
"son";-1,002;7,069;1,801;0,048;-1,075;-1,002;-1,226
"senz";-0,656;-0,656;0,366;0,45;0,366;0,45;-0,803
"di_fronte";-1,002;0,048;0,023;0,048;-1,075;2,07;0,001
"per_questo";-0,827;3,066;2,728;-0,827;-0,888;-0,827;0,054
"per_cui";7,324;1,008;-0,523;-0,488;-0,523;-0,488;-0,597
"non_so";9,495;-0,827;0,126;-0,827;-0,888;0,177;-1,013
"e_quindi";2,07;0,048;-1,075;0,048;-1,075;-1,002;1,359
"di_cui";0,177;0,177;-0,888;0,177;-0,888;0,177;0,054
"del_genere";0,45;-0,656;0,366;4,629;-0,704;-0,656;-0,803
"sopratutto";3,066;-0,827;-0,888;0,177;2,728;-0,827;-1,013
"po";0,177;0,177;-0,888;0,177;-0,888;0,177;0,054
"per_finire";-0,827;0,177;0,126;3,066;0,126;-0,827;-1,013
"in_generale";4,629;-0,656;0,366;-0,656;-0,704;0,45;-0,803
"ha_detto";4,629;0,45;-0,704;-0,656;-0,704;-0,656;0,234
"tutt";-0,656;-0,656;-0,704;-0,656;-0,704;0,45;10,513
"quelli_che";0,45;-0,656;-0,704;4,629;-0,704;-0,656;0,234
"mezz";13,194;-0,656;-0,704;-0,656;-0,704;0,45;-0,803
"ad_esempio";-0,488;-0,488;-0,523;1,008;0,877;-0,488;0,661
"quell";7,324;-0,488;-0,523;-0,488;-0,523;1,008;-0,597
"per_concludere";-0,488;-0,488;0,877;1,008;0,877;-0,488;-0,597
"*RATING_2.8";2,274;-0,322;2,061;-0,322;-0,346;-0,322;-0,394
"*RATING_4.8";0,002;1,4;0;0,002;0;0,002;-1,444
"*RATING_3.2";1,4;-1,179;1,182;0,002;0;0,002;-1,444
"*RATING_4.6";-2,317;13,068;-2,486;0,036;3,106;-0,443;-2,835
"*RATING_3.4";4,629;-0,656;-0,704;0,45;-0,704;-0,656;0,234
"*RATING_4.2";-0,716;-0,716;-0,02;5,632;-0,857;-0,002;0,179
"*RATING_2.2";1,008;-0,488;6,739;-0,488;-0,523;-0,488;-0,597
"*RATING_4.25";0;0;0;0;0;0;0
"*RATING_3.8";-1,732;-0,125;0,263;-0,125;-0,181;6,419;-0,313
"*RATING_4.4";-0,125;-0,125;-1,859;2,468;0,263;0,371;-0,313
"*RATING_3.6";0,002;-1,179;0;-1,179;1,182;1,4;-0,021
"*RATING_3";7,819;0,603;0,465;-1,545;-1,658;-1,545;-0,189
"*RATING_2";2,274;-0,322;-0,346;-0,322;-0,346;-0,322;1,705
"*RATING_5";-1,923;-0,216;-2,064;-1,923;0,13;-0,216;20,052
"*RATING_4";-0,054;-1,545;-1,658;0,603;0,465;0,603;0,257
"*RATING_2.6";-0,488;-0,488;18,111;-0,488;-0,523;-0,488;-0,597
