"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"139";0;0;0;0;0;0;0;0;0
"140";0;0;0;0;0;0;0;0;0
"141";0;0;0;0;0;0;0;0;0
"142";0;0;0;0;0;0;0;0;0
"143";0;0;0;0;4;4;4;4;4
"144";0;0;0;0;0;0;0;1;1
"145";0;0;0;0;0;0;0;0;0
"146";0;0;0;0;0;0;2;2;2
"147";0;0;0;0;4;4;4;4;4
"148";0;0;0;0;0;0;0;0;0
"149";0;0;0;0;0;3;3;3;3
"150";0;0;0;0;4;4;4;4;4
"151";0;0;0;0;0;0;2;2;2
"152";0;0;0;0;0;0;0;0;0
