%%MatrixMarket matrix coordinate integer general
152 1132 12001
1 1 1
2 1 1
3 1 1
4 1 1
5 1 1
6 1 1
7 1 1
8 1 1
9 1 1
10 1 1
11 1 1
13 1 1
14 1 1
15 1 1
17 1 1
18 1 1
19 1 1
20 1 1
21 1 1
22 1 1
23 1 1
24 1 1
25 1 1
26 1 1
27 1 1
28 1 1
29 1 1
30 1 1
31 1 1
33 1 1
34 1 1
35 1 1
36 1 1
37 1 1
38 1 1
44 1 1
45 1 1
46 1 1
48 1 1
49 1 1
51 1 1
52 1 1
54 1 1
55 1 1
56 1 1
57 1 1
59 1 1
60 1 1
61 1 1
62 1 1
63 1 1
64 1 1
65 1 1
66 1 1
67 1 1
68 1 1
69 1 1
70 1 1
71 1 1
72 1 1
73 1 1
74 1 1
75 1 1
76 1 1
77 1 1
79 1 1
80 1 1
81 1 1
82 1 1
83 1 1
84 1 1
85 1 1
86 1 1
87 1 1
89 1 1
90 1 1
91 1 1
92 1 1
93 1 1
94 1 1
95 1 1
97 1 1
98 1 1
99 1 1
100 1 1
101 1 1
103 1 1
104 1 1
105 1 1
106 1 1
109 1 1
110 1 1
111 1 1
112 1 1
113 1 1
114 1 1
117 1 1
118 1 1
119 1 1
120 1 1
121 1 1
122 1 1
123 1 1
124 1 1
125 1 1
126 1 1
127 1 1
128 1 1
129 1 1
130 1 1
131 1 1
132 1 1
134 1 1
135 1 1
136 1 1
137 1 1
138 1 1
139 1 1
140 1 1
142 1 1
143 1 1
145 1 1
146 1 1
147 1 1
149 1 1
150 1 1
151 1 1
152 1 1
2 2 1
3 2 1
4 2 1
5 2 1
6 2 1
7 2 1
8 2 1
9 2 1
13 2 1
14 2 1
15 2 1
17 2 1
19 2 1
20 2 1
21 2 1
22 2 1
23 2 1
24 2 1
25 2 1
28 2 1
31 2 1
32 2 1
34 2 1
35 2 1
36 2 1
39 2 1
41 2 1
43 2 1
44 2 1
45 2 1
46 2 1
48 2 1
49 2 1
50 2 1
51 2 1
52 2 1
53 2 1
54 2 1
55 2 1
56 2 1
57 2 1
58 2 1
59 2 1
61 2 1
62 2 1
64 2 1
65 2 1
67 2 1
68 2 1
69 2 1
70 2 1
71 2 1
72 2 1
73 2 1
74 2 1
76 2 1
77 2 1
78 2 1
79 2 1
80 2 1
82 2 1
83 2 1
84 2 1
85 2 1
86 2 1
87 2 1
89 2 1
90 2 1
91 2 1
92 2 1
93 2 1
94 2 1
95 2 1
96 2 1
97 2 1
98 2 1
99 2 1
101 2 1
102 2 1
103 2 1
104 2 1
105 2 1
106 2 1
107 2 1
108 2 1
109 2 1
110 2 1
111 2 1
113 2 1
117 2 1
120 2 1
121 2 1
123 2 1
124 2 1
125 2 1
126 2 1
128 2 1
129 2 1
130 2 1
131 2 1
134 2 1
138 2 1
139 2 1
140 2 1
142 2 1
143 2 1
144 2 1
145 2 1
146 2 1
147 2 1
148 2 1
149 2 1
150 2 1
151 2 1
152 2 1
1 3 1
3 3 1
4 3 1
5 3 1
6 3 1
8 3 1
9 3 1
10 3 1
11 3 1
12 3 1
16 3 1
17 3 1
19 3 1
20 3 1
21 3 1
23 3 1
24 3 1
25 3 1
27 3 1
28 3 1
30 3 1
31 3 1
32 3 1
33 3 1
34 3 1
35 3 1
37 3 1
41 3 1
42 3 1
44 3 1
46 3 1
47 3 1
48 3 1
49 3 1
50 3 1
51 3 1
52 3 1
54 3 1
55 3 1
56 3 1
57 3 1
58 3 1
59 3 1
60 3 1
61 3 1
62 3 1
64 3 1
65 3 1
66 3 1
67 3 1
68 3 1
70 3 1
72 3 1
73 3 1
74 3 1
75 3 1
76 3 1
77 3 1
79 3 1
80 3 1
82 3 1
83 3 1
84 3 1
85 3 1
86 3 1
88 3 1
89 3 1
90 3 1
91 3 1
94 3 1
95 3 1
96 3 1
97 3 1
98 3 1
99 3 1
100 3 1
101 3 1
102 3 1
105 3 1
106 3 1
107 3 1
108 3 1
109 3 1
110 3 1
111 3 1
112 3 1
113 3 1
114 3 1
116 3 1
117 3 1
118 3 1
119 3 1
123 3 1
124 3 1
126 3 1
127 3 1
128 3 1
129 3 1
130 3 1
131 3 1
132 3 1
133 3 1
134 3 1
137 3 1
138 3 1
140 3 1
141 3 1
142 3 1
143 3 1
144 3 1
146 3 1
147 3 1
148 3 1
149 3 1
150 3 1
151 3 1
152 3 1
1 4 1
6 4 1
7 4 1
8 4 1
9 4 1
10 4 1
12 4 1
13 4 1
14 4 1
18 4 1
19 4 1
20 4 1
21 4 1
22 4 1
23 4 1
24 4 1
25 4 1
26 4 1
27 4 1
28 4 1
29 4 1
30 4 1
32 4 1
33 4 1
34 4 1
37 4 1
42 4 1
43 4 1
44 4 1
45 4 1
46 4 1
47 4 1
49 4 1
50 4 1
51 4 1
52 4 1
53 4 1
54 4 1
56 4 1
57 4 1
59 4 1
60 4 1
62 4 1
63 4 1
66 4 1
67 4 1
69 4 1
74 4 1
75 4 1
76 4 1
77 4 1
78 4 1
79 4 1
80 4 1
82 4 1
83 4 1
85 4 1
86 4 1
91 4 1
93 4 1
94 4 1
96 4 1
97 4 1
98 4 1
99 4 1
100 4 1
101 4 1
102 4 1
104 4 1
105 4 1
106 4 1
107 4 1
110 4 1
113 4 1
115 4 1
118 4 1
119 4 1
121 4 1
122 4 1
123 4 1
124 4 1
125 4 1
126 4 1
127 4 1
129 4 1
131 4 1
133 4 1
134 4 1
135 4 1
136 4 1
137 4 1
139 4 1
140 4 1
141 4 1
142 4 1
143 4 1
144 4 1
145 4 1
146 4 1
148 4 1
149 4 1
150 4 1
151 4 1
152 4 1
1 5 1
2 5 1
4 5 1
5 5 1
6 5 1
7 5 1
8 5 1
9 5 1
10 5 1
13 5 1
14 5 1
15 5 1
16 5 1
17 5 1
18 5 1
19 5 1
20 5 1
22 5 1
24 5 1
25 5 1
26 5 1
29 5 1
30 5 1
31 5 1
33 5 1
34 5 1
35 5 1
36 5 1
37 5 1
40 5 1
41 5 1
43 5 1
44 5 1
45 5 1
46 5 1
47 5 1
48 5 1
49 5 1
50 5 1
51 5 1
52 5 1
53 5 1
54 5 1
55 5 1
56 5 1
57 5 1
58 5 1
60 5 1
61 5 1
62 5 1
64 5 1
65 5 1
66 5 1
67 5 1
68 5 1
69 5 1
70 5 1
73 5 1
74 5 1
75 5 1
76 5 1
77 5 1
79 5 1
80 5 1
81 5 1
82 5 1
83 5 1
84 5 1
85 5 1
86 5 1
88 5 1
89 5 1
90 5 1
92 5 1
93 5 1
94 5 1
96 5 1
97 5 1
98 5 1
101 5 1
103 5 1
104 5 1
105 5 1
106 5 1
107 5 1
108 5 1
109 5 1
110 5 1
111 5 1
112 5 1
114 5 1
118 5 1
119 5 1
120 5 1
121 5 1
122 5 1
125 5 1
126 5 1
127 5 1
128 5 1
129 5 1
130 5 1
131 5 1
132 5 1
134 5 1
136 5 1
137 5 1
140 5 1
143 5 1
144 5 1
145 5 1
146 5 1
148 5 1
149 5 1
150 5 1
151 5 1
152 5 1
1 6 1
2 6 1
4 6 1
7 6 1
10 6 1
11 6 1
12 6 1
13 6 1
14 6 1
15 6 1
16 6 1
17 6 1
19 6 1
20 6 1
21 6 1
23 6 1
24 6 1
29 6 1
31 6 1
34 6 1
36 6 1
37 6 1
40 6 1
42 6 1
45 6 1
46 6 1
47 6 1
51 6 1
54 6 1
55 6 1
57 6 1
58 6 1
59 6 1
61 6 1
62 6 1
63 6 1
64 6 1
65 6 1
66 6 1
67 6 1
68 6 1
70 6 1
71 6 1
73 6 1
75 6 1
77 6 1
78 6 1
79 6 1
80 6 1
83 6 1
84 6 1
85 6 1
86 6 1
89 6 1
90 6 1
92 6 1
93 6 1
94 6 1
97 6 1
98 6 1
99 6 1
102 6 1
103 6 1
104 6 1
105 6 1
107 6 1
109 6 1
110 6 1
112 6 1
113 6 1
115 6 1
117 6 1
119 6 1
120 6 1
121 6 1
122 6 1
123 6 1
124 6 1
125 6 1
126 6 1
127 6 1
128 6 1
129 6 1
130 6 1
131 6 1
132 6 1
133 6 1
134 6 1
135 6 1
137 6 1
141 6 1
142 6 1
143 6 1
144 6 1
146 6 1
147 6 1
148 6 1
149 6 1
151 6 1
2 7 1
3 7 1
5 7 1
6 7 1
7 7 1
8 7 1
9 7 1
13 7 1
15 7 1
18 7 1
20 7 1
21 7 1
22 7 1
24 7 1
25 7 1
28 7 1
30 7 1
39 7 1
44 7 1
46 7 1
48 7 1
51 7 1
53 7 1
54 7 1
55 7 1
56 7 1
57 7 1
58 7 1
59 7 1
61 7 1
62 7 1
63 7 1
64 7 1
65 7 1
67 7 1
68 7 1
69 7 1
70 7 1
72 7 1
73 7 1
75 7 1
76 7 1
77 7 1
79 7 1
80 7 1
81 7 1
83 7 1
84 7 1
86 7 1
87 7 1
88 7 1
89 7 1
90 7 1
93 7 1
95 7 1
96 7 1
97 7 1
98 7 1
99 7 1
100 7 1
102 7 1
103 7 1
104 7 1
105 7 1
107 7 1
108 7 1
109 7 1
110 7 1
111 7 1
113 7 1
122 7 1
123 7 1
125 7 1
126 7 1
127 7 1
128 7 1
130 7 1
131 7 1
135 7 1
137 7 1
138 7 1
140 7 1
141 7 1
143 7 1
147 7 1
148 7 1
149 7 1
150 7 1
151 7 1
152 7 1
1 8 1
3 8 1
4 8 1
8 8 1
10 8 1
11 8 1
15 8 1
25 8 1
27 8 1
30 8 1
34 8 1
36 8 1
39 8 1
42 8 1
51 8 1
52 8 1
53 8 1
61 8 1
62 8 1
72 8 1
75 8 1
76 8 1
79 8 1
80 8 1
83 8 1
86 8 1
88 8 1
89 8 1
99 8 1
104 8 1
107 8 1
111 8 1
112 8 1
114 8 1
120 8 1
126 8 1
128 8 1
134 8 1
135 8 1
136 8 1
139 8 1
140 8 1
143 8 1
145 8 1
146 8 1
148 8 1
149 8 1
151 8 1
2 9 1
4 9 1
5 9 1
6 9 1
9 9 1
15 9 1
20 9 1
21 9 1
22 9 1
24 9 1
28 9 1
32 9 1
35 9 1
36 9 1
46 9 1
50 9 1
51 9 1
54 9 1
55 9 1
56 9 1
58 9 1
59 9 1
60 9 1
61 9 1
62 9 1
65 9 1
67 9 1
68 9 1
69 9 1
70 9 1
72 9 1
73 9 1
75 9 1
77 9 1
79 9 1
80 9 1
82 9 1
84 9 1
85 9 1
87 9 1
88 9 1
90 9 1
93 9 1
94 9 1
95 9 1
96 9 1
97 9 1
98 9 1
102 9 1
105 9 1
106 9 1
107 9 1
110 9 1
115 9 1
119 9 1
120 9 1
123 9 1
125 9 1
126 9 1
127 9 1
131 9 1
135 9 1
138 9 1
140 9 1
141 9 1
143 9 1
146 9 1
147 9 1
148 9 1
151 9 1
152 9 1
1 10 1
2 10 1
4 10 1
7 10 1
8 10 1
10 10 1
11 10 1
12 10 1
13 10 1
14 10 1
17 10 1
20 10 1
23 10 1
24 10 1
25 10 1
31 10 1
32 10 1
34 10 1
39 10 1
40 10 1
41 10 1
42 10 1
46 10 1
47 10 1
48 10 1
50 10 1
52 10 1
53 10 1
54 10 1
55 10 1
56 10 1
59 10 1
60 10 1
62 10 1
64 10 1
66 10 1
67 10 1
68 10 1
71 10 1
72 10 1
73 10 1
75 10 1
77 10 1
78 10 1
79 10 1
80 10 1
83 10 1
84 10 1
85 10 1
86 10 1
88 10 1
89 10 1
90 10 1
94 10 1
98 10 1
100 10 1
101 10 1
102 10 1
103 10 1
104 10 1
105 10 1
106 10 1
107 10 1
108 10 1
110 10 1
111 10 1
114 10 1
115 10 1
116 10 1
117 10 1
118 10 1
120 10 1
121 10 1
122 10 1
123 10 1
126 10 1
127 10 1
129 10 1
131 10 1
132 10 1
133 10 1
134 10 1
135 10 1
136 10 1
139 10 1
141 10 1
143 10 1
144 10 1
145 10 1
146 10 1
147 10 1
148 10 1
149 10 1
151 10 1
1 11 1
3 11 1
4 11 1
6 11 1
8 11 1
12 11 1
13 11 1
14 11 1
17 11 1
20 11 1
21 11 1
28 11 1
29 11 1
30 11 1
32 11 1
34 11 1
35 11 1
42 11 1
52 11 1
54 11 1
55 11 1
58 11 1
59 11 1
60 11 1
61 11 1
62 11 1
64 11 1
65 11 1
66 11 1
67 11 1
68 11 1
69 11 1
70 11 1
71 11 1
72 11 1
73 11 1
74 11 1
75 11 1
79 11 1
80 11 1
81 11 1
84 11 1
85 11 1
88 11 1
90 11 1
92 11 1
93 11 1
94 11 1
95 11 1
96 11 1
97 11 1
98 11 1
99 11 1
100 11 1
102 11 1
103 11 1
104 11 1
105 11 1
106 11 1
108 11 1
110 11 1
112 11 1
113 11 1
117 11 1
119 11 1
123 11 1
124 11 1
125 11 1
129 11 1
131 11 1
134 11 1
137 11 1
138 11 1
140 11 1
141 11 1
143 11 1
144 11 1
145 11 1
147 11 1
148 11 1
151 11 1
152 11 1
1 12 1
6 12 1
7 12 1
8 12 1
9 12 1
10 12 1
11 12 1
13 12 1
14 12 1
15 12 1
17 12 1
18 12 1
20 12 1
21 12 1
23 12 1
24 12 1
26 12 1
30 12 1
31 12 1
35 12 1
38 12 1
46 12 1
49 12 1
51 12 1
52 12 1
55 12 1
56 12 1
57 12 1
58 12 1
59 12 1
60 12 1
62 12 1
63 12 1
64 12 1
65 12 1
66 12 1
67 12 1
68 12 1
69 12 1
70 12 1
72 12 1
73 12 1
74 12 1
75 12 1
78 12 1
79 12 1
82 12 1
83 12 1
86 12 1
89 12 1
90 12 1
91 12 1
92 12 1
93 12 1
94 12 1
95 12 1
96 12 1
97 12 1
98 12 1
99 12 1
101 12 1
103 12 1
104 12 1
106 12 1
108 12 1
109 12 1
111 12 1
112 12 1
114 12 1
118 12 1
119 12 1
120 12 1
122 12 1
123 12 1
128 12 1
130 12 1
131 12 1
132 12 1
133 12 1
135 12 1
137 12 1
138 12 1
140 12 1
142 12 1
144 12 1
145 12 1
146 12 1
147 12 1
148 12 1
149 12 1
150 12 1
152 12 1
1 13 1
2 13 1
4 13 1
8 13 1
15 13 1
16 13 1
21 13 1
22 13 1
28 13 1
32 13 1
36 13 1
43 13 1
49 13 1
50 13 1
51 13 1
54 13 1
56 13 1
58 13 1
60 13 1
61 13 1
62 13 1
63 13 1
65 13 1
67 13 1
68 13 1
69 13 1
72 13 1
75 13 1
76 13 1
77 13 1
79 13 1
80 13 1
81 13 1
84 13 1
85 13 1
87 13 1
88 13 1
93 13 1
94 13 1
97 13 1
98 13 1
100 13 1
103 13 1
104 13 1
105 13 1
111 13 1
112 13 1
113 13 1
119 13 1
122 13 1
126 13 1
129 13 1
132 13 1
134 13 1
135 13 1
138 13 1
139 13 1
143 13 1
146 13 1
147 13 1
149 13 1
150 13 1
1 14 1
2 14 1
3 14 1
5 14 1
7 14 1
8 14 1
10 14 1
17 14 1
18 14 1
24 14 1
27 14 1
31 14 1
32 14 1
33 14 1
35 14 1
39 14 1
44 14 1
48 14 1
49 14 1
51 14 1
52 14 1
54 14 1
55 14 1
56 14 1
57 14 1
60 14 1
61 14 1
66 14 1
68 14 1
69 14 1
