"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"classe 1";-2,22908956599861;-0,964784188761747;1,48742761663585;-1,53412108852945;1,19836821122374;-1,71312565460583;-0,578711007085037;-0,250475009176181;0,386162470597634;-0,398284920299081;0,311117545456412;-0,444757666072523;0,451962531428345;0,0320033554278926;0,0650559140644213;0,04703708972333;0,0235786859091155;0,0433540000719238;0,0311612867669115;0,00583741675002576;0,0138749691537726;0,0147597711855877;0,00900618585955285;0,0184051254799093;0,00627133997630827;0,267659201677993;0,00044928787832632
"classe 2";-3,38798771742778;5,0569822862628;-0,910467352579175;-1,03395046243885;0,489641040873601;-1,70195236553541;-0,522243914259598;0,779512337053103;-0,140344674678313;-0,159379071499274;0,075476086425164;-0,262348727148106;0,49217412410888;0,414482074414611;0,0114903057541907;0,0100718292675986;0,00185559156763935;0,0201712710971483;0,0999796248819029;0,222746410037417;0,00722032262658118;0,00931166433329999;0,00208825472883234;0,0252303136937459;0,00871019441153927;0,389841719699226;0,00132374543949942
"classe 3";-2,93736383862974;-3,0741850459554;0,1082739966975;-0,427088035384113;1,46663771068336;0,597309948587253;-0,644359373739445;-0,674373370067447;0,0237516931973991;-0,0936888292122828;0,321731255873102;0,131029823183078;0,619515293682782;0,256498199385023;0,000272115066022051;0,00287769739161132;0,0278787875073591;0,00416044114213553;0,14589602121377;0,159804119834919;0,000198233156497783;0,00308434372278109;0,0363725420983931;0,00603291847648228;0,0169093907509349;0,301257316704723;0,00153462817438967
"classe 4";-1,63030664463693;-0,399956800630051;-1,16203480270446;-0,484110997283373;1,25607823034423;2,28199247311528;-0,487413353352949;-0,11957522594458;-0,347413955382087;-0,144734835840333;0,375530152158623;0,682248095661178;0,56272320058747;0,0128017741383724;0,0924191993966371;0,0109023442132547;0,0602949922934408;0,179055630024305;0,0855037084856578;0,00514603251069063;0,0434394806990106;0,00753939072542268;0,0507551051316144;0,167523126415961;0,0321696513599517;0,175439654565979;0,000990152028105098
"classe 5";-0,176091780923599;1,46799692314981;-3,2122262077948;1,99189375846835;-0,367717648865419;-1,82628265666645;-0,039431958732211;0,32872626870513;-0,719308820661237;0,446041672535248;-0,0823424414195565;-0,408956635984439;0,00288400588194101;0,0757628016791744;0,310240091624085;0,0810819305736371;0,00227006640827799;0,0503799000860113;0,000127481750625172;0,00885972287758767;0,0424211159774636;0,0163118112993161;0,000555902716740266;0,0137121588865165;0,00411121176224653;0,264695702536046;0,000288047180093514
"classe 6";-1,28966727726433;-2,06023060039795;-0,557469523129594;0,131802833279014;-1,27195169333821;0,57537510593666;-0,450787868945185;-0,72012912032558;-0,194856846229782;0,0460701138830294;-0,444595597135267;0,201115529890378;0,368169651387853;0,35515019487435;0,0222383515593162;0,000844920575597964;0,0646435953950318;0,0119014013928962;0,0540467590825009;0,137925943079825;0,0100984926633789;0,000564499793688371;0,0525721248960611;0,0107576257411038;0,0324948319513158;0,17157719477177;0,000956606706577574
"classe 7";-1,23068312540104;1,69831623040716;1,78324399980144;-0,281775663856256;-3,48372590900886;0,26269437703492;-0,276132542012885;0,381056965976723;0,400112497304239;-0,0632229602665928;-0,781655383970013;0,0589416273011023;0,250826258774144;0,180553285013112;0,170243194224182;0,00288909113142762;0,362794010431483;0,00185603176400879;0,0450296988035209;0,0857518840414007;0,0945427200989392;0,00236055168441899;0,360823244550844;0,00205167281557566;0,0297307969247207;0,198365262386105;0,00116987050778182
"classe 8";-1,07866201329349;-0,447777783566738;0,667739934618365;0,557614719991526;0,215568540938207;-1,45642581621719;-0,520875610755264;-0,216227626099318;0,322445253456223;0,269266836378971;0,104095994887194;-0,703294152563664;0,561844586464202;0,0365980782517947;0,0696029808709779;0,0329904059732118;0,00405049255685527;0,166351036139276;0,0903178926318393;0,0155642468824415;0,0346112852760456;0,0241363439488306;0,00360722964032063;0,164656835075767;0,0776252525956379;0,116167103235283;0,00104753693845179
"classe 9";-0,574263041401624;0,319548822512495;-0,266661703520354;0,747222735577626;-0,170301928398828;0,850258963026439;-0,426459794222388;0,237303666208562;-0,198028581001347;0,554903295317348;-0,126469788415039;0,631420161609186;0,347515446757974;0,0406737849880837;0,0242237505660424;0,129278499909687;0,00551674809782502;0,12372519852506;0,019011662301504;0,00588671216461943;0,00409939395528079;0,0321883350454584;0,00167200468255881;0,0416774170218398;0,0576498734118412;0,0786374977103454;0,000356498518257283
"classe 10";-1,18767955021007;1,91414203678031;0,46663673190456;-0,987258769415103;0,878066506927103;-0,178091026036808;-0,446683311295974;0,719904037354701;0,175500908930016;-0,37130555641067;0,330238619316896;-0,0669795899139191;0,375489572712908;0,368667972998873;0,0187380707761183;0,0570079065233421;0,0370463810763632;0,00137115558728213;0,0604493323881353;0,157015046912147;0,00933148570350357;0,0417690840247383;0,0330405885451262;0,00135918015024935;0,0428541565047732;0,156461040342565;0,00104907220014096
