"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"1";0;0;0;0;0;0;0;2;2
"2";0;0;0;0;0;5;5;5;5
"3";0;0;0;0;0;0;0;0;0
"4";0;0;0;6;6;6;6;6;6
"5";0;0;0;0;0;0;0;0;0
"6";0;0;0;0;0;0;0;0;0
"7";0;0;0;0;0;0;0;2;2
"8";0;0;0;6;6;6;6;6;6
"9";0;0;0;0;0;0;0;0;0
"10";0;0;7;7;7;7;7;7;7
"11";0;0;0;6;6;6;6;6;6
"12";0;0;0;0;0;0;0;2;2
"13";0;0;0;0;0;0;4;4;4
"14";0;0;0;0;0;0;4;4;4
"15";0;0;0;6;6;6;6;6;6
"16";0;0;0;0;0;0;0;0;0
"17";0;0;0;0;0;0;0;2;2
"18";0;0;0;0;0;0;0;2;2
"19";0;0;0;0;0;0;0;2;2
"20";0;0;0;0;0;0;4;4;4
"21";0;0;0;0;0;0;3;3;3
"22";0;0;0;0;0;0;3;3;3
"23";0;0;0;0;0;0;0;0;0
"24";0;0;0;0;0;0;4;4;4
"25";0;0;0;0;0;0;0;2;2
"26";0;0;0;0;0;0;0;2;2
"27";0;0;0;6;6;6;6;6;6
"28";0;0;0;0;0;0;3;3;3
"29";0;0;0;0;0;0;0;2;2
"30";0;0;0;0;0;0;0;0;1
"31";0;0;0;0;0;0;0;2;2
"32";0;0;7;7;7;7;7;7;7
"33";0;0;0;0;0;0;0;2;2
"34";0;0;0;0;0;0;3;3;3
"35";0;0;0;0;0;0;0;0;0
"36";0;0;0;6;6;6;6;6;6
"37";0;0;7;7;7;7;7;7;7
"38";0;0;0;0;0;0;0;0;0
"39";0;0;0;0;0;0;3;3;3
"40";0;0;0;0;0;0;0;0;0
"41";0;0;0;0;0;0;0;0;0
"42";0;0;0;0;0;5;5;5;5
"43";0;0;0;0;0;0;4;4;4
"44";0;0;7;7;7;7;7;7;7
"45";0;0;0;0;0;0;0;0;0
"46";0;0;0;0;0;0;4;4;4
"47";0;0;7;7;7;7;7;7;7
"48";0;0;0;0;0;0;0;0;0
"49";0;0;0;0;0;0;3;3;3
"50";0;0;0;0;0;5;5;5;5
"51";0;0;0;0;0;0;4;4;4
"52";0;0;0;6;6;6;6;6;6
"53";0;0;0;0;0;0;4;4;4
"54";0;0;0;0;0;5;5;5;5
"55";0;0;0;0;0;0;0;0;0
"56";0;0;0;0;0;0;0;0;0
"57";0;0;0;0;0;0;4;4;4
"58";0;0;0;0;0;0;0;0;1
"59";0;0;0;6;6;6;6;6;6
"60";0;0;0;0;0;5;5;5;5
"61";0;0;0;6;6;6;6;6;6
"62";0;0;0;0;0;0;0;0;1
"63";0;0;0;0;0;0;4;4;4
"64";0;0;0;0;0;0;0;0;0
"65";0;0;0;0;0;0;0;0;1
"66";0;0;0;0;0;0;0;2;2
"67";0;0;0;0;0;0;0;0;1
"68";0;0;0;0;0;0;0;0;1
"69";0;0;0;0;0;0;0;0;0
"70";0;0;0;0;0;0;3;3;3
"71";0;0;7;7;7;7;7;7;7
"72";0;0;0;0;0;5;5;5;5
"73";0;0;0;0;0;0;3;3;3
"74";0;0;7;7;7;7;7;7;7
"75";0;0;0;0;0;0;0;0;1
"76";0;0;0;0;0;0;0;2;2
"77";0;0;0;0;0;5;5;5;5
"78";0;0;7;7;7;7;7;7;7
"79";0;0;0;0;0;0;0;0;0
"80";0;0;0;0;0;5;5;5;5
"81";0;0;0;6;6;6;6;6;6
"82";0;0;0;0;0;0;3;3;3
"83";0;0;0;0;0;5;5;5;5
"84";0;0;0;0;0;0;0;0;1
"85";0;0;0;0;0;0;0;0;0
