"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,189335447066331;23,2120412018028;23,2120412018028
"facteur 2";0,159036135161657;19,4974231140911;42,709464315894
"facteur 3";0,150128374072809;18,4053544042224;61,1148187201163
"facteur 4";0,11645904530375;14,2775808745745;75,3923995946908
"facteur 5";0,102736116889951;12,5951849752007;87,9875845698915
"facteur 6";0,0979825955861842;12,0124154301085;100
